"hospital_code","hospital_name","date","attendances","within_4_hours","over_4_hours"
"N121H","Royal Aberdeen Children's Hospital - Type 1",2018-07-31,1287,1282,5
"N151H","Aboyne Hospital",2018-07-31,129,129,0
"N331H","Inverurie Hospital",2018-07-31,13,13,0
"N332H","Insch War Memorial Hospital",2018-07-31,45,45,0
"N333H","Peterhead Community Hospital",2018-07-31,1347,1347,0
"N334H","Fraserburgh Hospital",2018-07-31,698,695,3
"N335H","Jubilee Hospital",2018-07-31,292,292,0
"N336H","Turriff Hospital",2018-07-31,168,168,0
"N337H","Chalmers Hospital",2018-07-31,346,344,2
"N411H","Dr Gray's Hospital - Type 1",2018-07-31,2300,2249,51
"N431H","Seafield Hospital",2018-07-31,68,68,0
"N432H","Stephen Hospital",2018-07-31,11,11,0
"N433H","Turner Memorial Hospital",2018-07-31,103,103,0
"N451H","Fleming Hospital",2018-07-31,20,20,0
"N494H","Kincardine Community Hospital",2018-07-31,141,141,0
"N683C","Forres Health & Care Centre",2018-07-31,39,39,0
"R103H","Balfour Hospital - Type 1",2018-07-31,590,575,15
"S108H","Edington Cottage Hospital",2018-07-31,241,241,0
"S116H","Western General Hospital",2018-07-31,4125,3703,422
"S308H","St John's Hospital - Type 1",2018-07-31,4861,4403,458
"S314H","Royal Infirmary Of Edinburgh - Type 1",2018-07-31,10354,8006,2348
"S319H","Royal Hospital for Children and Young People Edinburgh - Type 1",2018-07-31,3380,3304,76
"T101H","Ninewells Hospital - Type 1",2018-07-31,4375,4265,110
"T202H","Perth Royal Infirmary - Type 1",2018-07-31,2298,2243,55
"T205H","St Margaret's Hospital",2018-07-31,44,44,0
"T209H","Blairgowrie Community Hospital",2018-07-31,385,385,0
"T304H","Arbroath Infirmary",2018-07-31,1420,1419,1
"T305H","Brechin Infirmary",2018-07-31,139,139,0
"T316H","Crieff Community Hospital",2018-07-31,141,141,0
"T319H","Whitehills Health And Community Care Centre",2018-07-31,650,650,0
"T320H","Pitlochry Community Hospital",2018-07-31,267,267,0
"T357C","Links Health Centre",2018-07-31,219,219,0
"V201H","Stirling Health And Care Village",2018-07-31,1720,1718,2
"V217H","Forth Valley Royal Hospital - Type 1",2018-07-31,5719,4955,764
"W106H","St Brendan's Hospital",2018-07-31,85,85,0
"W107H","Western Isles Hospital - Type 1",2018-07-31,655,647,8
"W108H","Uist & Barra Hospital",2018-07-31,205,204,1
"Y101H","Castle Douglas Hospital",2018-07-31,28,28,0
"Y106H","Kirkcudbright Hospital",2018-07-31,52,52,0
"Y109H","Moffat Hospital",2018-07-31,2,2,0
"Y110H","Newton Stewart Hospital",2018-07-31,18,18,0
"Y144H","Galloway Community Hospital - Type 1",2018-07-31,1191,1131,60
"Y146H","Dumfries & Galloway Royal Infirmary - Type 1",2018-07-31,2958,2738,220
"Z102H","Gilbert Bain Hospital - Type 1",2018-07-31,632,599,33
"A101H","Arran War Memorial Hospital",2018-08-31,300,297,3
"A110H","Lady Margaret Hospital",2018-08-31,84,81,3
"A111H","University Hospital Crosshouse - Type 1",2018-08-31,5885,5591,294
"A210H","University Hospital Ayr - Type 1",2018-08-31,3383,3151,232
"A216H","Girvan Community Hospital",2018-08-31,96,96,0
"B103H","Knoll Community Hospital",2018-08-31,7,7,0
"B105H","Hawick Community  Hospital",2018-08-31,101,101,0
"B114H","Kelso Community Hospital",2018-08-31,11,11,0
"B118H","Hay Lodge Hospital",2018-08-31,48,48,0
"B120H","Borders General Hospital - Type 1",2018-08-31,2742,2580,162
"C106H","Cowal Community Hospital",2018-08-31,814,814,0
"C108H","Islay Hospital",2018-08-31,138,136,2
"C113H","Victoria Hospital (NHS Highland)",2018-08-31,367,360,7
"C121H","Lorn & Islands Hospital - Type 1",2018-08-31,769,748,21
"C122H","Campbeltown Hospital",2018-08-31,513,512,1
"C206H","Vale Of Leven District General Hospital",2018-08-31,1629,1590,39
"C313H","Inverclyde Royal Hospital - Type 1",2018-08-31,2716,2562,154
"C418H","Royal Alexandra Hospital - Type 1",2018-08-31,5656,5037,619
"F704H","Victoria Hospital (NHS Fife) - Type 1",2018-08-31,5607,5390,217
"F708H","Adamson Hospital",2018-08-31,193,193,0
"F709H","St Andrews Community Hospital",2018-08-31,321,321,0
"F805H","Queen Margaret Hospital",2018-08-31,1835,1834,1
"G107H","Glasgow Royal Infirmary - Type 1",2018-08-31,8201,7245,956
"G207H","New Stobhill Hospital",2018-08-31,1882,1880,2
"G306H","New Victoria Hospital",2018-08-31,3121,3121,0
"G405H","Queen Elizabeth University Hospital - Type 1",2018-08-31,8856,7572,1284
"G513H","Royal Hospital For Children Glasgow - Type 1",2018-08-31,4924,4858,66
"H101H","Dunbar Hospital",2018-08-31,182,182,0
"H103H","Caithness General Hospital - Type 1",2018-08-31,759,739,20
"H106H","Lawson Memorial Hospital",2018-08-31,64,64,0
"H202H","Raigmore Hospital - Type 1",2018-08-31,3339,3072,267
"H208H","Nairn Town And County Hospital",2018-08-31,408,408,0
"H210H","Ian Charles Community Hospital",2018-08-31,68,68,0
"H212H","Belford Hospital - Type 1",2018-08-31,1008,979,29
"H214H","Dr Mackinnon Memorial Hospital",2018-08-31,476,476,0
"H215H","Portree Community Hospital",2018-08-31,277,277,0
"H217H","Ross Memorial Hospital",2018-08-31,78,78,0
"H219H","County Community Hospital",2018-08-31,187,187,0
"H224H","Mid Argyll Community Hospital And Integrated Care Centre",2018-08-31,399,396,3
"H227B","Aviemore Health Centre",2018-08-31,219,219,0
"H227H","Mull And Iona Community Hospital",2018-08-31,87,86,1
"L106H","University Hospital Monklands - Type 1",2018-08-31,5816,5494,322
"L206H","Kello Hospital",2018-08-31,47,47,0
"L207H","Lady Home Hospital",2018-08-31,61,61,0
"L302H","University Hospital Hairmyres - Type 1",2018-08-31,5741,5405,336
"L308H","University Hospital Wishaw - Type 1",2018-08-31,6231,5664,567
"N101H","Aberdeen Royal Infirmary - Type 1",2018-08-31,5247,4781,466
"N121H","Royal Aberdeen Children's Hospital - Type 1",2018-08-31,1323,1314,9
"N151H","Aboyne Hospital",2018-08-31,135,135,0
"N331H","Inverurie Hospital",2018-08-31,12,12,0
"N332H","Insch War Memorial Hospital",2018-08-31,33,33,0
"N333H","Peterhead Community Hospital",2018-08-31,1291,1289,2
"N334H","Fraserburgh Hospital",2018-08-31,700,698,2
"N335H","Jubilee Hospital",2018-08-31,251,250,1
"N336H","Turriff Hospital",2018-08-31,169,169,0
"N337H","Chalmers Hospital",2018-08-31,349,343,6
"N411H","Dr Gray's Hospital - Type 1",2018-08-31,2183,2083,100
"N431H","Seafield Hospital",2018-08-31,59,59,0
"N432H","Stephen Hospital",2018-08-31,22,22,0
"N433H","Turner Memorial Hospital",2018-08-31,110,110,0
"N451H","Fleming Hospital",2018-08-31,13,13,0
"N494H","Kincardine Community Hospital",2018-08-31,115,115,0
"N683C","Forres Health & Care Centre",2018-08-31,31,31,0
"R103H","Balfour Hospital - Type 1",2018-08-31,622,601,21
"S108H","Edington Cottage Hospital",2018-08-31,205,205,0
"S116H","Western General Hospital",2018-08-31,4394,3889,505
"S308H","St John's Hospital - Type 1",2018-08-31,4956,4292,664
"S314H","Royal Infirmary Of Edinburgh - Type 1",2018-08-31,10866,8463,2403
"S319H","Royal Hospital for Children and Young People Edinburgh - Type 1",2018-08-31,3644,3512,132
"T101H","Ninewells Hospital - Type 1",2018-08-31,4367,4186,181
"T202H","Perth Royal Infirmary - Type 1",2018-08-31,2179,2075,104
"T205H","St Margaret's Hospital",2018-08-31,29,29,0
"T209H","Blairgowrie Community Hospital",2018-08-31,332,332,0
"T304H","Arbroath Infirmary",2018-08-31,1326,1326,0
"T305H","Brechin Infirmary",2018-08-31,133,133,0
"T316H","Crieff Community Hospital",2018-08-31,87,87,0
"T319H","Whitehills Health And Community Care Centre",2018-08-31,566,566,0
"T320H","Pitlochry Community Hospital",2018-08-31,207,207,0
"T357C","Links Health Centre",2018-08-31,268,268,0
"V201H","Stirling Health And Care Village",2018-08-31,1749,1748,1
"V217H","Forth Valley Royal Hospital - Type 1",2018-08-31,5489,4369,1120
"W106H","St Brendan's Hospital",2018-08-31,71,71,0
"W107H","Western Isles Hospital - Type 1",2018-08-31,595,591,4
"W108H","Uist & Barra Hospital",2018-08-31,165,165,0
"Y101H","Castle Douglas Hospital",2018-08-31,26,26,0
"Y106H","Kirkcudbright Hospital",2018-08-31,48,48,0
"Y109H","Moffat Hospital",2018-08-31,4,4,0
"Y110H","Newton Stewart Hospital",2018-08-31,25,25,0
"Y144H","Galloway Community Hospital - Type 1",2018-08-31,1205,1129,76
"Y146H","Dumfries & Galloway Royal Infirmary - Type 1",2018-08-31,2973,2776,197
"Z102H","Gilbert Bain Hospital - Type 1",2018-08-31,658,645,13
"A101H","Arran War Memorial Hospital",2018-09-30,238,235,3
"A110H","Lady Margaret Hospital",2018-09-30,59,58,1
"A111H","University Hospital Crosshouse - Type 1",2018-09-30,6059,5639,420
"A210H","University Hospital Ayr - Type 1",2018-09-30,3232,2884,348
"A216H","Girvan Community Hospital",2018-09-30,77,77,0
"B103H","Knoll Community Hospital",2018-09-30,6,6,0
"B105H","Hawick Community  Hospital",2018-09-30,68,68,0
"B114H","Kelso Community Hospital",2018-09-30,8,8,0
"B118H","Hay Lodge Hospital",2018-09-30,43,43,0
"B120H","Borders General Hospital - Type 1",2018-09-30,2627,2525,102
"C106H","Cowal Community Hospital",2018-09-30,692,690,2
"C108H","Islay Hospital",2018-09-30,112,112,0
"C113H","Victoria Hospital (NHS Highland)",2018-09-30,357,350,7
"C121H","Lorn & Islands Hospital - Type 1",2018-09-30,645,626,19
"C122H","Campbeltown Hospital",2018-09-30,491,487,4
"C206H","Vale Of Leven District General Hospital",2018-09-30,1527,1491,36
"C313H","Inverclyde Royal Hospital - Type 1",2018-09-30,2635,2441,194
"C418H","Royal Alexandra Hospital - Type 1",2018-09-30,5574,4836,738
"F704H","Victoria Hospital (NHS Fife) - Type 1",2018-09-30,5537,5196,341
"F708H","Adamson Hospital",2018-09-30,142,142,0
"F709H","St Andrews Community Hospital",2018-09-30,317,317,0
"F805H","Queen Margaret Hospital",2018-09-30,1752,1751,1
"G107H","Glasgow Royal Infirmary - Type 1",2018-09-30,8001,6893,1108
"G207H","New Stobhill Hospital",2018-09-30,1823,1822,1
"G306H","New Victoria Hospital",2018-09-30,2968,2967,1
"G405H","Queen Elizabeth University Hospital - Type 1",2018-09-30,8641,7439,1202
"G513H","Royal Hospital For Children Glasgow - Type 1",2018-09-30,5344,5235,109
"H101H","Dunbar Hospital",2018-09-30,207,206,1
"H103H","Caithness General Hospital - Type 1",2018-09-30,670,639,31
"H106H","Lawson Memorial Hospital",2018-09-30,37,37,0
"H202H","Raigmore Hospital - Type 1",2018-09-30,3069,2847,222
"H208H","Nairn Town And County Hospital",2018-09-30,407,407,0
"H210H","Ian Charles Community Hospital",2018-09-30,66,66,0
"H212H","Belford Hospital - Type 1",2018-09-30,866,839,27
"H214H","Dr Mackinnon Memorial Hospital",2018-09-30,446,445,1
"H215H","Portree Community Hospital",2018-09-30,213,213,0
"H217H","Ross Memorial Hospital",2018-09-30,49,49,0
"H219H","County Community Hospital",2018-09-30,157,157,0
"H224H","Mid Argyll Community Hospital And Integrated Care Centre",2018-09-30,391,384,7
"H227B","Aviemore Health Centre",2018-09-30,116,116,0
"H227H","Mull And Iona Community Hospital",2018-09-30,76,75,1
"L106H","University Hospital Monklands - Type 1",2018-09-30,5689,5290,399
"L206H","Kello Hospital",2018-09-30,67,67,0
"L207H","Lady Home Hospital",2018-09-30,62,62,0
"L302H","University Hospital Hairmyres - Type 1",2018-09-30,5445,4945,500
"L308H","University Hospital Wishaw - Type 1",2018-09-30,5970,5356,614
"N101H","Aberdeen Royal Infirmary - Type 1",2018-09-30,5125,4603,522
"N121H","Royal Aberdeen Children's Hospital - Type 1",2018-09-30,1533,1524,9
"N151H","Aboyne Hospital",2018-09-30,98,98,0
"N331H","Inverurie Hospital",2018-09-30,4,4,0
"N332H","Insch War Memorial Hospital",2018-09-30,29,29,0
"N333H","Peterhead Community Hospital",2018-09-30,1236,1236,0
"N334H","Fraserburgh Hospital",2018-09-30,675,674,1
"N335H","Jubilee Hospital",2018-09-30,278,278,0
"N336H","Turriff Hospital",2018-09-30,154,154,0
"N337H","Chalmers Hospital",2018-09-30,254,249,5
"N411H","Dr Gray's Hospital - Type 1",2018-09-30,2230,2140,90
"N431H","Seafield Hospital",2018-09-30,61,61,0
"N432H","Stephen Hospital",2018-09-30,12,12,0
"N433H","Turner Memorial Hospital",2018-09-30,78,78,0
"N451H","Fleming Hospital",2018-09-30,15,15,0
"N494H","Kincardine Community Hospital",2018-09-30,119,119,0
"N683C","Forres Health & Care Centre",2018-09-30,39,39,0
"R103H","Balfour Hospital - Type 1",2018-09-30,572,536,36
"S108H","Edington Cottage Hospital",2018-09-30,181,181,0
"S116H","Western General Hospital",2018-09-30,3951,3479,472
"S308H","St John's Hospital - Type 1",2018-09-30,4909,4269,640
"S314H","Royal Infirmary Of Edinburgh - Type 1",2018-09-30,10111,7601,2510
"S319H","Royal Hospital for Children and Young People Edinburgh - Type 1",2018-09-30,3966,3766,200
"T101H","Ninewells Hospital - Type 1",2018-09-30,4354,4210,144
"T202H","Perth Royal Infirmary - Type 1",2018-09-30,2258,2165,93
"T205H","St Margaret's Hospital",2018-09-30,42,42,0
"T209H","Blairgowrie Community Hospital",2018-09-30,279,279,0
"T304H","Arbroath Infirmary",2018-09-30,1382,1382,0
"T305H","Brechin Infirmary",2018-09-30,108,108,0
"T316H","Crieff Community Hospital",2018-09-30,76,76,0
"T319H","Whitehills Health And Community Care Centre",2018-09-30,497,497,0
"T320H","Pitlochry Community Hospital",2018-09-30,149,149,0
"T357C","Links Health Centre",2018-09-30,270,270,0
"V201H","Stirling Health And Care Village",2018-09-30,1734,1727,7
"V217H","Forth Valley Royal Hospital - Type 1",2018-09-30,5467,4191,1276
"W106H","St Brendan's Hospital",2018-09-30,53,53,0
"W107H","Western Isles Hospital - Type 1",2018-09-30,540,528,12
"W108H","Uist & Barra Hospital",2018-09-30,195,194,1
"Y101H","Castle Douglas Hospital",2018-09-30,24,24,0
"Y106H","Kirkcudbright Hospital",2018-09-30,44,44,0
"Y109H","Moffat Hospital",2018-09-30,1,1,0
"Y110H","Newton Stewart Hospital",2018-09-30,9,9,0
"Y144H","Galloway Community Hospital - Type 1",2018-09-30,1074,990,84
"Y146H","Dumfries & Galloway Royal Infirmary - Type 1",2018-09-30,2843,2616,227
"Z102H","Gilbert Bain Hospital - Type 1",2018-09-30,589,569,20
"A101H","Arran War Memorial Hospital",2018-10-31,231,227,4
"A110H","Lady Margaret Hospital",2018-10-31,51,48,3
"A111H","University Hospital Crosshouse - Type 1",2018-10-31,6216,5899,317
"A210H","University Hospital Ayr - Type 1",2018-10-31,3166,2881,285
"A216H","Girvan Community Hospital",2018-10-31,80,80,0
"B103H","Knoll Community Hospital",2018-10-31,14,14,0
"B105H","Hawick Community  Hospital",2018-10-31,73,73,0
"B114H","Kelso Community Hospital",2018-10-31,9,9,0
"B118H","Hay Lodge Hospital",2018-10-31,39,39,0
"B120H","Borders General Hospital - Type 1",2018-10-31,2726,2573,153
"C106H","Cowal Community Hospital",2018-10-31,703,700,3
"C108H","Islay Hospital",2018-10-31,84,84,0
"C113H","Victoria Hospital (NHS Highland)",2018-10-31,305,298,7
"C121H","Lorn & Islands Hospital - Type 1",2018-10-31,602,584,18
"C122H","Campbeltown Hospital",2018-10-31,444,437,7
"C206H","Vale Of Leven District General Hospital",2018-10-31,1463,1439,24
"C313H","Inverclyde Royal Hospital - Type 1",2018-10-31,2792,2506,286
"C418H","Royal Alexandra Hospital - Type 1",2018-10-31,5610,4851,759
"F704H","Victoria Hospital (NHS Fife) - Type 1",2018-10-31,5479,5167,312
"F708H","Adamson Hospital",2018-10-31,156,156,0
"F709H","St Andrews Community Hospital",2018-10-31,313,313,0
"F805H","Queen Margaret Hospital",2018-10-31,1603,1596,7
"G107H","Glasgow Royal Infirmary - Type 1",2018-10-31,8120,7295,825
"G207H","New Stobhill Hospital",2018-10-31,1798,1798,0
"G306H","New Victoria Hospital",2018-10-31,2924,2924,0
"G405H","Queen Elizabeth University Hospital - Type 1",2018-10-31,8714,7449,1265
"G513H","Royal Hospital For Children Glasgow - Type 1",2018-10-31,5409,5275,134
"H101H","Dunbar Hospital",2018-10-31,148,148,0
"H103H","Caithness General Hospital - Type 1",2018-10-31,680,658,22
"H106H","Lawson Memorial Hospital",2018-10-31,36,36,0
"H202H","Raigmore Hospital - Type 1",2018-10-31,2842,2679,163
"H208H","Nairn Town And County Hospital",2018-10-31,401,401,0
"H210H","Ian Charles Community Hospital",2018-10-31,50,50,0
"H212H","Belford Hospital - Type 1",2018-10-31,750,729,21
"H214H","Dr Mackinnon Memorial Hospital",2018-10-31,356,356,0
"H215H","Portree Community Hospital",2018-10-31,169,169,0
"H217H","Ross Memorial Hospital",2018-10-31,38,38,0
"H219H","County Community Hospital",2018-10-31,156,156,0
"H224H","Mid Argyll Community Hospital And Integrated Care Centre",2018-10-31,316,311,5
"H227B","Aviemore Health Centre",2018-10-31,130,130,0
"H227H","Mull And Iona Community Hospital",2018-10-31,76,74,2
"L106H","University Hospital Monklands - Type 1",2018-10-31,5872,5586,286
"L206H","Kello Hospital",2018-10-31,54,54,0
"L207H","Lady Home Hospital",2018-10-31,45,45,0
"L302H","University Hospital Hairmyres - Type 1",2018-10-31,5392,4794,598
"L308H","University Hospital Wishaw - Type 1",2018-10-31,5991,5326,665
"N101H","Aberdeen Royal Infirmary - Type 1",2018-10-31,5076,4683,393
"N121H","Royal Aberdeen Children's Hospital - Type 1",2018-10-31,1163,1153,10
"N151H","Aboyne Hospital",2018-10-31,102,102,0
"N331H","Inverurie Hospital",2018-10-31,4,4,0
"N332H","Insch War Memorial Hospital",2018-10-31,30,30,0
"N333H","Peterhead Community Hospital",2018-10-31,1186,1184,2
"N334H","Fraserburgh Hospital",2018-10-31,544,541,3
"N335H","Jubilee Hospital",2018-10-31,263,261,2
"N336H","Turriff Hospital",2018-10-31,129,129,0
"N337H","Chalmers Hospital",2018-10-31,277,272,5
"N411H","Dr Gray's Hospital - Type 1",2018-10-31,1850,1757,93
"N431H","Seafield Hospital",2018-10-31,47,47,0
"N432H","Stephen Hospital",2018-10-31,25,25,0
"N433H","Turner Memorial Hospital",2018-10-31,98,98,0
"N451H","Fleming Hospital",2018-10-31,20,20,0
"N494H","Kincardine Community Hospital",2018-10-31,72,72,0
"N683C","Forres Health & Care Centre",2018-10-31,43,43,0
"R103H","Balfour Hospital - Type 1",2018-10-31,493,470,23
"S108H","Edington Cottage Hospital",2018-10-31,181,181,0
"S116H","Western General Hospital",2018-10-31,4066,3745,321
"S308H","St John's Hospital - Type 1",2018-10-31,4791,4211,580
"S314H","Royal Infirmary Of Edinburgh - Type 1",2018-10-31,10190,8761,1429
"S319H","Royal Hospital for Children and Young People Edinburgh - Type 1",2018-10-31,4024,3858,166
"T101H","Ninewells Hospital - Type 1",2018-10-31,4041,3954,87
"T202H","Perth Royal Infirmary - Type 1",2018-10-31,2030,1999,31
"T205H","St Margaret's Hospital",2018-10-31,40,40,0
"T209H","Blairgowrie Community Hospital",2018-10-31,252,252,0
"T304H","Arbroath Infirmary",2018-10-31,1192,1192,0
"T305H","Brechin Infirmary",2018-10-31,99,99,0
"T316H","Crieff Community Hospital",2018-10-31,60,60,0
"T319H","Whitehills Health And Community Care Centre",2018-10-31,526,526,0
"T320H","Pitlochry Community Hospital",2018-10-31,68,68,0
"T357C","Links Health Centre",2018-10-31,256,256,0
"V201H","Stirling Health And Care Village",2018-10-31,1692,1672,20
"V217H","Forth Valley Royal Hospital - Type 1",2018-10-31,5370,4197,1173
"W106H","St Brendan's Hospital",2018-10-31,62,62,0
"W107H","Western Isles Hospital - Type 1",2018-10-31,514,509,5
"W108H","Uist & Barra Hospital",2018-10-31,149,149,0
"Y101H","Castle Douglas Hospital",2018-10-31,14,14,0
"Y106H","Kirkcudbright Hospital",2018-10-31,37,37,0
"Y109H","Moffat Hospital",2018-10-31,1,1,0
"Y110H","Newton Stewart Hospital",2018-10-31,6,6,0
"Y144H","Galloway Community Hospital - Type 1",2018-10-31,1078,993,85
"Y146H","Dumfries & Galloway Royal Infirmary - Type 1",2018-10-31,2725,2608,117
"Z102H","Gilbert Bain Hospital - Type 1",2018-10-31,653,626,27
"A101H","Arran War Memorial Hospital",2018-11-30,177,174,3
"A110H","Lady Margaret Hospital",2018-11-30,38,38,0
"A111H","University Hospital Crosshouse - Type 1",2018-11-30,6021,5601,420
"A210H","University Hospital Ayr - Type 1",2018-11-30,3051,2734,317
"A216H","Girvan Community Hospital",2018-11-30,56,56,0
"B103H","Knoll Community Hospital",2018-11-30,7,7,0
"B105H","Hawick Community  Hospital",2018-11-30,65,65,0
"B114H","Kelso Community Hospital",2018-11-30,11,11,0
"B118H","Hay Lodge Hospital",2018-11-30,50,50,0
"B120H","Borders General Hospital - Type 1",2018-11-30,2445,2356,89
"C106H","Cowal Community Hospital",2018-11-30,628,627,1
"C108H","Islay Hospital",2018-11-30,91,91,0
"C113H","Victoria Hospital (NHS Highland)",2018-11-30,326,318,8
"C121H","Lorn & Islands Hospital - Type 1",2018-11-30,577,559,18
"C122H","Campbeltown Hospital",2018-11-30,384,383,1
"C206H","Vale Of Leven District General Hospital",2018-11-30,1354,1308,46
"C313H","Inverclyde Royal Hospital - Type 1",2018-11-30,2462,2278,184
"C418H","Royal Alexandra Hospital - Type 1",2018-11-30,5437,4825,612
"F704H","Victoria Hospital (NHS Fife) - Type 1",2018-11-30,5412,5085,327
"F708H","Adamson Hospital",2018-11-30,132,132,0
"F709H","St Andrews Community Hospital",2018-11-30,293,293,0
"F805H","Queen Margaret Hospital",2018-11-30,1621,1620,1
"G107H","Glasgow Royal Infirmary - Type 1",2018-11-30,7875,7019,856
"G207H","New Stobhill Hospital",2018-11-30,1705,1705,0
"G306H","New Victoria Hospital",2018-11-30,2685,2683,2
"G405H","Queen Elizabeth University Hospital - Type 1",2018-11-30,8286,6967,1319
"G513H","Royal Hospital For Children Glasgow - Type 1",2018-11-30,6272,5736,536
"H101H","Dunbar Hospital",2018-11-30,169,169,0
"H103H","Caithness General Hospital - Type 1",2018-11-30,675,661,14
"H106H","Lawson Memorial Hospital",2018-11-30,38,38,0
"H202H","Raigmore Hospital - Type 1",2018-11-30,2709,2572,137
"H208H","Nairn Town And County Hospital",2018-11-30,362,362,0
"H210H","Ian Charles Community Hospital",2018-11-30,58,58,0
"H212H","Belford Hospital - Type 1",2018-11-30,658,627,31
"H214H","Dr Mackinnon Memorial Hospital",2018-11-30,317,317,0
"H215H","Portree Community Hospital",2018-11-30,179,179,0
"H219H","County Community Hospital",2018-11-30,143,143,0
"H224H","Mid Argyll Community Hospital And Integrated Care Centre",2018-11-30,363,361,2
"H227B","Aviemore Health Centre",2018-11-30,105,105,0
"H227H","Mull And Iona Community Hospital",2018-11-30,58,57,1
"L106H","University Hospital Monklands - Type 1",2018-11-30,5709,5366,343
"L206H","Kello Hospital",2018-11-30,49,49,0
"L207H","Lady Home Hospital",2018-11-30,41,41,0
"L302H","University Hospital Hairmyres - Type 1",2018-11-30,5291,4796,495
"L308H","University Hospital Wishaw - Type 1",2018-11-30,5917,4911,1006
"N101H","Aberdeen Royal Infirmary - Type 1",2018-11-30,4723,4337,386
"N121H","Royal Aberdeen Children's Hospital - Type 1",2018-11-30,1269,1261,8
"N151H","Aboyne Hospital",2018-11-30,83,83,0
"N331H","Inverurie Hospital",2018-11-30,3,3,0
"N332H","Insch War Memorial Hospital",2018-11-30,32,32,0
"N333H","Peterhead Community Hospital",2018-11-30,1197,1197,0
"N334H","Fraserburgh Hospital",2018-11-30,560,560,0
"N335H","Jubilee Hospital",2018-11-30,229,228,1
"N336H","Turriff Hospital",2018-11-30,126,126,0
"N337H","Chalmers Hospital",2018-11-30,256,244,12
"N411H","Dr Gray's Hospital - Type 1",2018-11-30,2061,1865,196
"N431H","Seafield Hospital",2018-11-30,43,43,0
"N432H","Stephen Hospital",2018-11-30,12,12,0
"N433H","Turner Memorial Hospital",2018-11-30,60,60,0
"N451H","Fleming Hospital",2018-11-30,14,14,0
"N494H","Kincardine Community Hospital",2018-11-30,83,83,0
"N683C","Forres Health & Care Centre",2018-11-30,37,37,0
"R103H","Balfour Hospital - Type 1",2018-11-30,520,493,27
"S108H","Edington Cottage Hospital",2018-11-30,141,141,0
"S116H","Western General Hospital",2018-11-30,3826,3533,293
"S308H","St John's Hospital - Type 1",2018-11-30,4832,4185,647
"S314H","Royal Infirmary Of Edinburgh - Type 1",2018-11-30,9888,8629,1259
"S319H","Royal Hospital for Children and Young People Edinburgh - Type 1",2018-11-30,4808,4477,331
"T101H","Ninewells Hospital - Type 1",2018-11-30,4163,3992,171
"T202H","Perth Royal Infirmary - Type 1",2018-11-30,1857,1809,48
"T205H","St Margaret's Hospital",2018-11-30,40,40,0
"T209H","Blairgowrie Community Hospital",2018-11-30,270,270,0
"T304H","Arbroath Infirmary",2018-11-30,1217,1216,1
"T305H","Brechin Infirmary",2018-11-30,93,93,0
"T316H","Crieff Community Hospital",2018-11-30,49,49,0
"T319H","Whitehills Health And Community Care Centre",2018-11-30,404,404,0
"T320H","Pitlochry Community Hospital",2018-11-30,94,94,0
"T357C","Links Health Centre",2018-11-30,245,245,0
"V201H","Stirling Health And Care Village",2018-11-30,1587,1587,0
"V217H","Forth Valley Royal Hospital - Type 1",2018-11-30,5207,3736,1471
"W106H","St Brendan's Hospital",2018-11-30,42,42,0
"W107H","Western Isles Hospital - Type 1",2018-11-30,487,480,7
"W108H","Uist & Barra Hospital",2018-11-30,141,140,1
"Y101H","Castle Douglas Hospital",2018-11-30,26,26,0
"Y106H","Kirkcudbright Hospital",2018-11-30,38,38,0
"Y109H","Moffat Hospital",2018-11-30,1,1,0
"Y110H","Newton Stewart Hospital",2018-11-30,13,13,0
"Y144H","Galloway Community Hospital - Type 1",2018-11-30,957,892,65
"Y146H","Dumfries & Galloway Royal Infirmary - Type 1",2018-11-30,2677,2562,115
"Z102H","Gilbert Bain Hospital - Type 1",2018-11-30,682,663,19
"A101H","Arran War Memorial Hospital",2018-12-31,191,185,6
"A110H","Lady Margaret Hospital",2018-12-31,47,47,0
"A111H","University Hospital Crosshouse - Type 1",2018-12-31,6170,5553,617
"A210H","University Hospital Ayr - Type 1",2018-12-31,3129,2873,256
"A216H","Girvan Community Hospital",2018-12-31,61,60,1
"B103H","Knoll Community Hospital",2018-12-31,8,8,0
"B105H","Hawick Community  Hospital",2018-12-31,64,64,0
"B114H","Kelso Community Hospital",2018-12-31,7,7,0
"B118H","Hay Lodge Hospital",2018-12-31,25,25,0
"B120H","Borders General Hospital - Type 1",2018-12-31,2464,2312,152
"C106H","Cowal Community Hospital",2018-12-31,662,660,2
"C108H","Islay Hospital",2018-12-31,104,103,1
"C113H","Victoria Hospital (NHS Highland)",2018-12-31,331,321,10
"C121H","Lorn & Islands Hospital - Type 1",2018-12-31,636,613,23
"C122H","Campbeltown Hospital",2018-12-31,465,464,1
"C206H","Vale Of Leven District General Hospital",2018-12-31,1423,1354,69
"C313H","Inverclyde Royal Hospital - Type 1",2018-12-31,2715,2394,321
"C418H","Royal Alexandra Hospital - Type 1",2018-12-31,5716,4848,868
"F704H","Victoria Hospital (NHS Fife) - Type 1",2018-12-31,5651,5126,525
"F708H","Adamson Hospital",2018-12-31,117,116,1
"F709H","St Andrews Community Hospital",2018-12-31,181,180,1
"F805H","Queen Margaret Hospital",2018-12-31,1476,1471,5
"G107H","Glasgow Royal Infirmary - Type 1",2018-12-31,8115,6896,1219
"G207H","New Stobhill Hospital",2018-12-31,1612,1565,47
