"stp20_nhs_code","stp20_name","date","year","month","treatment","waits_over_18_weeks","waits_over_52_weeks"
"QT1","NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Total",68511,10387
"QT1","NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Trauma and Orthopaedic Service",12208,2558
"QT1","NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Urology Service",3465,706
"QT6","NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Cardiology Service",2460,369
"QT6","NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Dermatology Service",1686,3
"QT6","NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Ear Nose and Throat Service",905,90
"QT6","NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Elderly Medicine Service",104,1
"QT6","NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Gastroenterology Service",423,1
"QT6","NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","General Internal Medicine Service",0,0
"QT6","NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","General Surgery Service",1584,261
"QT6","NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Gynaecology Service",1827,418
"QT6","NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Neurology Service",1441,569
"QT6","NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Ophthalmology Service",1739,38
"QT6","NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Oral Surgery Service",763,35
"QT6","NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Other - Medical Services",1552,33
"QT6","NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Other - Other Services",198,13
"QT6","NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Other - Paediatric Services",633,27
"QT6","NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Other - Surgical Services",1462,367
"QT6","NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Respiratory Medicine Service",228,6
"QT6","NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Rheumatology Service",55,1
"QT6","NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Total",26377,4702
"QT6","NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Trauma and Orthopaedic Service",8147,2312
"QT6","NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Urology Service",1170,158
"QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Cardiology Service",2688,41
"QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Cardiothoracic Surgery Service",40,3
"QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Dermatology Service",3490,51
"QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Ear Nose and Throat Service",7474,957
"QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Elderly Medicine Service",18,0
"QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Gastroenterology Service",4174,423
"QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","General Internal Medicine Service",12,1
"QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","General Surgery Service",4752,726
"QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Gynaecology Service",5737,735
"QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Neurology Service",2054,23
"QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Neurosurgical Service",572,79
"QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Ophthalmology Service",7877,1166
"QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Oral Surgery Service",1539,84
"QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Other - Medical Services",5810,774
"QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Other - Mental Health Services",4,0
"QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Other - Other Services",1045,63
"QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Other - Paediatric Services",3800,332
"QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Other - Surgical Services",2237,392
"QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Plastic Surgery Service",2835,625
"QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Respiratory Medicine Service",1058,7
"QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Rheumatology Service",1577,53
"QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Total",81530,10585
"QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Trauma and Orthopaedic Service",16068,2483
"QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Urology Service",6669,1567
"QUA","NHS BLACK COUNTRY INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Cardiology Service",3580,177
"QUA","NHS BLACK COUNTRY INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Cardiothoracic Surgery Service",91,4
"QUA","NHS BLACK COUNTRY INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Dermatology Service",1951,63
"QUA","NHS BLACK COUNTRY INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Ear Nose and Throat Service",6076,309
"QUA","NHS BLACK COUNTRY INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Elderly Medicine Service",45,0
"QUA","NHS BLACK COUNTRY INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Gastroenterology Service",3047,74
"QUA","NHS BLACK COUNTRY INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","General Internal Medicine Service",15,2
"QUA","NHS BLACK COUNTRY INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","General Surgery Service",7868,1816
"QUA","NHS BLACK COUNTRY INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Gynaecology Service",7819,1229
"QUA","NHS BLACK COUNTRY INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Neurology Service",3382,32
"QUA","NHS BLACK COUNTRY INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Ophthalmology Service",5909,173
"QUA","NHS BLACK COUNTRY INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Oral Surgery Service",4888,631
"QUA","NHS BLACK COUNTRY INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Other - Medical Services",5223,271
"QUA","NHS BLACK COUNTRY INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Other - Other Services",308,6
"QUA","NHS BLACK COUNTRY INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Other - Paediatric Services",3126,238
"QUA","NHS BLACK COUNTRY INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Other - Surgical Services",2514,260
"QUA","NHS BLACK COUNTRY INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Plastic Surgery Service",1593,347
"QUA","NHS BLACK COUNTRY INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Respiratory Medicine Service",581,4
"QUA","NHS BLACK COUNTRY INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Rheumatology Service",1450,23
"QUA","NHS BLACK COUNTRY INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Total",77020,8300
"QUA","NHS BLACK COUNTRY INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Trauma and Orthopaedic Service",11054,1570
"QUA","NHS BLACK COUNTRY INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Urology Service",6500,1071
"QUE","NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Cardiology Service",4142,622
"QUE","NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Cardiothoracic Surgery Service",340,4
"QUE","NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Dermatology Service",3125,368
"QUE","NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Ear Nose and Throat Service",7500,2063
"QUE","NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Elderly Medicine Service",302,14
"QUE","NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Gastroenterology Service",2261,289
"QUE","NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","General Internal Medicine Service",283,1
"QUE","NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","General Surgery Service",4841,681
"QUE","NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Gynaecology Service",4317,423
"QUE","NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Neurology Service",585,6
"QUE","NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Neurosurgical Service",987,214
"QUE","NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Ophthalmology Service",8503,1589
"QUE","NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Oral Surgery Service",4249,884
"QUE","NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Other - Medical Services",6549,991
"QUE","NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Other - Mental Health Services",15,0
"QUE","NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Other - Other Services",556,87
"QUE","NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Other - Paediatric Services",3668,544
"QUE","NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Other - Surgical Services",2698,712
"QUE","NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Plastic Surgery Service",1973,471
"QUE","NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Respiratory Medicine Service",1905,4
"QUE","NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Rheumatology Service",2512,628
"QUE","NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Total",78406,13894
"QUE","NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Trauma and Orthopaedic Service",10654,1859
"QUE","NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Urology Service",6441,1440
"QUY","NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Cardiology Service",2766,230
"QUY","NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Cardiothoracic Surgery Service",212,36
"QUY","NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Dermatology Service",2303,158
"QUY","NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Ear Nose and Throat Service",4688,1680
"QUY","NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Elderly Medicine Service",35,0
"QUY","NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Gastroenterology Service",2113,469
"QUY","NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","General Internal Medicine Service",22,2
"QUY","NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","General Surgery Service",1995,605
"QUY","NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Gynaecology Service",4779,721
"QUY","NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Neurology Service",2056,289
"QUY","NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Neurosurgical Service",797,176
"QUY","NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Ophthalmology Service",5524,648
"QUY","NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Oral Surgery Service",7036,1716
"QUY","NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Other - Medical Services",5571,935
"QUY","NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Other - Mental Health Services",12,0
"QUY","NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Other - Other Services",264,19
"QUY","NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Other - Paediatric Services",7936,2495
"QUY","NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Other - Surgical Services",6981,2016
"QUY","NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Plastic Surgery Service",2493,516
"QUY","NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Respiratory Medicine Service",1167,286
"QUY","NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Rheumatology Service",806,170
"QUY","NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Total",73660,16364
"QUY","NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Trauma and Orthopaedic Service",11223,2795
"QUY","NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Urology Service",2881,402
"QVV","NHS DORSET INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Cardiology Service",1829,4
"QVV","NHS DORSET INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Cardiothoracic Surgery Service",21,15
"QVV","NHS DORSET INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Dermatology Service",2971,350
"QVV","NHS DORSET INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Ear Nose and Throat Service",6491,1143
"QVV","NHS DORSET INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Elderly Medicine Service",154,1
"QVV","NHS DORSET INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Gastroenterology Service",3398,673
"QVV","NHS DORSET INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","General Internal Medicine Service",539,86
"QVV","NHS DORSET INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","General Surgery Service",1823,283
"QVV","NHS DORSET INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Gynaecology Service",6067,1212
"QVV","NHS DORSET INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Neurology Service",1405,45
"QVV","NHS DORSET INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Ophthalmology Service",4726,415
"QVV","NHS DORSET INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Oral Surgery Service",4111,1183
"QVV","NHS DORSET INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Other - Medical Services",1365,77
"QVV","NHS DORSET INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Other - Mental Health Services",0,0
"QVV","NHS DORSET INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Other - Other Services",660,15
"QVV","NHS DORSET INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Other - Paediatric Services",2087,181
"QVV","NHS DORSET INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Other - Surgical Services",4597,953
"QVV","NHS DORSET INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Respiratory Medicine Service",414,22
"QVV","NHS DORSET INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Rheumatology Service",720,20
"QVV","NHS DORSET INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Total",54330,8355
"QVV","NHS DORSET INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Trauma and Orthopaedic Service",8253,1206
"QVV","NHS DORSET INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Urology Service",2699,471
"QWE","NHS SOUTH WEST LONDON INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Cardiology Service",4936,497
"QWE","NHS SOUTH WEST LONDON INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Cardiothoracic Surgery Service",20,0
"QWE","NHS SOUTH WEST LONDON INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Dermatology Service",4099,18
"QWE","NHS SOUTH WEST LONDON INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Ear Nose and Throat Service",5984,348
"QWE","NHS SOUTH WEST LONDON INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Elderly Medicine Service",61,0
"QWE","NHS SOUTH WEST LONDON INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Gastroenterology Service",4369,108
"QWE","NHS SOUTH WEST LONDON INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","General Internal Medicine Service",312,3
"QWE","NHS SOUTH WEST LONDON INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","General Surgery Service",4463,316
"QWE","NHS SOUTH WEST LONDON INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Gynaecology Service",6277,113
"QWE","NHS SOUTH WEST LONDON INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Neurology Service",2119,41
"QWE","NHS SOUTH WEST LONDON INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Neurosurgical Service",1742,134
"QWE","NHS SOUTH WEST LONDON INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Ophthalmology Service",2456,8
"QWE","NHS SOUTH WEST LONDON INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Oral Surgery Service",2388,22
"QWE","NHS SOUTH WEST LONDON INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Other - Medical Services",4886,97
"QWE","NHS SOUTH WEST LONDON INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Other - Mental Health Services",1353,1
"QWE","NHS SOUTH WEST LONDON INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Other - Other Services",575,19
"QWE","NHS SOUTH WEST LONDON INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Other - Paediatric Services",3651,49
"QWE","NHS SOUTH WEST LONDON INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Other - Surgical Services",3030,246
"QWE","NHS SOUTH WEST LONDON INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Plastic Surgery Service",1217,261
"QWE","NHS SOUTH WEST LONDON INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Respiratory Medicine Service",1012,46
"QWE","NHS SOUTH WEST LONDON INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Rheumatology Service",564,10
"QWE","NHS SOUTH WEST LONDON INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Total",63824,2593
"QWE","NHS SOUTH WEST LONDON INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Trauma and Orthopaedic Service",6081,119
"QWE","NHS SOUTH WEST LONDON INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Urology Service",2229,137
"QWO","NHS WEST YORKSHIRE INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Cardiology Service",2087,78
"QWO","NHS WEST YORKSHIRE INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Cardiothoracic Surgery Service",229,18
"QWO","NHS WEST YORKSHIRE INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Dermatology Service",3186,96
"QWO","NHS WEST YORKSHIRE INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Ear Nose and Throat Service",8078,1741
"QWO","NHS WEST YORKSHIRE INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Elderly Medicine Service",135,1
"QWO","NHS WEST YORKSHIRE INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Gastroenterology Service",3581,371
"QWO","NHS WEST YORKSHIRE INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","General Internal Medicine Service",94,2
"QWO","NHS WEST YORKSHIRE INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","General Surgery Service",9717,2001
"QWO","NHS WEST YORKSHIRE INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Gynaecology Service",11132,1349
"QWO","NHS WEST YORKSHIRE INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Neurology Service",3413,387
"QWO","NHS WEST YORKSHIRE INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Neurosurgical Service",302,62
"QWO","NHS WEST YORKSHIRE INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Ophthalmology Service",7299,260
"QWO","NHS WEST YORKSHIRE INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Oral Surgery Service",5842,784
"QWO","NHS WEST YORKSHIRE INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Other - Medical Services",9449,423
"QWO","NHS WEST YORKSHIRE INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Other - Other Services",784,125
"QWO","NHS WEST YORKSHIRE INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Other - Paediatric Services",10557,1285
"QWO","NHS WEST YORKSHIRE INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Other - Surgical Services",10144,2229
"QWO","NHS WEST YORKSHIRE INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Plastic Surgery Service",4749,919
"QWO","NHS WEST YORKSHIRE INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Respiratory Medicine Service",1506,50
"QWO","NHS WEST YORKSHIRE INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Rheumatology Service",1856,46
"QWO","NHS WEST YORKSHIRE INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Total",115416,15578
"QWO","NHS WEST YORKSHIRE INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Trauma and Orthopaedic Service",14944,2445
"QWO","NHS WEST YORKSHIRE INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Urology Service",6332,906
"QWU","NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Cardiology Service",1529,3
"QWU","NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Cardiothoracic Surgery Service",102,8
"QWU","NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Dermatology Service",7403,2245
"QWU","NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Ear Nose and Throat Service",6701,1383
"QWU","NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Elderly Medicine Service",30,0
"QWU","NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD",2022-08-01,2022,"Aug","Gastroenterology Service",1560,48
