"hb_code","date","age_group","delay_reason","num_delayed_bed_days","average_daily_delayed_beds"
"S08000020",2022-10-01,"75plus","Code 9 AWI",349,11
"S08000020",2022-10-01,"75plus","Code 9 Non-AWI",31,1
"S08000022",2022-10-01,"18plus","All Delay Reasons",5040,163
"S08000022",2022-10-01,"18plus","Health and Social Care Reasons",3711,120
"S08000022",2022-10-01,"18plus","Patient and Family Related Reasons",161,5
"S08000022",2022-10-01,"18plus","Code 9 AWI",925,30
"S08000022",2022-10-01,"18plus","Code 9 Non-AWI",243,8
"S08000022",2022-10-01,"18-74","All Delay Reasons",1559,50
"S08000022",2022-10-01,"18-74","Health and Social Care Reasons",1054,34
"S08000022",2022-10-01,"18-74","Patient and Family Related Reasons",106,3
"S08000022",2022-10-01,"18-74","Code 9 AWI",225,7
"S08000022",2022-10-01,"18-74","Code 9 Non-AWI",174,6
"S08000022",2022-10-01,"75plus","All Delay Reasons",3481,112
"S08000022",2022-10-01,"75plus","Health and Social Care Reasons",2657,86
"S08000022",2022-10-01,"75plus","Patient and Family Related Reasons",55,2
"S08000022",2022-10-01,"75plus","Code 9 AWI",700,23
"S08000022",2022-10-01,"75plus","Code 9 Non-AWI",69,2
"S08000024",2022-10-01,"18plus","All Delay Reasons",8162,263
"S08000024",2022-10-01,"18plus","Health and Social Care Reasons",6077,196
"S08000024",2022-10-01,"18plus","Patient and Family Related Reasons",441,14
"S08000024",2022-10-01,"18plus","Code 9 AWI",1471,47
"S08000024",2022-10-01,"18plus","Code 9 Non-AWI",173,6
"S08000024",2022-10-01,"18-74","All Delay Reasons",2684,87
"S08000024",2022-10-01,"18-74","Health and Social Care Reasons",1993,64
"S08000024",2022-10-01,"18-74","Patient and Family Related Reasons",162,5
"S08000024",2022-10-01,"18-74","Code 9 AWI",443,14
"S08000024",2022-10-01,"18-74","Code 9 Non-AWI",86,3
"S08000024",2022-10-01,"75plus","All Delay Reasons",5478,177
"S08000024",2022-10-01,"75plus","Health and Social Care Reasons",4084,132
"S08000024",2022-10-01,"75plus","Patient and Family Related Reasons",279,9
"S08000024",2022-10-01,"75plus","Code 9 AWI",1028,33
"S08000024",2022-10-01,"75plus","Code 9 Non-AWI",87,3
"S08000025",2022-10-01,"18plus","All Delay Reasons",145,5
"S08000025",2022-10-01,"18plus","Health and Social Care Reasons",107,3
"S08000025",2022-10-01,"18plus","Patient and Family Related Reasons",31,1
"S08000025",2022-10-01,"18plus","Code 9 AWI",7,0
"S08000025",2022-10-01,"18plus","Code 9 Non-AWI",0,0
"S08000025",2022-10-01,"18-74","All Delay Reasons",31,1
"S08000025",2022-10-01,"18-74","Health and Social Care Reasons",0,0
"S08000025",2022-10-01,"18-74","Patient and Family Related Reasons",31,1
"S08000025",2022-10-01,"18-74","Code 9 AWI",0,0
"S08000025",2022-10-01,"18-74","Code 9 Non-AWI",0,0
"S08000025",2022-10-01,"75plus","All Delay Reasons",114,4
"S08000025",2022-10-01,"75plus","Health and Social Care Reasons",107,3
"S08000025",2022-10-01,"75plus","Patient and Family Related Reasons",0,0
"S08000025",2022-10-01,"75plus","Code 9 AWI",7,0
"S08000025",2022-10-01,"75plus","Code 9 Non-AWI",0,0
"S08000026",2022-10-01,"18plus","All Delay Reasons",204,7
"S08000026",2022-10-01,"18plus","Health and Social Care Reasons",169,5
"S08000026",2022-10-01,"18plus","Patient and Family Related Reasons",4,0
"S08000026",2022-10-01,"18plus","Code 9 AWI",0,0
"S08000026",2022-10-01,"18plus","Code 9 Non-AWI",31,1
"S08000026",2022-10-01,"18-74","All Delay Reasons",79,3
"S08000026",2022-10-01,"18-74","Health and Social Care Reasons",48,2
"S08000026",2022-10-01,"18-74","Patient and Family Related Reasons",0,0
"S08000026",2022-10-01,"18-74","Code 9 AWI",0,0
"S08000026",2022-10-01,"18-74","Code 9 Non-AWI",31,1
"S08000026",2022-10-01,"75plus","All Delay Reasons",125,4
"S08000026",2022-10-01,"75plus","Health and Social Care Reasons",121,4
"S08000026",2022-10-01,"75plus","Patient and Family Related Reasons",4,0
"S08000026",2022-10-01,"75plus","Code 9 AWI",0,0
"S08000026",2022-10-01,"75plus","Code 9 Non-AWI",0,0
"S08000028",2022-10-01,"18plus","All Delay Reasons",528,17
"S08000028",2022-10-01,"18plus","Health and Social Care Reasons",380,12
"S08000028",2022-10-01,"18plus","Patient and Family Related Reasons",0,0
"S08000028",2022-10-01,"18plus","Code 9 AWI",31,1
"S08000028",2022-10-01,"18plus","Code 9 Non-AWI",117,4
"S08000028",2022-10-01,"18-74","All Delay Reasons",84,3
"S08000028",2022-10-01,"18-74","Health and Social Care Reasons",84,3
"S08000028",2022-10-01,"18-74","Patient and Family Related Reasons",0,0
"S08000028",2022-10-01,"18-74","Code 9 AWI",0,0
"S08000028",2022-10-01,"18-74","Code 9 Non-AWI",0,0
"S08000028",2022-10-01,"75plus","All Delay Reasons",444,14
"S08000028",2022-10-01,"75plus","Health and Social Care Reasons",296,10
"S08000028",2022-10-01,"75plus","Patient and Family Related Reasons",0,0
"S08000028",2022-10-01,"75plus","Code 9 AWI",31,1
"S08000028",2022-10-01,"75plus","Code 9 Non-AWI",117,4
"S08000029",2022-10-01,"18plus","All Delay Reasons",3474,112
"S08000029",2022-10-01,"18plus","Health and Social Care Reasons",2132,69
"S08000029",2022-10-01,"18plus","Patient and Family Related Reasons",0,0
"S08000029",2022-10-01,"18plus","Code 9 AWI",928,30
"S08000029",2022-10-01,"18plus","Code 9 Non-AWI",414,13
"S08000029",2022-10-01,"18-74","All Delay Reasons",1229,40
"S08000029",2022-10-01,"18-74","Health and Social Care Reasons",648,21
"S08000029",2022-10-01,"18-74","Patient and Family Related Reasons",0,0
"S08000029",2022-10-01,"18-74","Code 9 AWI",374,12
"S08000029",2022-10-01,"18-74","Code 9 Non-AWI",207,7
"S08000029",2022-10-01,"75plus","All Delay Reasons",2245,72
"S08000029",2022-10-01,"75plus","Health and Social Care Reasons",1484,48
"S08000029",2022-10-01,"75plus","Patient and Family Related Reasons",0,0
"S08000029",2022-10-01,"75plus","Code 9 AWI",554,18
"S08000029",2022-10-01,"75plus","Code 9 Non-AWI",207,7
"S08000030",2022-10-01,"18plus","All Delay Reasons",4938,159
"S08000030",2022-10-01,"18plus","Health and Social Care Reasons",3379,109
"S08000030",2022-10-01,"18plus","Patient and Family Related Reasons",183,6
"S08000030",2022-10-01,"18plus","Code 9 AWI",396,13
"S08000030",2022-10-01,"18plus","Code 9 Non-AWI",980,32
"S08000030",2022-10-01,"18-74","All Delay Reasons",1778,57
"S08000030",2022-10-01,"18-74","Health and Social Care Reasons",717,23
"S08000030",2022-10-01,"18-74","Patient and Family Related Reasons",47,2
"S08000030",2022-10-01,"18-74","Code 9 AWI",158,5
"S08000030",2022-10-01,"18-74","Code 9 Non-AWI",856,28
"S08000030",2022-10-01,"75plus","All Delay Reasons",3160,102
"S08000030",2022-10-01,"75plus","Health and Social Care Reasons",2662,86
"S08000030",2022-10-01,"75plus","Patient and Family Related Reasons",136,4
"S08000030",2022-10-01,"75plus","Code 9 AWI",238,8
"S08000030",2022-10-01,"75plus","Code 9 Non-AWI",124,4
"S08000031",2022-10-01,"18plus","All Delay Reasons",11645,376
"S08000031",2022-10-01,"18plus","Health and Social Care Reasons",7570,244
"S08000031",2022-10-01,"18plus","Patient and Family Related Reasons",227,7
"S08000031",2022-10-01,"18plus","Code 9 AWI",3289,106
"S08000031",2022-10-01,"18plus","Code 9 Non-AWI",559,18
"S08000031",2022-10-01,"18-74","All Delay Reasons",5073,164
"S08000031",2022-10-01,"18-74","Health and Social Care Reasons",3275,106
"S08000031",2022-10-01,"18-74","Patient and Family Related Reasons",34,1
"S08000031",2022-10-01,"18-74","Code 9 AWI",1314,42
"S08000031",2022-10-01,"18-74","Code 9 Non-AWI",450,15
"S08000031",2022-10-01,"75plus","All Delay Reasons",6572,212
"S08000031",2022-10-01,"75plus","Health and Social Care Reasons",4295,139
"S08000031",2022-10-01,"75plus","Patient and Family Related Reasons",193,6
"S08000031",2022-10-01,"75plus","Code 9 AWI",1975,64
"S08000031",2022-10-01,"75plus","Code 9 Non-AWI",109,4
"S08000032",2022-10-01,"18plus","All Delay Reasons",5608,181
"S08000032",2022-10-01,"18plus","Health and Social Care Reasons",4617,149
"S08000032",2022-10-01,"18plus","Patient and Family Related Reasons",48,2
"S08000032",2022-10-01,"18plus","Code 9 AWI",807,26
"S08000032",2022-10-01,"18plus","Code 9 Non-AWI",136,4
"S08000032",2022-10-01,"18-74","All Delay Reasons",2064,67
"S08000032",2022-10-01,"18-74","Health and Social Care Reasons",1680,54
"S08000032",2022-10-01,"18-74","Patient and Family Related Reasons",4,0
"S08000032",2022-10-01,"18-74","Code 9 AWI",304,10
"S08000032",2022-10-01,"18-74","Code 9 Non-AWI",76,2
"S08000032",2022-10-01,"75plus","All Delay Reasons",3544,114
"S08000032",2022-10-01,"75plus","Health and Social Care Reasons",2937,95
"S08000032",2022-10-01,"75plus","Patient and Family Related Reasons",44,1
"S08000032",2022-10-01,"75plus","Code 9 AWI",503,16
"S08000032",2022-10-01,"75plus","Code 9 Non-AWI",60,2
"S92000003",2022-10-01,"18plus","All Delay Reasons",58826,1898
"S92000003",2022-10-01,"18plus","Health and Social Care Reasons",42111,1358
"S92000003",2022-10-01,"18plus","Patient and Family Related Reasons",1587,51
"S92000003",2022-10-01,"18plus","Code 9 AWI",11088,358
"S92000003",2022-10-01,"18plus","Code 9 Non-AWI",4040,130
"S92000003",2022-10-01,"18-74","All Delay Reasons",20292,655
"S92000003",2022-10-01,"18-74","Health and Social Care Reasons",13491,435
"S92000003",2022-10-01,"18-74","Patient and Family Related Reasons",498,16
"S92000003",2022-10-01,"18-74","Code 9 AWI",3639,117
"S92000003",2022-10-01,"18-74","Code 9 Non-AWI",2664,86
"S92000003",2022-10-01,"75plus","All Delay Reasons",38534,1243
"S92000003",2022-10-01,"75plus","Health and Social Care Reasons",28620,923
"S92000003",2022-10-01,"75plus","Patient and Family Related Reasons",1089,35
"S92000003",2022-10-01,"75plus","Code 9 AWI",7449,240
"S92000003",2022-10-01,"75plus","Code 9 Non-AWI",1376,44
"S08000015",2022-11-01,"18plus","All Delay Reasons",7148,238
"S08000015",2022-11-01,"18plus","Health and Social Care Reasons",4842,161
"S08000015",2022-11-01,"18plus","Patient and Family Related Reasons",115,4
"S08000015",2022-11-01,"18plus","Code 9 AWI",1300,43
"S08000015",2022-11-01,"18plus","Code 9 Non-AWI",891,30
"S08000015",2022-11-01,"18-74","All Delay Reasons",2370,79
"S08000015",2022-11-01,"18-74","Health and Social Care Reasons",1446,48
"S08000015",2022-11-01,"18-74","Patient and Family Related Reasons",52,2
"S08000015",2022-11-01,"18-74","Code 9 AWI",406,14
"S08000015",2022-11-01,"18-74","Code 9 Non-AWI",466,16
"S08000015",2022-11-01,"75plus","All Delay Reasons",4778,159
"S08000015",2022-11-01,"75plus","Health and Social Care Reasons",3396,113
"S08000015",2022-11-01,"75plus","Patient and Family Related Reasons",63,2
"S08000015",2022-11-01,"75plus","Code 9 AWI",894,30
"S08000015",2022-11-01,"75plus","Code 9 Non-AWI",425,14
"S08000016",2022-11-01,"18plus","All Delay Reasons",2273,76
"S08000016",2022-11-01,"18plus","Health and Social Care Reasons",1878,63
"S08000016",2022-11-01,"18plus","Patient and Family Related Reasons",14,0
"S08000016",2022-11-01,"18plus","Code 9 AWI",381,13
"S08000016",2022-11-01,"18plus","Code 9 Non-AWI",0,0
"S08000016",2022-11-01,"18-74","All Delay Reasons",597,20
"S08000016",2022-11-01,"18-74","Health and Social Care Reasons",536,18
"S08000016",2022-11-01,"18-74","Patient and Family Related Reasons",1,0
"S08000016",2022-11-01,"18-74","Code 9 AWI",60,2
"S08000016",2022-11-01,"18-74","Code 9 Non-AWI",0,0
"S08000016",2022-11-01,"75plus","All Delay Reasons",1676,56
"S08000016",2022-11-01,"75plus","Health and Social Care Reasons",1342,45
"S08000016",2022-11-01,"75plus","Patient and Family Related Reasons",13,0
"S08000016",2022-11-01,"75plus","Code 9 AWI",321,11
"S08000016",2022-11-01,"75plus","Code 9 Non-AWI",0,0
"S08000017",2022-11-01,"18plus","All Delay Reasons",3538,118
"S08000017",2022-11-01,"18plus","Health and Social Care Reasons",2803,93
"S08000017",2022-11-01,"18plus","Patient and Family Related Reasons",128,4
"S08000017",2022-11-01,"18plus","Code 9 AWI",453,15
"S08000017",2022-11-01,"18plus","Code 9 Non-AWI",154,5
"S08000017",2022-11-01,"18-74","All Delay Reasons",1040,35
"S08000017",2022-11-01,"18-74","Health and Social Care Reasons",847,28
"S08000017",2022-11-01,"18-74","Patient and Family Related Reasons",36,1
"S08000017",2022-11-01,"18-74","Code 9 AWI",91,3
"S08000017",2022-11-01,"18-74","Code 9 Non-AWI",66,2
"S08000017",2022-11-01,"75plus","All Delay Reasons",2498,83
"S08000017",2022-11-01,"75plus","Health and Social Care Reasons",1956,65
"S08000017",2022-11-01,"75plus","Patient and Family Related Reasons",92,3
"S08000017",2022-11-01,"75plus","Code 9 AWI",362,12
"S08000017",2022-11-01,"75plus","Code 9 Non-AWI",88,3
"S08000019",2022-11-01,"18plus","All Delay Reasons",3742,125
"S08000019",2022-11-01,"18plus","Health and Social Care Reasons",2427,81
"S08000019",2022-11-01,"18plus","Patient and Family Related Reasons",15,1
"S08000019",2022-11-01,"18plus","Code 9 AWI",1144,38
"S08000019",2022-11-01,"18plus","Code 9 Non-AWI",156,5
"S08000019",2022-11-01,"18-74","All Delay Reasons",973,32
"S08000019",2022-11-01,"18-74","Health and Social Care Reasons",569,19
"S08000019",2022-11-01,"18-74","Patient and Family Related Reasons",12,0
"S08000019",2022-11-01,"18-74","Code 9 AWI",236,8
"S08000019",2022-11-01,"18-74","Code 9 Non-AWI",156,5
"S08000019",2022-11-01,"75plus","All Delay Reasons",2769,92
"S08000019",2022-11-01,"75plus","Health and Social Care Reasons",1858,62
"S08000019",2022-11-01,"75plus","Patient and Family Related Reasons",3,0
"S08000019",2022-11-01,"75plus","Code 9 AWI",908,30
"S08000019",2022-11-01,"75plus","Code 9 Non-AWI",0,0
"S08000020",2022-11-01,"18plus","All Delay Reasons",3975,133
"S08000020",2022-11-01,"18plus","Health and Social Care Reasons",2943,98
"S08000020",2022-11-01,"18plus","Patient and Family Related Reasons",0,0
"S08000020",2022-11-01,"18plus","Code 9 AWI",835,28
"S08000020",2022-11-01,"18plus","Code 9 Non-AWI",197,7
"S08000020",2022-11-01,"18-74","All Delay Reasons",1325,44
"S08000020",2022-11-01,"18-74","Health and Social Care Reasons",905,30
"S08000020",2022-11-01,"18-74","Patient and Family Related Reasons",0,0
"S08000020",2022-11-01,"18-74","Code 9 AWI",273,9
"S08000020",2022-11-01,"18-74","Code 9 Non-AWI",147,5
"S08000020",2022-11-01,"75plus","All Delay Reasons",2650,88
"S08000020",2022-11-01,"75plus","Health and Social Care Reasons",2038,68
"S08000020",2022-11-01,"75plus","Patient and Family Related Reasons",0,0
"S08000020",2022-11-01,"75plus","Code 9 AWI",562,19
"S08000020",2022-11-01,"75plus","Code 9 Non-AWI",50,2
"S08000022",2022-11-01,"18plus","All Delay Reasons",4921,164
"S08000022",2022-11-01,"18plus","Health and Social Care Reasons",3375,113
"S08000022",2022-11-01,"18plus","Patient and Family Related Reasons",232,8
"S08000022",2022-11-01,"18plus","Code 9 AWI",1071,36
"S08000022",2022-11-01,"18plus","Code 9 Non-AWI",243,8
"S08000022",2022-11-01,"18-74","All Delay Reasons",1698,57
"S08000022",2022-11-01,"18-74","Health and Social Care Reasons",1106,37
"S08000022",2022-11-01,"18-74","Patient and Family Related Reasons",126,4
"S08000022",2022-11-01,"18-74","Code 9 AWI",265,9
"S08000022",2022-11-01,"18-74","Code 9 Non-AWI",201,7
"S08000022",2022-11-01,"75plus","All Delay Reasons",3223,107
"S08000022",2022-11-01,"75plus","Health and Social Care Reasons",2269,76
"S08000022",2022-11-01,"75plus","Patient and Family Related Reasons",106,4
"S08000022",2022-11-01,"75plus","Code 9 AWI",806,27
"S08000022",2022-11-01,"75plus","Code 9 Non-AWI",42,1
"S08000024",2022-11-01,"18plus","All Delay Reasons",7100,237
"S08000024",2022-11-01,"18plus","Health and Social Care Reasons",5084,169
"S08000024",2022-11-01,"18plus","Patient and Family Related Reasons",460,15
"S08000024",2022-11-01,"18plus","Code 9 AWI",1491,50
"S08000024",2022-11-01,"18plus","Code 9 Non-AWI",65,2
"S08000024",2022-11-01,"18-74","All Delay Reasons",2218,74
"S08000024",2022-11-01,"18-74","Health and Social Care Reasons",1609,54
"S08000024",2022-11-01,"18-74","Patient and Family Related Reasons",147,5
"S08000024",2022-11-01,"18-74","Code 9 AWI",435,15
"S08000024",2022-11-01,"18-74","Code 9 Non-AWI",27,1
"S08000024",2022-11-01,"75plus","All Delay Reasons",4882,163
"S08000024",2022-11-01,"75plus","Health and Social Care Reasons",3475,116
"S08000024",2022-11-01,"75plus","Patient and Family Related Reasons",313,10
"S08000024",2022-11-01,"75plus","Code 9 AWI",1056,35
"S08000024",2022-11-01,"75plus","Code 9 Non-AWI",38,1
"S08000025",2022-11-01,"18plus","All Delay Reasons",113,4
"S08000025",2022-11-01,"18plus","Health and Social Care Reasons",49,2
"S08000025",2022-11-01,"18plus","Patient and Family Related Reasons",6,0
"S08000025",2022-11-01,"18plus","Code 9 AWI",58,2
"S08000025",2022-11-01,"18plus","Code 9 Non-AWI",0,0
"S08000025",2022-11-01,"18-74","All Delay Reasons",63,2
"S08000025",2022-11-01,"18-74","Health and Social Care Reasons",29,1
"S08000025",2022-11-01,"18-74","Patient and Family Related Reasons",6,0
"S08000025",2022-11-01,"18-74","Code 9 AWI",28,1
"S08000025",2022-11-01,"18-74","Code 9 Non-AWI",0,0
"S08000025",2022-11-01,"75plus","All Delay Reasons",50,2
"S08000025",2022-11-01,"75plus","Health and Social Care Reasons",20,1
"S08000025",2022-11-01,"75plus","Patient and Family Related Reasons",0,0
"S08000025",2022-11-01,"75plus","Code 9 AWI",30,1
"S08000025",2022-11-01,"75plus","Code 9 Non-AWI",0,0
"S08000026",2022-11-01,"18plus","All Delay Reasons",181,6
"S08000026",2022-11-01,"18plus","Health and Social Care Reasons",152,5
"S08000026",2022-11-01,"18plus","Patient and Family Related Reasons",6,0
"S08000026",2022-11-01,"18plus","Code 9 AWI",0,0
"S08000026",2022-11-01,"18plus","Code 9 Non-AWI",23,1
"S08000026",2022-11-01,"18-74","All Delay Reasons",35,1
"S08000026",2022-11-01,"18-74","Health and Social Care Reasons",12,0
"S08000026",2022-11-01,"18-74","Patient and Family Related Reasons",0,0
"S08000026",2022-11-01,"18-74","Code 9 AWI",0,0
"S08000026",2022-11-01,"18-74","Code 9 Non-AWI",23,1
"S08000026",2022-11-01,"75plus","All Delay Reasons",146,5
"S08000026",2022-11-01,"75plus","Health and Social Care Reasons",140,5
"S08000026",2022-11-01,"75plus","Patient and Family Related Reasons",6,0
"S08000026",2022-11-01,"75plus","Code 9 AWI",0,0
"S08000026",2022-11-01,"75plus","Code 9 Non-AWI",0,0
"S08000028",2022-11-01,"18plus","All Delay Reasons",386,13
"S08000028",2022-11-01,"18plus","Health and Social Care Reasons",316,11
"S08000028",2022-11-01,"18plus","Patient and Family Related Reasons",0,0
"S08000028",2022-11-01,"18plus","Code 9 AWI",30,1
"S08000028",2022-11-01,"18plus","Code 9 Non-AWI",40,1
"S08000028",2022-11-01,"18-74","All Delay Reasons",66,2
"S08000028",2022-11-01,"18-74","Health and Social Care Reasons",66,2
"S08000028",2022-11-01,"18-74","Patient and Family Related Reasons",0,0
"S08000028",2022-11-01,"18-74","Code 9 AWI",0,0
"S08000028",2022-11-01,"18-74","Code 9 Non-AWI",0,0
"S08000028",2022-11-01,"75plus","All Delay Reasons",320,11
"S08000028",2022-11-01,"75plus","Health and Social Care Reasons",250,8
"S08000028",2022-11-01,"75plus","Patient and Family Related Reasons",0,0
"S08000028",2022-11-01,"75plus","Code 9 AWI",30,1
"S08000028",2022-11-01,"75plus","Code 9 Non-AWI",40,1
"S08000029",2022-11-01,"18plus","All Delay Reasons",3620,121
"S08000029",2022-11-01,"18plus","Health and Social Care Reasons",2292,76
"S08000029",2022-11-01,"18plus","Patient and Family Related Reasons",4,0
"S08000029",2022-11-01,"18plus","Code 9 AWI",982,33
"S08000029",2022-11-01,"18plus","Code 9 Non-AWI",342,11
"S08000029",2022-11-01,"18-74","All Delay Reasons",1262,42
"S08000029",2022-11-01,"18-74","Health and Social Care Reasons",636,21
"S08000029",2022-11-01,"18-74","Patient and Family Related Reasons",0,0
"S08000029",2022-11-01,"18-74","Code 9 AWI",322,11
"S08000029",2022-11-01,"18-74","Code 9 Non-AWI",304,10
"S08000029",2022-11-01,"75plus","All Delay Reasons",2358,79
"S08000029",2022-11-01,"75plus","Health and Social Care Reasons",1656,55
"S08000029",2022-11-01,"75plus","Patient and Family Related Reasons",4,0
"S08000029",2022-11-01,"75plus","Code 9 AWI",660,22
"S08000029",2022-11-01,"75plus","Code 9 Non-AWI",38,1
"S08000030",2022-11-01,"18plus","All Delay Reasons",4518,151
"S08000030",2022-11-01,"18plus","Health and Social Care Reasons",2911,97
"S08000030",2022-11-01,"18plus","Patient and Family Related Reasons",92,3
"S08000030",2022-11-01,"18plus","Code 9 AWI",663,22
"S08000030",2022-11-01,"18plus","Code 9 Non-AWI",852,28
"S08000030",2022-11-01,"18-74","All Delay Reasons",1652,55
"S08000030",2022-11-01,"18-74","Health and Social Care Reasons",693,23
"S08000030",2022-11-01,"18-74","Patient and Family Related Reasons",18,1
"S08000030",2022-11-01,"18-74","Code 9 AWI",227,8
"S08000030",2022-11-01,"18-74","Code 9 Non-AWI",714,24
"S08000030",2022-11-01,"75plus","All Delay Reasons",2866,96
"S08000030",2022-11-01,"75plus","Health and Social Care Reasons",2218,74
"S08000030",2022-11-01,"75plus","Patient and Family Related Reasons",74,2
"S08000030",2022-11-01,"75plus","Code 9 AWI",436,15
"S08000030",2022-11-01,"75plus","Code 9 Non-AWI",138,5
"S08000031",2022-11-01,"18plus","All Delay Reasons",11020,367
"S08000031",2022-11-01,"18plus","Health and Social Care Reasons",7217,241
"S08000031",2022-11-01,"18plus","Patient and Family Related Reasons",280,9
"S08000031",2022-11-01,"18plus","Code 9 AWI",2897,97
"S08000031",2022-11-01,"18plus","Code 9 Non-AWI",626,21
"S08000031",2022-11-01,"18-74","All Delay Reasons",4858,162
"S08000031",2022-11-01,"18-74","Health and Social Care Reasons",3258,109
"S08000031",2022-11-01,"18-74","Patient and Family Related Reasons",87,3
"S08000031",2022-11-01,"18-74","Code 9 AWI",994,33
"S08000031",2022-11-01,"18-74","Code 9 Non-AWI",519,17
"S08000031",2022-11-01,"75plus","All Delay Reasons",6162,205
"S08000031",2022-11-01,"75plus","Health and Social Care Reasons",3959,132
"S08000031",2022-11-01,"75plus","Patient and Family Related Reasons",193,6
"S08000031",2022-11-01,"75plus","Code 9 AWI",1903,63
"S08000031",2022-11-01,"75plus","Code 9 Non-AWI",107,4
"S08000032",2022-11-01,"18plus","All Delay Reasons",5966,199
"S08000032",2022-11-01,"18plus","Health and Social Care Reasons",4834,161
"S08000032",2022-11-01,"18plus","Patient and Family Related Reasons",77,3
"S08000032",2022-11-01,"18plus","Code 9 AWI",972,32
"S08000032",2022-11-01,"18plus","Code 9 Non-AWI",83,3
"S08000032",2022-11-01,"18-74","All Delay Reasons",1923,64
"S08000032",2022-11-01,"18-74","Health and Social Care Reasons",1486,50
"S08000032",2022-11-01,"18-74","Patient and Family Related Reasons",26,1
"S08000032",2022-11-01,"18-74","Code 9 AWI",340,11
"S08000032",2022-11-01,"18-74","Code 9 Non-AWI",71,2
"S08000032",2022-11-01,"75plus","All Delay Reasons",4043,135
"S08000032",2022-11-01,"75plus","Health and Social Care Reasons",3348,112
"S08000032",2022-11-01,"75plus","Patient and Family Related Reasons",51,2
"S08000032",2022-11-01,"75plus","Code 9 AWI",632,21
"S08000032",2022-11-01,"75plus","Code 9 Non-AWI",12,0
"S92000003",2022-11-01,"18plus","All Delay Reasons",58501,1950
"S92000003",2022-11-01,"18plus","Health and Social Care Reasons",41123,1371
"S92000003",2022-11-01,"18plus","Patient and Family Related Reasons",1429,48
"S92000003",2022-11-01,"18plus","Code 9 AWI",12277,409
"S92000003",2022-11-01,"18plus","Code 9 Non-AWI",3672,122
"S92000003",2022-11-01,"18-74","All Delay Reasons",20080,669
"S92000003",2022-11-01,"18-74","Health and Social Care Reasons",13198,440
"S92000003",2022-11-01,"18-74","Patient and Family Related Reasons",511,17
"S92000003",2022-11-01,"18-74","Code 9 AWI",3677,123
"S92000003",2022-11-01,"18-74","Code 9 Non-AWI",2694,90
"S92000003",2022-11-01,"75plus","All Delay Reasons",38421,1281
"S92000003",2022-11-01,"75plus","Health and Social Care Reasons",27925,931
"S92000003",2022-11-01,"75plus","Patient and Family Related Reasons",918,31
"S92000003",2022-11-01,"75plus","Code 9 AWI",8600,287
"S92000003",2022-11-01,"75plus","Code 9 Non-AWI",978,33
"S08000015",2022-12-01,"18plus","All Delay Reasons",7639,246
"S08000015",2022-12-01,"18plus","Health and Social Care Reasons",5049,163
"S08000015",2022-12-01,"18plus","Patient and Family Related Reasons",159,5
"S08000015",2022-12-01,"18plus","Code 9 AWI",1219,39
"S08000015",2022-12-01,"18plus","Code 9 Non-AWI",1212,39
"S08000015",2022-12-01,"18-74","All Delay Reasons",2319,75
"S08000015",2022-12-01,"18-74","Health and Social Care Reasons",1403,45
"S08000015",2022-12-01,"18-74","Patient and Family Related Reasons",17,1
"S08000015",2022-12-01,"18-74","Code 9 AWI",436,14
"S08000015",2022-12-01,"18-74","Code 9 Non-AWI",463,15
"S08000015",2022-12-01,"75plus","All Delay Reasons",5320,172
"S08000015",2022-12-01,"75plus","Health and Social Care Reasons",3646,118
"S08000015",2022-12-01,"75plus","Patient and Family Related Reasons",142,5
"S08000015",2022-12-01,"75plus","Code 9 AWI",783,25
"S08000015",2022-12-01,"75plus","Code 9 Non-AWI",749,24
"S08000016",2022-12-01,"18plus","All Delay Reasons",1946,63
"S08000016",2022-12-01,"18plus","Health and Social Care Reasons",1549,50
"S08000016",2022-12-01,"18plus","Patient and Family Related Reasons",10,0
"S08000016",2022-12-01,"18plus","Code 9 AWI",387,12
"S08000016",2022-12-01,"18plus","Code 9 Non-AWI",0,0
"S08000016",2022-12-01,"18-74","All Delay Reasons",485,16
"S08000016",2022-12-01,"18-74","Health and Social Care Reasons",454,15
"S08000016",2022-12-01,"18-74","Patient and Family Related Reasons",0,0
"S08000016",2022-12-01,"18-74","Code 9 AWI",31,1
"S08000016",2022-12-01,"18-74","Code 9 Non-AWI",0,0
"S08000016",2022-12-01,"75plus","All Delay Reasons",1461,47
"S08000016",2022-12-01,"75plus","Health and Social Care Reasons",1095,35
"S08000016",2022-12-01,"75plus","Patient and Family Related Reasons",10,0
"S08000016",2022-12-01,"75plus","Code 9 AWI",356,11
"S08000016",2022-12-01,"75plus","Code 9 Non-AWI",0,0
"S08000017",2022-12-01,"18plus","All Delay Reasons",3577,115
"S08000017",2022-12-01,"18plus","Health and Social Care Reasons",2682,87
"S08000017",2022-12-01,"18plus","Patient and Family Related Reasons",62,2
"S08000017",2022-12-01,"18plus","Code 9 AWI",415,13
"S08000017",2022-12-01,"18plus","Code 9 Non-AWI",418,13
"S08000017",2022-12-01,"18-74","All Delay Reasons",1010,33
"S08000017",2022-12-01,"18-74","Health and Social Care Reasons",740,24
"S08000017",2022-12-01,"18-74","Patient and Family Related Reasons",0,0
"S08000017",2022-12-01,"18-74","Code 9 AWI",132,4
"S08000017",2022-12-01,"18-74","Code 9 Non-AWI",138,4
"S08000017",2022-12-01,"75plus","All Delay Reasons",2567,83
