"lhb22_code","lhb22_name","date","pathway_stage","waits_over_18_weeks","waits_over_53_weeks","total_waits"
"W11000030","Cwm Taf Morgannwg University Health Board",2021-04-01,"Waiting for admitted diagnostic or therapeutic intervention only",13068,10009,16196
"W11000031","Swansea Bay University Health Board",2021-04-01,"Waiting for admitted diagnostic or therapeutic intervention only",15753,12221,20180
"W11000023","Betsi Cadwaladr University LHB",2021-05-01,"Waiting for admitted diagnostic or therapeutic intervention only",17991,12937,23910
"W11000025","Hywel Dda LHB",2021-05-01,"Waiting for admitted diagnostic or therapeutic intervention only",11352,7188,15373
"W11000024","Powys Teaching LHB",2021-05-01,"Waiting for admitted diagnostic or therapeutic intervention only",356,138,686
"W11000028","Aneurin Bevan LHB",2021-05-01,"Waiting for admitted diagnostic or therapeutic intervention only",14188,9008,20989
"W11000029","Cardiff and Vale University LHB",2021-05-01,"Waiting for admitted diagnostic or therapeutic intervention only",11707,6897,18815
"W11000030","Cwm Taf Morgannwg University Health Board",2021-05-01,"Waiting for admitted diagnostic or therapeutic intervention only",12769,9750,16304
"W11000031","Swansea Bay University Health Board",2021-05-01,"Waiting for admitted diagnostic or therapeutic intervention only",15780,12145,20363
"W11000023","Betsi Cadwaladr University LHB",2021-06-01,"Waiting for admitted diagnostic or therapeutic intervention only",17840,12531,24005
"W11000025","Hywel Dda LHB",2021-06-01,"Waiting for admitted diagnostic or therapeutic intervention only",11110,6920,15393
"W11000028","Aneurin Bevan LHB",2021-06-01,"Waiting for admitted diagnostic or therapeutic intervention only",14239,8691,21431
"W11000024","Powys Teaching LHB",2021-06-01,"Waiting for admitted diagnostic or therapeutic intervention only",351,131,717
"W11000029","Cardiff and Vale University LHB",2021-06-01,"Waiting for admitted diagnostic or therapeutic intervention only",11801,6567,19079
"W11000030","Cwm Taf Morgannwg University Health Board",2021-06-01,"Waiting for admitted diagnostic or therapeutic intervention only",12430,9366,16391
"W11000031","Swansea Bay University Health Board",2021-06-01,"Waiting for admitted diagnostic or therapeutic intervention only",15652,11978,20467
"W11000023","Betsi Cadwaladr University LHB",2021-07-01,"Waiting for admitted diagnostic or therapeutic intervention only",17725,12189,23903
"W11000025","Hywel Dda LHB",2021-07-01,"Waiting for admitted diagnostic or therapeutic intervention only",10903,6733,15319
"W11000024","Powys Teaching LHB",2021-07-01,"Waiting for admitted diagnostic or therapeutic intervention only",366,125,696
"W11000028","Aneurin Bevan LHB",2021-07-01,"Waiting for admitted diagnostic or therapeutic intervention only",14527,8511,21685
"W11000030","Cwm Taf Morgannwg University Health Board",2021-07-01,"Waiting for admitted diagnostic or therapeutic intervention only",12299,9136,16447
"W11000031","Swansea Bay University Health Board",2021-07-01,"Waiting for admitted diagnostic or therapeutic intervention only",15535,11827,20217
"W11000029","Cardiff and Vale University LHB",2021-07-01,"Waiting for admitted diagnostic or therapeutic intervention only",11825,6269,19005
"W11000023","Betsi Cadwaladr University LHB",2021-08-01,"Waiting for admitted diagnostic or therapeutic intervention only",17618,12017,23864
"W11000025","Hywel Dda LHB",2021-08-01,"Waiting for admitted diagnostic or therapeutic intervention only",10878,6699,15340
"W11000024","Powys Teaching LHB",2021-08-01,"Waiting for admitted diagnostic or therapeutic intervention only",290,116,596
"W11000028","Aneurin Bevan LHB",2021-08-01,"Waiting for admitted diagnostic or therapeutic intervention only",14701,8294,22069
"W11000029","Cardiff and Vale University LHB",2021-08-01,"Waiting for admitted diagnostic or therapeutic intervention only",11622,5953,18741
"W11000030","Cwm Taf Morgannwg University Health Board",2021-08-01,"Waiting for admitted diagnostic or therapeutic intervention only",12079,8846,16415
"W11000031","Swansea Bay University Health Board",2021-08-01,"Waiting for admitted diagnostic or therapeutic intervention only",15539,11773,20917
"W11000023","Betsi Cadwaladr University LHB",2021-09-01,"Waiting for admitted diagnostic or therapeutic intervention only",17589,11760,24131
"W11000025","Hywel Dda LHB",2021-09-01,"Waiting for admitted diagnostic or therapeutic intervention only",10996,6822,15557
"W11000024","Powys Teaching LHB",2021-09-01,"Waiting for admitted diagnostic or therapeutic intervention only",306,115,593
"W11000028","Aneurin Bevan LHB",2021-09-01,"Waiting for admitted diagnostic or therapeutic intervention only",15161,8378,22379
"W11000029","Cardiff and Vale University LHB",2021-09-01,"Waiting for admitted diagnostic or therapeutic intervention only",11505,5766,18877
"W11000030","Cwm Taf Morgannwg University Health Board",2021-09-01,"Waiting for admitted diagnostic or therapeutic intervention only",12244,8804,16610
"W11000031","Swansea Bay University Health Board",2021-09-01,"Waiting for admitted diagnostic or therapeutic intervention only",15875,11878,21458
"W11000023","Betsi Cadwaladr University LHB",2021-10-01,"Waiting for admitted diagnostic or therapeutic intervention only",17037,11088,23665
"W11000025","Hywel Dda LHB",2021-10-01,"Waiting for admitted diagnostic or therapeutic intervention only",11337,7131,15950
"W11000029","Cardiff and Vale University LHB",2021-10-01,"Waiting for admitted diagnostic or therapeutic intervention only",11396,5617,18790
"W11000024","Powys Teaching LHB",2021-10-01,"Waiting for admitted diagnostic or therapeutic intervention only",291,99,583
"W11000028","Aneurin Bevan LHB",2021-10-01,"Waiting for admitted diagnostic or therapeutic intervention only",15551,8536,22671
"W11000030","Cwm Taf Morgannwg University Health Board",2021-10-01,"Waiting for admitted diagnostic or therapeutic intervention only",12404,8798,16879
"W11000031","Swansea Bay University Health Board",2021-10-01,"Waiting for admitted diagnostic or therapeutic intervention only",15919,11830,21783
"W11000023","Betsi Cadwaladr University LHB",2021-11-01,"Waiting for admitted diagnostic or therapeutic intervention only",16823,10757,23904
"W11000024","Powys Teaching LHB",2021-11-01,"Waiting for admitted diagnostic or therapeutic intervention only",354,82,634
"W11000025","Hywel Dda LHB",2021-11-01,"Waiting for admitted diagnostic or therapeutic intervention only",11569,7326,16255
"W11000028","Aneurin Bevan LHB",2021-11-01,"Waiting for admitted diagnostic or therapeutic intervention only",15789,8441,23425
"W11000029","Cardiff and Vale University LHB",2021-11-01,"Waiting for admitted diagnostic or therapeutic intervention only",11064,5318,18464
"W11000030","Cwm Taf Morgannwg University Health Board",2021-11-01,"Waiting for admitted diagnostic or therapeutic intervention only",12550,8740,17124
"W11000031","Swansea Bay University Health Board",2021-11-01,"Waiting for admitted diagnostic or therapeutic intervention only",16068,11645,22193
"W11000023","Betsi Cadwaladr University LHB",2021-12-01,"Waiting for admitted diagnostic or therapeutic intervention only",17282,11082,24233
"W11000025","Hywel Dda LHB",2021-12-01,"Waiting for admitted diagnostic or therapeutic intervention only",12137,7603,16742
"W11000031","Swansea Bay University Health Board",2021-12-01,"Waiting for admitted diagnostic or therapeutic intervention only",16188,11301,21952
"W11000024","Powys Teaching LHB",2021-12-01,"Waiting for admitted diagnostic or therapeutic intervention only",372,74,671
"W11000028","Aneurin Bevan LHB",2021-12-01,"Waiting for admitted diagnostic or therapeutic intervention only",15971,8417,23631
"W11000029","Cardiff and Vale University LHB",2021-12-01,"Waiting for admitted diagnostic or therapeutic intervention only",11283,5496,18700
"W11000030","Cwm Taf Morgannwg University Health Board",2021-12-01,"Waiting for admitted diagnostic or therapeutic intervention only",12774,8832,17295
"W11000023","Betsi Cadwaladr University LHB",2022-01-01,"Waiting for admitted diagnostic or therapeutic intervention only",17749,11224,24494
"W11000025","Hywel Dda LHB",2022-01-01,"Waiting for admitted diagnostic or therapeutic intervention only",12091,7417,16465
"W11000029","Cardiff and Vale University LHB",2022-01-01,"Waiting for admitted diagnostic or therapeutic intervention only",11522,5482,18941
"W11000031","Swansea Bay University Health Board",2022-01-01,"Waiting for admitted diagnostic or therapeutic intervention only",16175,11043,22134
"W11000024","Powys Teaching LHB",2022-01-01,"Waiting for admitted diagnostic or therapeutic intervention only",343,65,662
"W11000028","Aneurin Bevan LHB",2022-01-01,"Waiting for admitted diagnostic or therapeutic intervention only",15845,8223,24064
"W11000030","Cwm Taf Morgannwg University Health Board",2022-01-01,"Waiting for admitted diagnostic or therapeutic intervention only",13064,8728,17611
"W11000023","Betsi Cadwaladr University LHB",2022-02-01,"Waiting for admitted diagnostic or therapeutic intervention only",17874,11336,24528
"W11000025","Hywel Dda LHB",2022-02-01,"Waiting for admitted diagnostic or therapeutic intervention only",12070,7266,16259
"W11000029","Cardiff and Vale University LHB",2022-02-01,"Waiting for admitted diagnostic or therapeutic intervention only",11464,5489,18889
"W11000024","Powys Teaching LHB",2022-02-01,"Waiting for admitted diagnostic or therapeutic intervention only",286,52,601
"W11000028","Aneurin Bevan LHB",2022-02-01,"Waiting for admitted diagnostic or therapeutic intervention only",16260,8405,24429
"W11000030","Cwm Taf Morgannwg University Health Board",2022-02-01,"Waiting for admitted diagnostic or therapeutic intervention only",13241,8595,17761
"W11000031","Swansea Bay University Health Board",2022-02-01,"Waiting for admitted diagnostic or therapeutic intervention only",16207,10790,21870
"W11000023","Betsi Cadwaladr University LHB",2022-03-01,"Waiting for admitted diagnostic or therapeutic intervention only",17611,11119,24586
"W11000025","Hywel Dda LHB",2022-03-01,"Waiting for admitted diagnostic or therapeutic intervention only",11745,7103,15817
"W11000029","Cardiff and Vale University LHB",2022-03-01,"Waiting for admitted diagnostic or therapeutic intervention only",11397,5498,18790
"W11000024","Powys Teaching LHB",2022-03-01,"Waiting for admitted diagnostic or therapeutic intervention only",188,9,506
"W11000028","Aneurin Bevan LHB",2022-03-01,"Waiting for admitted diagnostic or therapeutic intervention only",16650,8443,24772
"W11000030","Cwm Taf Morgannwg University Health Board",2022-03-01,"Waiting for admitted diagnostic or therapeutic intervention only",13360,8583,17825
"W11000031","Swansea Bay University Health Board",2022-03-01,"Waiting for admitted diagnostic or therapeutic intervention only",16260,10673,22157
"W11000023","Betsi Cadwaladr University LHB",2022-04-01,"Waiting for admitted diagnostic or therapeutic intervention only",17581,11048,24452
"W11000025","Hywel Dda LHB",2022-04-01,"Waiting for admitted diagnostic or therapeutic intervention only",11861,7220,16057
"W11000024","Powys Teaching LHB",2022-04-01,"Waiting for admitted diagnostic or therapeutic intervention only",158,2,478
"W11000028","Aneurin Bevan LHB",2022-04-01,"Waiting for admitted diagnostic or therapeutic intervention only",16994,8524,25040
"W11000029","Cardiff and Vale University LHB",2022-04-01,"Waiting for admitted diagnostic or therapeutic intervention only",11662,5526,19211
"W11000030","Cwm Taf Morgannwg University Health Board",2022-04-01,"Waiting for admitted diagnostic or therapeutic intervention only",13437,8488,17885
"W11000031","Swansea Bay University Health Board",2022-04-01,"Waiting for admitted diagnostic or therapeutic intervention only",16271,10400,22392
"W11000023","Betsi Cadwaladr University LHB",2022-05-01,"Waiting for admitted diagnostic or therapeutic intervention only",16535,10736,23419
"W11000025","Hywel Dda LHB",2022-05-01,"Waiting for admitted diagnostic or therapeutic intervention only",11706,7331,16167
"W11000024","Powys Teaching LHB",2022-05-01,"Waiting for admitted diagnostic or therapeutic intervention only",151,1,466
"W11000028","Aneurin Bevan LHB",2022-05-01,"Waiting for admitted diagnostic or therapeutic intervention only",16893,8590,25335
"W11000029","Cardiff and Vale University LHB",2022-05-01,"Waiting for admitted diagnostic or therapeutic intervention only",11243,5472,19284
"W11000030","Cwm Taf Morgannwg University Health Board",2022-05-01,"Waiting for admitted diagnostic or therapeutic intervention only",13328,8514,18059
"W11000031","Swansea Bay University Health Board",2022-05-01,"Waiting for admitted diagnostic or therapeutic intervention only",16063,10366,22574
"W11000023","Betsi Cadwaladr University LHB",2022-06-01,"Waiting for admitted diagnostic or therapeutic intervention only",16520,10676,23729
"W11000025","Hywel Dda LHB",2022-06-01,"Waiting for admitted diagnostic or therapeutic intervention only",11940,7557,16402
"W11000029","Cardiff and Vale University LHB",2022-06-01,"Waiting for admitted diagnostic or therapeutic intervention only",11275,5401,19388
"W11000024","Powys Teaching LHB",2022-06-01,"Waiting for admitted diagnostic or therapeutic intervention only",155,NA,478
"W11000028","Aneurin Bevan LHB",2022-06-01,"Waiting for admitted diagnostic or therapeutic intervention only",17035,8680,25598
"W11000030","Cwm Taf Morgannwg University Health Board",2022-06-01,"Waiting for admitted diagnostic or therapeutic intervention only",13361,8522,18041
"W11000031","Swansea Bay University Health Board",2022-06-01,"Waiting for admitted diagnostic or therapeutic intervention only",16122,10222,22556
"W11000023","Betsi Cadwaladr University LHB",2022-07-01,"Waiting for admitted diagnostic or therapeutic intervention only",16434,10555,23706
"W11000025","Hywel Dda LHB",2022-07-01,"Waiting for admitted diagnostic or therapeutic intervention only",11990,7656,16593
"W11000024","Powys Teaching LHB",2022-07-01,"Waiting for admitted diagnostic or therapeutic intervention only",178,NA,510
"W11000028","Aneurin Bevan LHB",2022-07-01,"Waiting for admitted diagnostic or therapeutic intervention only",17125,8736,25208
"W11000030","Cwm Taf Morgannwg University Health Board",2022-07-01,"Waiting for admitted diagnostic or therapeutic intervention only",13471,8544,18142
"W11000031","Swansea Bay University Health Board",2022-07-01,"Waiting for admitted diagnostic or therapeutic intervention only",16389,10370,22542
"W11000029","Cardiff and Vale University LHB",2022-07-01,"Waiting for admitted diagnostic or therapeutic intervention only",11170,5345,19358
"W11000023","Betsi Cadwaladr University LHB",2022-08-01,"Waiting for admitted diagnostic or therapeutic intervention only",16617,10626,23883
"W11000025","Hywel Dda LHB",2022-08-01,"Waiting for admitted diagnostic or therapeutic intervention only",12032,7689,16645
"W11000024","Powys Teaching LHB",2022-08-01,"Waiting for admitted diagnostic or therapeutic intervention only",257,NA,589
"W11000028","Aneurin Bevan LHB",2022-08-01,"Waiting for admitted diagnostic or therapeutic intervention only",16768,8716,24614
"W11000029","Cardiff and Vale University LHB",2022-08-01,"Waiting for admitted diagnostic or therapeutic intervention only",11049,5202,19210
"W11000030","Cwm Taf Morgannwg University Health Board",2022-08-01,"Waiting for admitted diagnostic or therapeutic intervention only",13525,8542,18337
"W11000031","Swansea Bay University Health Board",2022-08-01,"Waiting for admitted diagnostic or therapeutic intervention only",16502,10637,22506
"W11000023","Betsi Cadwaladr University LHB",2022-09-01,"Waiting for admitted diagnostic or therapeutic intervention only",16548,10234,24119
"W11000025","Hywel Dda LHB",2022-09-01,"Waiting for admitted diagnostic or therapeutic intervention only",12370,7777,17332
"W11000029","Cardiff and Vale University LHB",2022-09-01,"Waiting for admitted diagnostic or therapeutic intervention only",11232,5230,19409
"W11000031","Swansea Bay University Health Board",2022-09-01,"Waiting for admitted diagnostic or therapeutic intervention only",16904,11062,22997
"W11000024","Powys Teaching LHB",2022-09-01,"Waiting for admitted diagnostic or therapeutic intervention only",224,NA,577
"W11000028","Aneurin Bevan LHB",2022-09-01,"Waiting for admitted diagnostic or therapeutic intervention only",16918,8702,24752
"W11000030","Cwm Taf Morgannwg University Health Board",2022-09-01,"Waiting for admitted diagnostic or therapeutic intervention only",13578,8500,18537
"W11000023","Betsi Cadwaladr University LHB",2022-10-01,"Waiting for admitted diagnostic or therapeutic intervention only",16319,9906,24075
"W11000025","Hywel Dda LHB",2022-10-01,"Waiting for admitted diagnostic or therapeutic intervention only",12491,7866,17625
"W11000031","Swansea Bay University Health Board",2022-10-01,"Waiting for admitted diagnostic or therapeutic intervention only",17057,11282,23565
"W11000024","Powys Teaching LHB",2022-10-01,"Waiting for admitted diagnostic or therapeutic intervention only",253,1,556
"W11000028","Aneurin Bevan LHB",2022-10-01,"Waiting for admitted diagnostic or therapeutic intervention only",16846,8693,25056
"W11000029","Cardiff and Vale University LHB",2022-10-01,"Waiting for admitted diagnostic or therapeutic intervention only",11114,5164,19244
"W11000030","Cwm Taf Morgannwg University Health Board",2022-10-01,"Waiting for admitted diagnostic or therapeutic intervention only",13304,8358,18458
"W11000023","Betsi Cadwaladr University LHB",2022-11-01,"Waiting for admitted diagnostic or therapeutic intervention only",16654,9977,24650
"W11000025","Hywel Dda LHB",2022-11-01,"Waiting for admitted diagnostic or therapeutic intervention only",12969,8075,18193
"W11000029","Cardiff and Vale University LHB",2022-11-01,"Waiting for admitted diagnostic or therapeutic intervention only",11422,5296,19814
"W11000024","Powys Teaching LHB",2022-11-01,"Waiting for admitted diagnostic or therapeutic intervention only",231,NA,570
"W11000028","Aneurin Bevan LHB",2022-11-01,"Waiting for admitted diagnostic or therapeutic intervention only",16566,8622,25213
"W11000030","Cwm Taf Morgannwg University Health Board",2022-11-01,"Waiting for admitted diagnostic or therapeutic intervention only",13550,8593,18831
"W11000031","Swansea Bay University Health Board",2022-11-01,"Waiting for admitted diagnostic or therapeutic intervention only",17371,11595,24087
"W11000023","Betsi Cadwaladr University LHB",2022-12-01,"Waiting for admitted diagnostic or therapeutic intervention only",17444,10434,25197
"W11000024","Powys Teaching LHB",2022-12-01,"Waiting for admitted diagnostic or therapeutic intervention only",242,2,550
"W11000025","Hywel Dda LHB",2022-12-01,"Waiting for admitted diagnostic or therapeutic intervention only",13440,8412,18483
"W11000028","Aneurin Bevan LHB",2022-12-01,"Waiting for admitted diagnostic or therapeutic intervention only",16724,8632,25258
"W11000031","Swansea Bay University Health Board",2022-12-01,"Waiting for admitted diagnostic or therapeutic intervention only",17777,11972,24346
"W11000029","Cardiff and Vale University LHB",2022-12-01,"Waiting for admitted diagnostic or therapeutic intervention only",11756,5388,19946
"W11000030","Cwm Taf Morgannwg University Health Board",2022-12-01,"Waiting for admitted diagnostic or therapeutic intervention only",13738,8693,18870
"W11000023","Betsi Cadwaladr University LHB",2023-01-01,"Waiting for admitted diagnostic or therapeutic intervention only",18772,11101,26849
"W11000025","Hywel Dda LHB",2023-01-01,"Waiting for admitted diagnostic or therapeutic intervention only",13620,8287,18625
"W11000029","Cardiff and Vale University LHB",2023-01-01,"Waiting for admitted diagnostic or therapeutic intervention only",11714,5214,19981
"W11000024","Powys Teaching LHB",2023-01-01,"Waiting for admitted diagnostic or therapeutic intervention only",210,1,581
"W11000028","Aneurin Bevan LHB",2023-01-01,"Waiting for admitted diagnostic or therapeutic intervention only",16386,8117,25275
"W11000030","Cwm Taf Morgannwg University Health Board",2023-01-01,"Waiting for admitted diagnostic or therapeutic intervention only",13502,8344,18713
"W11000031","Swansea Bay University Health Board",2023-01-01,"Waiting for admitted diagnostic or therapeutic intervention only",17914,11779,24595
"W11000023","Betsi Cadwaladr University LHB",2023-02-01,"Waiting for admitted diagnostic or therapeutic intervention only",20142,11602,28282
"W11000025","Hywel Dda LHB",2023-02-01,"Waiting for admitted diagnostic or therapeutic intervention only",14005,8312,18858
"W11000024","Powys Teaching LHB",2023-02-01,"Waiting for admitted diagnostic or therapeutic intervention only",210,1,623
"W11000028","Aneurin Bevan LHB",2023-02-01,"Waiting for admitted diagnostic or therapeutic intervention only",16287,7751,24617
"W11000029","Cardiff and Vale University LHB",2023-02-01,"Waiting for admitted diagnostic or therapeutic intervention only",12067,5244,20630
"W11000030","Cwm Taf Morgannwg University Health Board",2023-02-01,"Waiting for admitted diagnostic or therapeutic intervention only",13502,8206,18687
"W11000031","Swansea Bay University Health Board",2023-02-01,"Waiting for admitted diagnostic or therapeutic intervention only",18026,11680,24710
"W11000023","Betsi Cadwaladr University LHB",2023-03-01,"Waiting for admitted diagnostic or therapeutic intervention only",21783,12130,31119
"W11000025","Hywel Dda LHB",2023-03-01,"Waiting for admitted diagnostic or therapeutic intervention only",14153,8206,18874
"W11000029","Cardiff and Vale University LHB",2023-03-01,"Waiting for admitted diagnostic or therapeutic intervention only",12226,5329,20612
"W11000024","Powys Teaching LHB",2023-03-01,"Waiting for admitted diagnostic or therapeutic intervention only",193,1,621
"W11000028","Aneurin Bevan LHB",2023-03-01,"Waiting for admitted diagnostic or therapeutic intervention only",15953,7345,24778
"W11000030","Cwm Taf Morgannwg University Health Board",2023-03-01,"Waiting for admitted diagnostic or therapeutic intervention only",13023,7840,18234
"W11000031","Swansea Bay University Health Board",2023-03-01,"Waiting for admitted diagnostic or therapeutic intervention only",18665,11809,25467
"W11000023","Betsi Cadwaladr University LHB",2023-04-01,"Waiting for admitted diagnostic or therapeutic intervention only",22104,12119,31379
"W11000025","Hywel Dda LHB",2023-04-01,"Waiting for admitted diagnostic or therapeutic intervention only",14598,8276,19503
"W11000024","Powys Teaching LHB",2023-04-01,"Waiting for admitted diagnostic or therapeutic intervention only",243,NA,550
"W11000028","Aneurin Bevan LHB",2023-04-01,"Waiting for admitted diagnostic or therapeutic intervention only",16351,7355,25314
"W11000029","Cardiff and Vale University LHB",2023-04-01,"Waiting for admitted diagnostic or therapeutic intervention only",12514,5375,21167
"W11000030","Cwm Taf Morgannwg University Health Board",2023-04-01,"Waiting for admitted diagnostic or therapeutic intervention only",12900,7590,18048
"W11000031","Swansea Bay University Health Board",2023-04-01,"Waiting for admitted diagnostic or therapeutic intervention only",19120,11852,25942
"W11000023","Betsi Cadwaladr University LHB",2023-05-01,"Waiting for admitted diagnostic or therapeutic intervention only",21878,12169,31545
"W11000025","Hywel Dda LHB",2023-05-01,"Waiting for admitted diagnostic or therapeutic intervention only",14598,8333,19679
"W11000029","Cardiff and Vale University LHB",2023-05-01,"Waiting for admitted diagnostic or therapeutic intervention only",12798,5514,22013
"W11000024","Powys Teaching LHB",2023-05-01,"Waiting for admitted diagnostic or therapeutic intervention only",255,NA,577
"W11000028","Aneurin Bevan LHB",2023-05-01,"Waiting for admitted diagnostic or therapeutic intervention only",15988,7242,25587
"W11000030","Cwm Taf Morgannwg University Health Board",2023-05-01,"Waiting for admitted diagnostic or therapeutic intervention only",12589,7356,17959
"W11000031","Swansea Bay University Health Board",2023-05-01,"Waiting for admitted diagnostic or therapeutic intervention only",19035,11762,26076
"W11000023","Betsi Cadwaladr University LHB",2023-06-01,"Waiting for admitted diagnostic or therapeutic intervention only",21453,12166,30558
"W11000025","Hywel Dda LHB",2023-06-01,"Waiting for admitted diagnostic or therapeutic intervention only",14488,8276,19411
"W11000024","Powys Teaching LHB",2023-06-01,"Waiting for admitted diagnostic or therapeutic intervention only",244,NA,567
"W11000028","Aneurin Bevan LHB",2023-06-01,"Waiting for admitted diagnostic or therapeutic intervention only",15851,7222,25287
"W11000029","Cardiff and Vale University LHB",2023-06-01,"Waiting for admitted diagnostic or therapeutic intervention only",13476,5669,22494
"W11000030","Cwm Taf Morgannwg University Health Board",2023-06-01,"Waiting for admitted diagnostic or therapeutic intervention only",12220,6949,17711
"W11000031","Swansea Bay University Health Board",2023-06-01,"Waiting for admitted diagnostic or therapeutic intervention only",19091,11737,26233
"W11000023","Betsi Cadwaladr University LHB",2023-07-01,"Waiting for admitted diagnostic or therapeutic intervention only",22384,12421,31726
"W11000025","Hywel Dda LHB",2023-07-01,"Waiting for admitted diagnostic or therapeutic intervention only",14496,8330,19574
"W11000031","Swansea Bay University Health Board",2023-07-01,"Waiting for admitted diagnostic or therapeutic intervention only",19873,11873,27300
"W11000024","Powys Teaching LHB",2023-07-01,"Waiting for admitted diagnostic or therapeutic intervention only",260,1,586
"W11000028","Aneurin Bevan LHB",2023-07-01,"Waiting for admitted diagnostic or therapeutic intervention only",15789,7143,24954
"W11000030","Cwm Taf Morgannwg University Health Board",2023-07-01,"Waiting for admitted diagnostic or therapeutic intervention only",11409,6299,16626
"W11000029","Cardiff and Vale University LHB",2023-07-01,"Waiting for admitted diagnostic or therapeutic intervention only",14167,5828,23075
"W11000023","Betsi Cadwaladr University LHB",2023-08-01,"Waiting for admitted diagnostic or therapeutic intervention only",22522,12354,31470
"W11000025","Hywel Dda LHB",2023-08-01,"Waiting for admitted diagnostic or therapeutic intervention only",14681,8533,19435
"W11000024","Powys Teaching LHB",2023-08-01,"Waiting for admitted diagnostic or therapeutic intervention only",293,1,604
"W11000028","Aneurin Bevan LHB",2023-08-01,"Waiting for admitted diagnostic or therapeutic intervention only",15732,7301,25251
"W11000029","Cardiff and Vale University LHB",2023-08-01,"Waiting for admitted diagnostic or therapeutic intervention only",14850,5948,23656
"W11000030","Cwm Taf Morgannwg University Health Board",2023-08-01,"Waiting for admitted diagnostic or therapeutic intervention only",11206,6035,16379
"W11000031","Swansea Bay University Health Board",2023-08-01,"Waiting for admitted diagnostic or therapeutic intervention only",20152,11857,27410
"W11000023","Betsi Cadwaladr University LHB",2023-09-01,"Waiting for admitted diagnostic or therapeutic intervention only",22223,12202,31041
"W11000025","Hywel Dda LHB",2023-09-01,"Waiting for admitted diagnostic or therapeutic intervention only",15016,8831,19855
"W11000024","Powys Teaching LHB",2023-09-01,"Waiting for admitted diagnostic or therapeutic intervention only",299,3,616
"W11000028","Aneurin Bevan LHB",2023-09-01,"Waiting for admitted diagnostic or therapeutic intervention only",15904,7329,25364
"W11000029","Cardiff and Vale University LHB",2023-09-01,"Waiting for admitted diagnostic or therapeutic intervention only",15427,6109,23968
"W11000030","Cwm Taf Morgannwg University Health Board",2023-09-01,"Waiting for admitted diagnostic or therapeutic intervention only",11000,5863,16150
"W11000031","Swansea Bay University Health Board",2023-09-01,"Waiting for admitted diagnostic or therapeutic intervention only",20228,11712,27649
"W11000023","Betsi Cadwaladr University LHB",2023-10-01,"Waiting for admitted diagnostic or therapeutic intervention only",22220,12248,31111
"W11000025","Hywel Dda LHB",2023-10-01,"Waiting for admitted diagnostic or therapeutic intervention only",14943,8926,19864
"W11000028","Aneurin Bevan LHB",2023-10-01,"Waiting for admitted diagnostic or therapeutic intervention only",15717,7394,25253
"W11000031","Swansea Bay University Health Board",2023-10-01,"Waiting for admitted diagnostic or therapeutic intervention only",20421,11414,27708
"W11000024","Powys Teaching LHB",2023-10-01,"Waiting for admitted diagnostic or therapeutic intervention only",360,5,642
"W11000029","Cardiff and Vale University LHB",2023-10-01,"Waiting for admitted diagnostic or therapeutic intervention only",16051,6376,25185
"W11000030","Cwm Taf Morgannwg University Health Board",2023-10-01,"Waiting for admitted diagnostic or therapeutic intervention only",10843,5664,16081
"W11000023","Betsi Cadwaladr University LHB",2023-11-01,"Waiting for admitted diagnostic or therapeutic intervention only",21257,12215,29595
"W11000025","Hywel Dda LHB",2023-11-01,"Waiting for admitted diagnostic or therapeutic intervention only",14828,8925,19829
"W11000028","Aneurin Bevan LHB",2023-11-01,"Waiting for admitted diagnostic or therapeutic intervention only",15767,7446,24978
"W11000024","Powys Teaching LHB",2023-11-01,"Waiting for admitted diagnostic or therapeutic intervention only",378,19,626
"W11000029","Cardiff and Vale University LHB",2023-11-01,"Waiting for admitted diagnostic or therapeutic intervention only",16869,6790,25762
"W11000030","Cwm Taf Morgannwg University Health Board",2023-11-01,"Waiting for admitted diagnostic or therapeutic intervention only",10963,5578,16390
"W11000031","Swansea Bay University Health Board",2023-11-01,"Waiting for admitted diagnostic or therapeutic intervention only",20135,11003,27661
"W11000023","Betsi Cadwaladr University LHB",2023-12-01,"Waiting for admitted diagnostic or therapeutic intervention only",21316,12226,29663
"W11000025","Hywel Dda LHB",2023-12-01,"Waiting for admitted diagnostic or therapeutic intervention only",14806,8890,19636
"W11000024","Powys Teaching LHB",2023-12-01,"Waiting for admitted diagnostic or therapeutic intervention only",361,14,598
"W11000028","Aneurin Bevan LHB",2023-12-01,"Waiting for admitted diagnostic or therapeutic intervention only",15913,7679,24627
"W11000029","Cardiff and Vale University LHB",2023-12-01,"Waiting for admitted diagnostic or therapeutic intervention only",17677,7315,26215
"W11000030","Cwm Taf Morgannwg University Health Board",2023-12-01,"Waiting for admitted diagnostic or therapeutic intervention only",10953,5577,16306
"W11000031","Swansea Bay University Health Board",2023-12-01,"Waiting for admitted diagnostic or therapeutic intervention only",20222,11046,27646
"W11000023","Betsi Cadwaladr University LHB",2024-01-01,"Waiting for admitted diagnostic or therapeutic intervention only",21450,12147,29738
"W11000025","Hywel Dda LHB",2024-01-01,"Waiting for admitted diagnostic or therapeutic intervention only",14565,8493,19675
"W11000031","Swansea Bay University Health Board",2024-01-01,"Waiting for admitted diagnostic or therapeutic intervention only",20177,10743,27823
"W11000024","Powys Teaching LHB",2024-01-01,"Waiting for admitted diagnostic or therapeutic intervention only",453,23,672
