"trust18_code","date","hospital","programme_of_care","specialty","total_available_beds","average_available_beds","total_occupied_beds","average_occupied_beds","total_inpatients","total_day_case","elective_inpatient","non_elective_inpatient","regular_attenders"
"SEHSCT",2012-06-30,"Ulster","Acute Services","Urology",758,8,758,8,220,9,126,94,8
"SEHSCT",2012-06-30,"Ulster","Elderly Care","Geriatric Medicine",7095,78,6848,75,596,145,0,0,0
"SEHSCT",2012-06-30,"Ulster","Maternity & Child Health","Obstetrics",3258,36,2375,26,999,0,0,0,0
"SEHSCT",2012-06-30,"Ulster","Maternity & Child Health","Well Babies Obs",3083,34,1283,14,768,0,0,0,0
"SEHSCT",2012-06-30,"Ulster MHU","Mental Health","Mental Illness",2184,24,1955,22,70,0,0,0,0
"SHSCT",2012-06-30,"Banbridge","Acute Services","Rheumatology",0,0,0,0,0,257,0,0,0
"SHSCT",2012-06-30,"Bluestone","Elderly Care","Old Age Psychiatry",1274,14,1454,16,26,0,0,0,0
"SHSCT",2012-06-30,"Bluestone","Mental Health","Child & Adolescent Psychiatry",0,0,2,0,1,0,0,0,0
"SHSCT",2012-06-30,"Bluestone","Mental Health","Mental Illness",5460,60,4680,51,241,0,0,0,0
"SHSCT",2012-06-30,"Craigavon Area","Acute Services","Accident & Emergency",518,6,337,4,583,0,0,583,0
"SHSCT",2012-06-30,"Craigavon Area","Acute Services","Anaesthetics",765,8,580,6,55,0,3,52,0
"SHSCT",2012-06-30,"Craigavon Area","Acute Services","Cardiology",2641,29,2379,26,462,479,37,425,0
"SHSCT",2012-06-30,"Craigavon Area","Acute Services","Clinical Oncology",0,0,0,0,0,549,0,0,510
"SHSCT",2012-06-30,"Craigavon Area","Acute Services","Dermatology",187,2,169,2,35,214,32,3,0
"SHSCT",2012-06-30,"Craigavon Area","Acute Services","Ear Nose Throat",1208,13,799,9,514,173,337,177,0
"SHSCT",2012-06-30,"Craigavon Area","Acute Services","Gastroenterology",72,1,72,1,16,370,15,1,0
"SHSCT",2012-06-30,"Craigavon Area","Acute Services","General Medicine",10167,112,8978,99,1665,35,9,1656,0
"SHSCT",2012-06-30,"Craigavon Area","Acute Services","General Practice Other",0,0,0,0,0,95,0,0,0
"SHSCT",2012-06-30,"Craigavon Area","Acute Services","General Surgery",6921,76,5099,56,1205,585,313,892,0
"SHSCT",2012-06-30,"Craigavon Area","Acute Services","Gynaecology",1056,12,654,7,413,165,221,192,0
"SHSCT",2012-06-30,"Craigavon Area","Acute Services","Haematology Clinical",415,5,393,4,50,393,7,43,223
"SHSCT",2012-06-30,"Craigavon Area","Acute Services","Neurology",0,0,0,0,0,77,0,0,0
"SHSCT",2012-06-30,"Craigavon Area","Acute Services","Ophthalmology",0,0,0,0,0,4,0,0,0
"SHSCT",2012-06-30,"Craigavon Area","Acute Services","Oral Surgery",0,0,0,0,0,23,0,0,0
"SHSCT",2012-06-30,"Craigavon Area","Acute Services","Paediatrics",3261,36,2083,23,673,10,3,670,0
"SHSCT",2012-06-30,"Craigavon Area","Acute Services","Rheumatology",27,0,27,0,1,320,0,1,0
"SHSCT",2012-06-30,"Craigavon Area","Acute Services","Thoracic Medicine",29,0,29,0,7,87,6,1,0
"SHSCT",2012-06-30,"Craigavon Area","Acute Services","Thoracic Surgery",0,0,0,0,0,2,0,0,0
"SHSCT",2012-06-30,"Craigavon Area","Acute Services","Trauma & Orthopaedics Surgery",2939,32,2148,24,413,82,143,270,0
"SHSCT",2012-06-30,"Craigavon Area","Acute Services","Urology",1918,21,1640,18,456,463,263,193,62
"SHSCT",2012-06-30,"Craigavon Area","Elderly Care","Geriatric Medicine",3294,36,3009,33,392,0,0,0,0
"SHSCT",2012-06-30,"Craigavon Area","Maternity & Child Health","Obstetrics",4494,49,2768,30,1244,0,0,0,0
"SHSCT",2012-06-30,"Craigavon Area","Maternity & Child Health","Well Babies Paed",2889,32,1785,20,990,0,0,0,0
"SHSCT",2012-06-30,"Daisy Hill","Acute Services","Cardiology",580,6,447,5,165,12,2,163,0
"SHSCT",2012-06-30,"Daisy Hill","Acute Services","Dermatology",0,0,0,0,0,39,0,0,0
"SHSCT",2012-06-30,"Daisy Hill","Acute Services","Ear Nose Throat",4,0,4,0,4,100,4,0,0
"SHSCT",2012-06-30,"Daisy Hill","Acute Services","Gastroenterology",0,0,0,0,3,255,3,0,0
"SHSCT",2012-06-30,"Daisy Hill","Acute Services","General Medicine",5719,63,5178,57,1045,131,17,1028,0
"SHSCT",2012-06-30,"Daisy Hill","Acute Services","General Practice Other",0,0,0,0,0,209,0,0,0
"SHSCT",2012-06-30,"Daisy Hill","Acute Services","General Surgery",3743,41,2553,28,805,621,161,644,1
"SHSCT",2012-06-30,"Daisy Hill","Acute Services","Gynaecology",624,7,359,4,171,89,60,111,0
"SHSCT",2012-06-30,"Daisy Hill","Acute Services","Nephrology",476,5,476,5,59,3671,19,40,3655
"SHSCT",2012-06-30,"Daisy Hill","Acute Services","Oral Surgery",0,0,0,0,0,11,0,0,0
"SHSCT",2012-06-30,"Daisy Hill","Acute Services","Paediatrics",1586,17,1140,13,382,8,23,359,0
"SHSCT",2012-06-30,"Daisy Hill","Acute Services","Thoracic Medicine",24,0,24,0,7,18,1,6,0
"SHSCT",2012-06-30,"Daisy Hill","Elderly Care","Geriatric Medicine",2562,28,2319,26,133,0,0,0,0
"SHSCT",2012-06-30,"Daisy Hill","Maternity & Child Health","Obstetrics",1782,20,1472,16,605,0,0,0,0
"SHSCT",2012-06-30,"Daisy Hill","Maternity & Child Health","Well Babies Paed",1685,19,967,11,477,0,0,0,0
"SHSCT",2012-06-30,"Longstone","Learning Disability","Learning Disability",5749,63,5255,58,44,0,0,0,0
"SHSCT",2012-06-30,"Lurgan","Elderly Care","Geriatric Medicine",4641,51,4303,47,178,0,0,0,0
"SHSCT",2012-06-30,"South Tyrone","Acute Services","Ear Nose Throat",0,0,0,0,0,75,0,0,0
"SHSCT",2012-06-30,"South Tyrone","Acute Services","Gastroenterology",0,0,0,0,1,334,0,1,0
"SHSCT",2012-06-30,"South Tyrone","Acute Services","General Practice Other",0,0,0,0,0,107,0,0,0
"SHSCT",2012-06-30,"South Tyrone","Acute Services","General Surgery",0,0,0,0,0,761,0,0,0
"SHSCT",2012-06-30,"South Tyrone","Acute Services","Gynaecology",0,0,0,0,0,78,0,0,0
"SHSCT",2012-06-30,"South Tyrone","Acute Services","Ophthalmology",0,0,0,0,0,159,0,0,0
"SHSCT",2012-06-30,"South Tyrone","Acute Services","Pain Management",0,0,0,0,0,223,0,0,0
"SHSCT",2012-06-30,"South Tyrone","Acute Services","Rheumatology",0,0,0,0,0,78,0,0,0
"SHSCT",2012-06-30,"South Tyrone","Acute Services","Trauma & Orthopaedics Surgery",0,0,0,0,0,47,0,0,0
"SHSCT",2012-06-30,"South Tyrone","Acute Services","Urology",0,0,0,0,0,27,0,0,0
"SHSCT",2012-06-30,"South Tyrone","Elderly Care","Geriatric Medicine",4095,45,3484,38,134,0,0,0,0
"SHSCT",2012-06-30,"St Lukes","Elderly Care","Old Age Psychiatry",2184,24,1846,20,37,0,0,0,0
"SHSCT",2012-06-30,"St Lukes","Mental Health","Mental Illness",3200,35,2923,32,106,0,0,0,0
"WHSCT",2012-06-30,"Altnagelvin Area","Acute Services","Anaesthetics",968,11,641,7,23,0,0,23,0
"WHSCT",2012-06-30,"Altnagelvin Area","Acute Services","Cardiology",2267,25,1779,20,516,111,45,471,0
"WHSCT",2012-06-30,"Altnagelvin Area","Acute Services","Clinical Oncology",0,0,0,0,1,544,0,1,440
"WHSCT",2012-06-30,"Altnagelvin Area","Acute Services","Dermatology",515,6,458,5,65,3,42,23,0
"WHSCT",2012-06-30,"Altnagelvin Area","Acute Services","Ear Nose Throat",1082,12,922,10,498,195,353,145,0
"WHSCT",2012-06-30,"Altnagelvin Area","Acute Services","General Medicine",12137,133,10644,117,1841,1321,82,1759,0
"WHSCT",2012-06-30,"Altnagelvin Area","Acute Services","General Practice Other",0,0,0,0,0,205,0,0,0
"WHSCT",2012-06-30,"Altnagelvin Area","Acute Services","General Surgery",5737,63,5108,56,1197,494,300,897,0
"WHSCT",2012-06-30,"Altnagelvin Area","Acute Services","Gynaecology",1306,14,606,7,322,109,212,110,0
"WHSCT",2012-06-30,"Altnagelvin Area","Acute Services","Haematology Clinical",650,7,589,7,78,499,9,69,173
"WHSCT",2012-06-30,"Altnagelvin Area","Acute Services","Nephrology",511,6,511,6,55,2368,7,48,2367
"WHSCT",2012-06-30,"Altnagelvin Area","Acute Services","Neurology",0,0,0,0,0,7,0,0,0
"WHSCT",2012-06-30,"Altnagelvin Area","Acute Services","Ophthalmology",148,2,89,1,47,707,8,39,0
"WHSCT",2012-06-30,"Altnagelvin Area","Acute Services","Oral Surgery",321,4,223,3,116,717,73,43,0
"WHSCT",2012-06-30,"Altnagelvin Area","Acute Services","Paediatrics",4927,54,2298,25,1047,68,62,985,0
"WHSCT",2012-06-30,"Altnagelvin Area","Acute Services","Pain Management",0,0,0,0,0,54,0,0,0
"WHSCT",2012-06-30,"Altnagelvin Area","Acute Services","Radiology",0,0,0,0,0,30,0,0,0
"WHSCT",2012-06-30,"Altnagelvin Area","Acute Services","Trauma & Orthopaedics Surgery",4660,51,3767,41,740,90,355,385,0
"WHSCT",2012-06-30,"Altnagelvin Area","Acute Services","Urology",944,10,721,8,286,535,216,70,0
"WHSCT",2012-06-30,"Altnagelvin Area","Elderly Care","Geriatric Medicine",4251,47,4089,45,344,0,0,0,0
"WHSCT",2012-06-30,"Altnagelvin Area","Maternity & Child Health","Obstetrics",3466,38,1923,21,793,0,0,0,0
"WHSCT",2012-06-30,"Altnagelvin Area","Maternity & Child Health","Well Babies Paed",1147,13,1147,13,672,0,0,0,0
"WHSCT",2012-06-30,"Altnagelvin Area","Mental Health","Mental Illness",0,0,0,0,0,40,0,0,0
"WHSCT",2012-06-30,"Gransha","Elderly Care","Old Age Psychiatry",1638,18,1393,15,6,0,0,0,0
"WHSCT",2012-06-30,"Gransha","Mental Health","Mental Illness",4914,54,5012,55,154,0,0,0,0
"WHSCT",2012-06-30,"Lakeview","Learning Disability","Learning Disability",2184,24,1600,18,30,0,0,0,0
"WHSCT",2012-06-30,"South West Acute","Acute Services","Cardiology",724,8,398,4,127,6,5,122,0
"WHSCT",2012-06-30,"South West Acute","Acute Services","General Medicine",5506,61,4681,51,1090,333,26,1064,0
"WHSCT",2012-06-30,"South West Acute","Acute Services","General Practice Other",0,0,0,0,0,41,0,0,0
"WHSCT",2012-06-30,"South West Acute","Acute Services","General Surgery",4116,45,2866,32,812,423,137,675,0
"WHSCT",2012-06-30,"South West Acute","Acute Services","Gynaecology",507,6,335,4,171,109,69,102,0
"WHSCT",2012-06-30,"South West Acute","Acute Services","Paediatrics",1880,21,961,11,482,0,10,472,0
"WHSCT",2012-06-30,"South West Acute","Acute Services","Pain Management",0,0,0,0,0,1,0,0,0
"WHSCT",2012-06-30,"South West Acute","Acute Services","Rehabilitation",306,3,31,0,2,0,0,2,0
"WHSCT",2012-06-30,"South West Acute","Elderly Care","Geriatric Medicine",4259,47,3535,39,261,0,0,0,0
"WHSCT",2012-06-30,"South West Acute","Maternity & Child Health","Obstetrics",1461,16,910,10,396,0,0,0,0
"WHSCT",2012-06-30,"South West Acute","Maternity & Child Health","Well Babies Paed",509,6,509,6,278,0,0,0,0
"WHSCT",2012-06-30,"Tyrone and Fermanagh","Elderly Care","Old Age Psychiatry",3640,40,3058,34,39,0,0,0,0
"WHSCT",2012-06-30,"Tyrone and Fermanagh","Mental Health","Mental Illness",4550,50,4035,44,110,0,0,0,0
"WHSCT",2012-06-30,"Tyrone County","Acute Services","Cardiology",363,4,52,1,511,16,3,508,0
"WHSCT",2012-06-30,"Tyrone County","Acute Services","Clinical Oncology",0,0,0,0,0,27,0,0,0
"WHSCT",2012-06-30,"Tyrone County","Acute Services","Ear Nose Throat",0,0,0,0,0,60,0,0,0
"WHSCT",2012-06-30,"Tyrone County","Acute Services","General Medicine",0,0,0,0,1,106,1,0,0
"WHSCT",2012-06-30,"Tyrone County","Acute Services","General Surgery",0,0,0,0,0,719,0,0,0
"WHSCT",2012-06-30,"Tyrone County","Acute Services","Gynaecology",0,0,0,0,0,63,0,0,0
"WHSCT",2012-06-30,"Tyrone County","Acute Services","Nephrology",0,0,0,0,0,2994,0,0,2993
"WHSCT",2012-06-30,"Tyrone County","Acute Services","Ophthalmology",0,0,0,0,0,229,0,0,0
"WHSCT",2012-06-30,"Tyrone County","Acute Services","Pain Management",0,0,0,0,1,120,1,0,0
"WHSCT",2012-06-30,"Tyrone County","Acute Services","Palliative Medicine",890,10,702,8,45,1,20,25,0
"WHSCT",2012-06-30,"Tyrone County","Acute Services","Rehabilitation",2226,25,2226,25,112,2,6,106,0
"WHSCT",2012-06-30,"Tyrone County","Acute Services","Urology",0,0,0,0,1,188,1,0,0
"WHSCT",2012-06-30,"Tyrone County","Elderly Care","Geriatric Medicine",525,6,109,1,2,0,0,0,0
"WHSCT",2012-06-30,"Waterside","Elderly Care","Geriatric Medicine",4368,48,4232,47,95,0,0,0,0
"WHSCT",2012-06-30,"Waterside","Elderly Care","Old Age Psychiatry",1638,18,1463,16,25,0,0,0,0
"BHSCT",2012-09-30,"Beechcroft","Mental Health","Child & Adolescent Psychiatry",2836,31,1841,20,43,0,0,0,0
"BHSCT",2012-09-30,"Belfast City","Acute Services","Anaesthetics",0,0,0,0,1,54,1,0,0
"BHSCT",2012-09-30,"Belfast City","Acute Services","Cardiology",3000,33,1946,21,611,391,243,368,0
"BHSCT",2012-09-30,"Belfast City","Acute Services","Clinical Oncology",185,2,185,2,47,0,8,39,0
"BHSCT",2012-09-30,"Belfast City","Acute Services","Dermatology",821,9,612,7,56,0,44,12,0
"BHSCT",2012-09-30,"Belfast City","Acute Services","Ear Nose Throat",0,0,0,0,0,1,0,0,0
"BHSCT",2012-09-30,"Belfast City","Acute Services","Endocrinology",109,1,109,1,0,0,0,0,0
"BHSCT",2012-09-30,"Belfast City","Acute Services","Gastroenterology",727,8,727,8,141,765,24,117,0
"BHSCT",2012-09-30,"Belfast City","Acute Services","General Medicine",5817,63,4779,52,637,57,10,627,0
"BHSCT",2012-09-30,"Belfast City","Acute Services","General Surgery",4755,52,3506,38,746,272,346,400,0
"BHSCT",2012-09-30,"Belfast City","Acute Services","Gynaecology",2066,23,1509,16,423,117,333,90,0
"BHSCT",2012-09-30,"Belfast City","Acute Services","Haematology Clinical",3332,36,3074,33,165,21,53,112,1
"BHSCT",2012-09-30,"Belfast City","Acute Services","Medical Oncology",209,2,209,2,49,0,2,47,0
"BHSCT",2012-09-30,"Belfast City","Acute Services","Nephrology",5620,61,3575,39,265,7498,192,73,7396
"BHSCT",2012-09-30,"Belfast City","Acute Services","Pain Management",208,2,0,0,0,110,0,0,0
"BHSCT",2012-09-30,"Belfast City","Acute Services","Plastic Surgery",13,0,13,0,14,1,14,0,0
"BHSCT",2012-09-30,"Belfast City","Acute Services","Radiology",0,0,0,0,0,16,0,0,0
"BHSCT",2012-09-30,"Belfast City","Acute Services","Thoracic Medicine",2892,31,2395,26,266,139,99,167,0
"BHSCT",2012-09-30,"Belfast City","Acute Services","Thoracic Surgery",113,1,113,1,16,0,16,0,0
"BHSCT",2012-09-30,"Belfast City","Acute Services","Trauma & Orthopaedics Surgery",0,0,0,0,1,0,0,1,0
"BHSCT",2012-09-30,"Belfast City","Acute Services","Urology",2978,32,2437,27,635,1449,457,178,0
"BHSCT",2012-09-30,"Belfast City","Elderly Care","Geriatric Medicine",8190,89,7768,84,470,0,0,0,0
"BHSCT",2012-09-30,"Knockbracken","Elderly Care","Old Age Psychiatry",3680,40,3169,34,4,0,0,0,0
"BHSCT",2012-09-30,"Knockbracken","Mental Health","Forensic Psychiatry",3128,34,2754,30,7,0,0,0,0
"BHSCT",2012-09-30,"Knockbracken","Mental Health","Mental Illness",8096,88,7729,84,44,0,0,0,0
"BHSCT",2012-09-30,"Mater Infirmorum","Acute Services","Accident & Emergency",371,4,108,1,176,0,0,176,0
"BHSCT",2012-09-30,"Mater Infirmorum","Acute Services","Cardiology",1729,19,1571,17,349,15,4,345,0
"BHSCT",2012-09-30,"Mater Infirmorum","Acute Services","Endocrinology",159,2,159,2,32,0,0,32,0
"BHSCT",2012-09-30,"Mater Infirmorum","Acute Services","Gastroenterology",728,8,728,8,113,71,10,103,0
"BHSCT",2012-09-30,"Mater Infirmorum","Acute Services","General Medicine",7727,84,6833,74,1085,154,19,1066,0
"BHSCT",2012-09-30,"Mater Infirmorum","Acute Services","General Surgery",3535,38,3019,33,647,294,142,505,0
"BHSCT",2012-09-30,"Mater Infirmorum","Acute Services","Gynaecology",0,0,0,0,8,380,4,4,0
"BHSCT",2012-09-30,"Mater Infirmorum","Acute Services","Ophthalmology",92,1,92,1,3,772,3,0,0
"BHSCT",2012-09-30,"Mater Infirmorum","Acute Services","Oral Surgery",0,0,0,0,0,78,0,0,0
"BHSCT",2012-09-30,"Mater Infirmorum","Acute Services","Pain Management",0,0,0,0,0,98,0,0,0
"BHSCT",2012-09-30,"Mater Infirmorum","Acute Services","Thoracic Medicine",1603,17,1603,17,188,4,7,181,0
"BHSCT",2012-09-30,"Mater Infirmorum","Elderly Care","Geriatric Medicine",698,8,591,6,76,0,0,0,0
"BHSCT",2012-09-30,"Mater Infirmorum","Elderly Care","Old Age Psychiatry",1059,12,1059,12,11,0,0,0,0
"BHSCT",2012-09-30,"Mater Infirmorum","Maternity & Child Health","Obstetrics",1542,17,654,7,391,0,0,0,0
"BHSCT",2012-09-30,"Mater Infirmorum","Maternity & Child Health","Well Babies Obs",354,4,354,4,299,0,0,0,0
"BHSCT",2012-09-30,"Mater Infirmorum","Mental Health","Mental Illness",4176,45,4058,44,70,10,0,0,0
"BHSCT",2012-09-30,"Muckamore Abbey","Learning Disability","Learning Disability",21436,233,19181,209,37,0,0,0,0
"BHSCT",2012-09-30,"Musgrave Park","Acute Services","Neurology",2116,23,1932,21,104,0,101,3,0
"BHSCT",2012-09-30,"Musgrave Park","Acute Services","Pain Management",0,0,0,0,1,173,1,0,0
"BHSCT",2012-09-30,"Musgrave Park","Acute Services","Rehabilitation",4233,46,3218,35,90,422,39,51,0
"BHSCT",2012-09-30,"Musgrave Park","Acute Services","Rheumatology",1336,15,948,10,108,1449,72,36,0
"BHSCT",2012-09-30,"Musgrave Park","Acute Services","Trauma & Orthopaedics Surgery",7971,87,6175,67,1285,673,1182,103,0
"BHSCT",2012-09-30,"Musgrave Park","Elderly Care","Geriatric Medicine",6256,68,5355,58,160,0,0,0,0
"BHSCT",2012-09-30,"NI Cancer Centre","Acute Services","Clinical Oncology",4242,46,4242,46,447,1358,232,215,0
"BHSCT",2012-09-30,"NI Cancer Centre","Acute Services","Dermatology",7,0,7,0,3,0,0,3,0
"BHSCT",2012-09-30,"NI Cancer Centre","Acute Services","Haematology Clinical",821,9,821,9,109,1649,26,83,0
"BHSCT",2012-09-30,"NI Cancer Centre","Acute Services","Medical Oncology",1241,14,998,11,150,1389,33,117,0
"BHSCT",2012-09-30,"NI Cancer Centre","Acute Services","Nephrology",0,0,0,0,0,2,0,0,0
"BHSCT",2012-09-30,"NI Cancer Centre","Acute Services","Radiology",13,0,13,0,10,0,8,2,0
"BHSCT",2012-09-30,"RBHSC","Acute Services","Anaesthetics",734,8,538,6,18,0,1,17,0
"BHSCT",2012-09-30,"RBHSC","Acute Services","Cardiology",595,7,595,7,69,27,45,24,0
"BHSCT",2012-09-30,"RBHSC","Acute Services","Ear Nose Throat",90,1,90,1,51,48,19,32,0
"BHSCT",2012-09-30,"RBHSC","Acute Services","Endocrinology",0,0,0,0,1,6,1,0,0
"BHSCT",2012-09-30,"RBHSC","Acute Services","General Medicine",0,0,0,0,0,1,0,0,0
"BHSCT",2012-09-30,"RBHSC","Acute Services","Haematology Clinical",112,1,112,1,29,298,22,7,0
"BHSCT",2012-09-30,"RBHSC","Acute Services","Infectious Diseases",0,0,0,0,188,1,20,168,0
"BHSCT",2012-09-30,"RBHSC","Acute Services","Medical Oncology",460,5,460,5,81,127,74,7,0
"BHSCT",2012-09-30,"RBHSC","Acute Services","Nephrology",97,1,97,1,22,155,8,14,0
"BHSCT",2012-09-30,"RBHSC","Acute Services","Neurosurgery",489,5,489,5,40,5,17,23,0
"BHSCT",2012-09-30,"RBHSC","Acute Services","Ophthalmology",15,0,15,0,6,1,0,6,0
"BHSCT",2012-09-30,"RBHSC","Acute Services","Paediatric Dentistry",0,0,0,0,0,93,0,0,0
"BHSCT",2012-09-30,"RBHSC","Acute Services","Paediatric Neurology",145,2,145,2,47,5,23,24,0
"BHSCT",2012-09-30,"RBHSC","Acute Services","Paediatric Surgery",730,8,730,8,236,172,60,176,0
"BHSCT",2012-09-30,"RBHSC","Acute Services","Paediatrics",3614,39,2581,28,461,108,61,400,0
"BHSCT",2012-09-30,"RBHSC","Acute Services","Plastic Surgery",88,1,88,1,29,75,23,6,0
"BHSCT",2012-09-30,"RBHSC","Acute Services","Thoracic Surgery",7,0,7,0,1,0,1,0,0
"BHSCT",2012-09-30,"RBHSC","Acute Services","Trauma & Orthopaedics Surgery",539,6,539,6,281,45,57,224,0
"BHSCT",2012-09-30,"Royal Maternity","Acute Services","Gynaecology",0,0,0,0,0,1,0,0,0
"BHSCT",2012-09-30,"Royal Maternity","Acute Services","Paediatrics",4140,45,2544,28,150,0,0,150,0
"BHSCT",2012-09-30,"Royal Maternity","Maternity & Child Health","Obstetrics",4324,47,4152,45,1726,319,0,0,0
"BHSCT",2012-09-30,"Royal Maternity","Maternity & Child Health","Well Babies Paed",2760,30,1514,17,1035,0,0,0,0
"BHSCT",2012-09-30,"Royal Victoria","Acute Services","Accident & Emergency",800,9,627,7,781,0,0,781,0
"BHSCT",2012-09-30,"Royal Victoria","Acute Services","Anaesthetics",2368,26,1979,22,79,0,4,75,0
"BHSCT",2012-09-30,"Royal Victoria","Acute Services","Cardiac Surgery",3929,43,2990,33,291,1,212,79,0
"BHSCT",2012-09-30,"Royal Victoria","Acute Services","Cardiology",5104,56,4071,44,994,409,318,676,0
"BHSCT",2012-09-30,"Royal Victoria","Acute Services","Dermatology",0,0,0,0,0,72,0,0,0
"BHSCT",2012-09-30,"Royal Victoria","Acute Services","Ear Nose Throat",2482,27,1820,20,584,466,442,142,0
"BHSCT",2012-09-30,"Royal Victoria","Acute Services","Endocrinology",1017,11,757,8,144,25,56,88,0
"BHSCT",2012-09-30,"Royal Victoria","Acute Services","Gastroenterology",3000,33,2984,32,418,992,103,315,0
"BHSCT",2012-09-30,"Royal Victoria","Acute Services","General Medicine",9337,102,8271,90,1965,422,45,1920,0
"BHSCT",2012-09-30,"Royal Victoria","Acute Services","General Surgery",8717,95,7139,78,1039,525,492,547,0
"BHSCT",2012-09-30,"Royal Victoria","Acute Services","Genito-Urinary Medicine",88,1,88,1,4,0,0,4,0
"BHSCT",2012-09-30,"Royal Victoria","Acute Services","Infectious Diseases",86,1,66,1,10,0,0,10,0
"BHSCT",2012-09-30,"Royal Victoria","Acute Services","Neurology",1809,20,1799,20,188,208,109,79,0
"BHSCT",2012-09-30,"Royal Victoria","Acute Services","Neurosurgery",3522,38,2760,30,340,64,208,132,0
"BHSCT",2012-09-30,"Royal Victoria","Acute Services","Ophthalmology",2106,23,941,10,275,1574,184,91,0
"BHSCT",2012-09-30,"Royal Victoria","Acute Services","Oral Surgery",252,3,16,0,23,25,23,0,0
"BHSCT",2012-09-30,"Royal Victoria","Acute Services","Paediatrics",0,0,0,0,1,0,0,1,0
"BHSCT",2012-09-30,"Royal Victoria","Acute Services","Plastic Surgery",605,7,461,5,59,71,33,26,0
"BHSCT",2012-09-30,"Royal Victoria","Acute Services","Radiology",0,0,0,0,0,31,0,0,0
"BHSCT",2012-09-30,"Royal Victoria","Acute Services","Rehabilitation",0,0,0,0,1,0,0,1,0
"BHSCT",2012-09-30,"Royal Victoria","Acute Services","Restorative Dentistry",0,0,0,0,6,4,6,0,0
"BHSCT",2012-09-30,"Royal Victoria","Acute Services","Thoracic Surgery",1379,15,1168,13,197,119,157,40,0
"BHSCT",2012-09-30,"Royal Victoria","Acute Services","Trauma & Orthopaedics Surgery",9279,101,8789,96,915,55,162,753,0
"BHSCT",2012-09-30,"Royal Victoria","Acute Services","Urology",0,0,0,0,0,1,0,0,0
"BHSCT",2012-09-30,"Royal Victoria","Elderly Care","Geriatric Medicine",2933,32,2494,27,349,0,0,0,0
"BHSCT",2012-09-30,"School of Dentistry","Acute Services","Restorative Dentistry",0,0,0,0,1,55,1,0,0
"BHSCT",2012-09-30,"Windsor House","Elderly Care","Old Age Psychiatry",331,4,331,4,3,0,0,0,0
"BHSCT",2012-09-30,"Windsor House","Mental Health","Mental Illness",1489,16,1462,16,42,0,0,0,0
"NHSCT",2012-09-30,"Antrim","Acute Services","Accident & Emergency",607,7,351,4,43,0,0,43,0
"NHSCT",2012-09-30,"Antrim","Acute Services","Anaesthetics",646,7,489,5,23,0,3,20,0
"NHSCT",2012-09-30,"Antrim","Acute Services","Cardiology",3824,42,3630,40,673,60,11,662,2
"NHSCT",2012-09-30,"Antrim","Acute Services","Clinical Oncology",0,0,0,0,0,398,0,0,371
"NHSCT",2012-09-30,"Antrim","Acute Services","Ear Nose Throat",670,7,449,5,358,185,261,97,0
"NHSCT",2012-09-30,"Antrim","Acute Services","Endocrinology",0,0,0,0,51,1,0,51,1
"NHSCT",2012-09-30,"Antrim","Acute Services","Gastroenterology",956,10,869,9,133,341,33,100,0
"NHSCT",2012-09-30,"Antrim","Acute Services","General Medicine",13422,146,11727,128,1761,8,25,1736,0
"NHSCT",2012-09-30,"Antrim","Acute Services","General Practice Other",0,0,0,0,0,52,0,0,0
"NHSCT",2012-09-30,"Antrim","Acute Services","General Surgery",5610,61,4778,52,1059,334,277,782,0
"NHSCT",2012-09-30,"Antrim","Acute Services","Gynaecology",920,10,616,7,258,150,134,124,0
"NHSCT",2012-09-30,"Antrim","Acute Services","Haematology Clinical",554,6,554,6,34,384,16,18,365
"NHSCT",2012-09-30,"Antrim","Acute Services","Infectious Diseases",64,1,0,0,0,0,0,0,0
"NHSCT",2012-09-30,"Antrim","Acute Services","Medical Oncology",7,0,4,0,1,341,1,0,319
"NHSCT",2012-09-30,"Antrim","Acute Services","Nephrology",2445,27,625,7,78,4645,54,24,4644
"NHSCT",2012-09-30,"Antrim","Acute Services","Oral Surgery",0,0,0,0,0,5,0,0,0
"NHSCT",2012-09-30,"Antrim","Acute Services","Paediatrics",3151,34,1957,21,694,0,16,678,0
"NHSCT",2012-09-30,"Antrim","Acute Services","Palliative Medicine",1101,12,900,10,80,0,46,34,0
"NHSCT",2012-09-30,"Antrim","Acute Services","Rheumatology",77,1,30,0,10,187,8,2,0
"NHSCT",2012-09-30,"Antrim","Acute Services","Thoracic Medicine",1397,15,1328,14,159,56,8,151,0
"NHSCT",2012-09-30,"Antrim","Elderly Care","Geriatric Medicine",1917,21,1812,20,242,0,0,0,0
"NHSCT",2012-09-30,"Antrim","Learning Disability","Learning Disability",3,0,3,0,0,0,0,0,0
"NHSCT",2012-09-30,"Antrim","Maternity & Child Health","Obstetrics",3193,35,1929,21,818,0,0,0,0
"NHSCT",2012-09-30,"Antrim","Maternity & Child Health","Well Babies Obs",2652,29,1061,12,645,0,0,0,0
"NHSCT",2012-09-30,"Causeway","Acute Services","Accident & Emergency",0,0,0,0,37,0,0,37,0
"NHSCT",2012-09-30,"Causeway","Acute Services","Anaesthetics",406,4,315,3,21,0,2,19,0
"NHSCT",2012-09-30,"Causeway","Acute Services","Cardiology",1623,18,1535,17,273,5,4,269,0
"NHSCT",2012-09-30,"Causeway","Acute Services","Dermatology",11,0,11,0,2,62,1,1,0
