"hsct22_name","date","year","month","specialty","waits_over_18_weeks","waits_over_52_weeks","total_waits"
"Southern",2022-06-01,2022,"Jun","Pain Management",1239,794,1658
"Southern",2022-06-01,2022,"Jun","Palliative Medicine",0,0,9
"Southern",2022-06-01,2022,"Jun","Rheumatology",2907,2246,3702
"Southern",2022-06-01,2022,"Jun","T & O Surgery",8504,6687,10560
"Southern",2022-06-01,2022,"Jun","Thoracic Medicine",2685,1993,3340
"Southern",2022-06-01,2022,"Jun","Urology",4842,4094,6203
"Southern",2022-03-01,2022,"Mar","Anaesthetics",0,0,2
"Southern",2022-03-01,2022,"Mar","Cardiology",2645,1967,3797
"Southern",2022-03-01,2022,"Mar","Chemical Pathology",14,0,74
"Southern",2022-03-01,2022,"Mar","Clinical Oncology",0,0,26
"Southern",2022-03-01,2022,"Mar","Dermatology",5419,3702,6977
"Southern",2022-03-01,2022,"Mar","ENT",9190,6979,11422
"Southern",2022-03-01,2022,"Mar","Endocrinology",568,309,957
"Southern",2022-03-01,2022,"Mar","GP Other",266,115,405
"Southern",2022-03-01,2022,"Mar","Gastroenterology",3078,2121,4472
"Southern",2022-03-01,2022,"Mar","General Medicine",118,77,144
"Southern",2022-03-01,2022,"Mar","General Surgery",13807,9837,17786
"Southern",2022-03-01,2022,"Mar","Genito-Urinary Medicine",3,0,25
"Southern",2022-03-01,2022,"Mar","Geriatric Medicine",354,267,518
"Southern",2022-03-01,2022,"Mar","Gynaecology",4287,2073,6508
"Southern",2022-03-01,2022,"Mar","Haematology (Clinical)",125,58,330
"Southern",2022-03-01,2022,"Mar","Infectious Diseases",6,6,7
"Southern",2022-03-01,2022,"Mar","Nephrology",5,1,72
"Southern",2022-03-01,2022,"Mar","Neurology",3683,3225,4333
"Southern",2022-03-01,2022,"Mar","Old Age Psychiatry",0,0,13
"Southern",2022-03-01,2022,"Mar","Ophthalmology",0,0,1
"Southern",2022-03-01,2022,"Mar","Oral Surgery",132,47,231
"Southern",2022-03-01,2022,"Mar","Orthodontics",96,0,169
"Southern",2022-03-01,2022,"Mar","Other",0,0,3
"Southern",2022-03-01,2022,"Mar","Paediatric Dentistry",2,0,7
"Southern",2022-03-01,2022,"Mar","Paediatrics",958,56,2577
"Southern",2022-03-01,2022,"Mar","Pain Management",1240,753,1601
"Southern",2022-03-01,2022,"Mar","Palliative Medicine",0,0,16
"Southern",2022-03-01,2022,"Mar","Rheumatology",2791,2071,3427
"Southern",2022-03-01,2022,"Mar","T & O Surgery",8934,6870,10694
"Southern",2022-03-01,2022,"Mar","Thoracic Medicine",2536,1874,3089
"Southern",2022-03-01,2022,"Mar","Urology",5411,4533,6701
"Southern",2022-09-01,2022,"Sep","Anaesthetics",17,0,77
"Southern",2022-09-01,2022,"Sep","Cardiology",2286,1506,3435
"Southern",2022-09-01,2022,"Sep","Chemical Pathology",26,3,79
"Southern",2022-09-01,2022,"Sep","Clinical Oncology",0,0,36
"Southern",2022-09-01,2022,"Sep","Dermatology",5918,4566,7813
"Southern",2022-09-01,2022,"Sep","ENT",9541,6963,12215
"Southern",2022-09-01,2022,"Sep","Endocrinology",716,419,1156
"Southern",2022-09-01,2022,"Sep","GP Other",268,135,575
"Southern",2022-09-01,2022,"Sep","Gastroenterology",3465,2419,5196
"Southern",2022-09-01,2022,"Sep","General Medicine",118,112,141
"Southern",2022-09-01,2022,"Sep","General Surgery",14095,10233,18824
"Southern",2022-09-01,2022,"Sep","Genito-Urinary Medicine",1,0,27
"Southern",2022-09-01,2022,"Sep","Geriatric Medicine",369,267,570
"Southern",2022-09-01,2022,"Sep","Gynaecology",5543,3203,7712
"Southern",2022-09-01,2022,"Sep","Haematology (Clinical)",169,80,514
"Southern",2022-09-01,2022,"Sep","Infectious Diseases",7,6,7
"Southern",2022-09-01,2022,"Sep","Nephrology",0,0,63
"Southern",2022-09-01,2022,"Sep","Neurology",3279,2680,4035
"Southern",2022-09-01,2022,"Sep","Old Age Psychiatry",0,0,18
"Southern",2022-09-01,2022,"Sep","Oral Surgery",208,85,282
"Southern",2022-09-01,2022,"Sep","Orthodontics",122,14,181
"Southern",2022-09-01,2022,"Sep","Other",0,0,3
"Southern",2022-09-01,2022,"Sep","Paediatric Dentistry",1,0,10
"Southern",2022-09-01,2022,"Sep","Paediatrics",1274,156,2988
"Southern",2022-09-01,2022,"Sep","Pain Management",1202,708,1621
"Southern",2022-09-01,2022,"Sep","Palliative Medicine",0,0,7
"Southern",2022-09-01,2022,"Sep","Rheumatology",2989,2190,3728
"Southern",2022-09-01,2022,"Sep","T & O Surgery",9107,6886,10864
"Southern",2022-09-01,2022,"Sep","Thoracic Medicine",2922,2127,3564
"Southern",2022-09-01,2022,"Sep","Urology",4633,3939,5882
"Southern",2023-12-01,2023,"Dec","Anaesthetics",22,0,75
"Southern",2023-12-01,2023,"Dec","Cardiology",1788,1062,2753
"Southern",2023-12-01,2023,"Dec","Chemical Pathology",99,6,165
"Southern",2023-12-01,2023,"Dec","Clinical Oncology",0,0,23
"Southern",2023-12-01,2023,"Dec","Dermatology",6945,5626,9022
"Southern",2023-12-01,2023,"Dec","ENT",11090,8098,13784
"Southern",2023-12-01,2023,"Dec","Endocrinology",972,592,1439
"Southern",2023-12-01,2023,"Dec","GP Other",199,20,546
"Southern",2023-12-01,2023,"Dec","Gastroenterology",4698,3210,6673
"Southern",2023-12-01,2023,"Dec","General Medicine",43,37,61
"Southern",2023-12-01,2023,"Dec","General Surgery",14537,10960,18390
"Southern",2023-12-01,2023,"Dec","Genito-Urinary Medicine",0,0,27
"Southern",2023-12-01,2023,"Dec","Geriatric Medicine",332,279,603
"Southern",2023-12-01,2023,"Dec","Gynaecology",7566,4863,9538
"Southern",2023-12-01,2023,"Dec","Haematology (Clinical)",247,192,405
"Southern",2023-12-01,2023,"Dec","Infectious Diseases",0,0,15
"Southern",2023-12-01,2023,"Dec","Learning Disability",0,0,4
"Southern",2023-12-01,2023,"Dec","Nephrology",5,0,87
"Southern",2023-12-01,2023,"Dec","Neurology",3422,2222,4285
"Southern",2023-12-01,2023,"Dec","Old Age Psychiatry",4,0,24
"Southern",2023-12-01,2023,"Dec","Oral Surgery",266,159,557
"Southern",2023-12-01,2023,"Dec","Orthodontics",4,0,77
"Southern",2023-12-01,2023,"Dec","Other",0,0,3
"Southern",2023-12-01,2023,"Dec","Paediatric Dentistry",0,0,5
"Southern",2023-12-01,2023,"Dec","Paediatrics",1434,331,3002
"Southern",2023-12-01,2023,"Dec","Pain Management",1096,526,1513
"Southern",2023-12-01,2023,"Dec","Palliative Medicine",0,0,9
"Southern",2023-12-01,2023,"Dec","Rheumatology",2980,2563,3602
"Southern",2023-12-01,2023,"Dec","T & O Surgery",9662,7327,11568
"Southern",2023-12-01,2023,"Dec","Thoracic Medicine",3564,2644,4266
"Southern",2023-12-01,2023,"Dec","Urology",3696,2854,5013
"Southern",2023-06-01,2023,"Jun","Anaesthetics",16,3,84
"Southern",2023-06-01,2023,"Jun","Cardiology",2325,1491,3461
"Southern",2023-06-01,2023,"Jun","Chemical Pathology",36,4,114
"Southern",2023-06-01,2023,"Jun","Clinical Oncology",0,0,10
"Southern",2023-06-01,2023,"Jun","Dermatology",6875,5648,8615
"Southern",2023-06-01,2023,"Jun","ENT",10232,7750,13368
"Southern",2023-06-01,2023,"Jun","Endocrinology",938,563,1428
"Southern",2023-06-01,2023,"Jun","GP Other",283,51,626
"Southern",2023-06-01,2023,"Jun","Gastroenterology",4108,2854,5900
"Southern",2023-06-01,2023,"Jun","General Medicine",82,74,101
"Southern",2023-06-01,2023,"Jun","General Surgery",13919,9780,18058
"Southern",2023-06-01,2023,"Jun","Genito-Urinary Medicine",0,0,32
"Southern",2023-06-01,2023,"Jun","Geriatric Medicine",318,270,476
"Southern",2023-06-01,2023,"Jun","Gynaecology",7244,4417,9374
"Southern",2023-06-01,2023,"Jun","Haematology (Clinical)",247,131,444
"Southern",2023-06-01,2023,"Jun","Infectious Diseases",0,0,1
"Southern",2023-06-01,2023,"Jun","Learning Disability",0,0,8
"Southern",2023-06-01,2023,"Jun","Nephrology",1,0,63
"Southern",2023-06-01,2023,"Jun","Neurology",3019,2123,3873
"Southern",2023-06-01,2023,"Jun","Obstetrics",1,0,1
"Southern",2023-06-01,2023,"Jun","Old Age Psychiatry",0,0,17
"Southern",2023-06-01,2023,"Jun","Oral Surgery",241,169,264
"Southern",2023-06-01,2023,"Jun","Orthodontics",19,0,64
"Southern",2023-06-01,2023,"Jun","Paediatric Dentistry",0,0,4
"Southern",2023-06-01,2023,"Jun","Paediatrics",1361,300,3327
"Southern",2023-06-01,2023,"Jun","Pain Management",1120,542,1566
"Southern",2023-06-01,2023,"Jun","Palliative Medicine",0,0,5
"Southern",2023-06-01,2023,"Jun","Rheumatology",3015,2374,3673
"Southern",2023-06-01,2023,"Jun","T & O Surgery",9367,7209,11704
"Southern",2023-06-01,2023,"Jun","Thoracic Medicine",3516,2567,4155
"Southern",2023-06-01,2023,"Jun","Urology",4403,3438,5801
"Southern",2023-03-01,2023,"Mar","Anaesthetics",17,2,79
"Southern",2023-03-01,2023,"Mar","Cardiology",2257,1479,3455
"Southern",2023-03-01,2023,"Mar","Chemical Pathology",9,4,88
"Southern",2023-03-01,2023,"Mar","Clinical Oncology",0,0,46
"Southern",2023-03-01,2023,"Mar","Dermatology",6626,5227,8018
"Southern",2023-03-01,2023,"Mar","ENT",9838,7263,12916
"Southern",2023-03-01,2023,"Mar","Endocrinology",915,550,1365
"Southern",2023-03-01,2023,"Mar","GP Other",221,53,492
"Southern",2023-03-01,2023,"Mar","Gastroenterology",3741,2641,5675
"Southern",2023-03-01,2023,"Mar","General Medicine",87,77,108
"Southern",2023-03-01,2023,"Mar","General Surgery",14251,10051,18669
"Southern",2023-03-01,2023,"Mar","Genito-Urinary Medicine",0,0,37
"Southern",2023-03-01,2023,"Mar","Geriatric Medicine",322,266,484
"Southern",2023-03-01,2023,"Mar","Gynaecology",6718,4004,8895
"Southern",2023-03-01,2023,"Mar","Haematology (Clinical)",263,103,463
"Southern",2023-03-01,2023,"Mar","Infectious Diseases",0,0,17
"Southern",2023-03-01,2023,"Mar","Nephrology",0,0,53
"Southern",2023-03-01,2023,"Mar","Neurology",2913,2149,3763
"Southern",2023-03-01,2023,"Mar","Old Age Psychiatry",0,0,17
"Southern",2023-03-01,2023,"Mar","Oral Surgery",239,147,284
"Southern",2023-03-01,2023,"Mar","Orthodontics",81,6,145
"Southern",2023-03-01,2023,"Mar","Other",0,0,1
"Southern",2023-03-01,2023,"Mar","Paediatric Dentistry",1,0,6
"Southern",2023-03-01,2023,"Mar","Paediatrics",1356,252,3203
"Southern",2023-03-01,2023,"Mar","Pain Management",1091,530,1526
"Southern",2023-03-01,2023,"Mar","Palliative Medicine",0,0,3
"Southern",2023-03-01,2023,"Mar","Rheumatology",3012,2187,3635
"Southern",2023-03-01,2023,"Mar","T & O Surgery",9384,7034,11291
"Southern",2023-03-01,2023,"Mar","Thoracic Medicine",3324,2350,3993
"Southern",2023-03-01,2023,"Mar","Urology",4291,3520,5755
"Southern",2023-09-01,2023,"Sep","Anaesthetics",15,0,87
"Southern",2023-09-01,2023,"Sep","Cardiology",2219,1391,3214
"Southern",2023-09-01,2023,"Sep","Chemical Pathology",63,6,143
"Southern",2023-09-01,2023,"Sep","Clinical Oncology",0,0,33
"Southern",2023-09-01,2023,"Sep","Dermatology",7137,5959,9416
"Southern",2023-09-01,2023,"Sep","ENT",10599,7779,13501
"Southern",2023-09-01,2023,"Sep","Endocrinology",1048,630,1527
"Southern",2023-09-01,2023,"Sep","GP Other",335,44,653
"Southern",2023-09-01,2023,"Sep","Gastroenterology",4412,3025,6007
"Southern",2023-09-01,2023,"Sep","General Medicine",62,51,85
"Southern",2023-09-01,2023,"Sep","General Surgery",14244,10477,18401
"Southern",2023-09-01,2023,"Sep","Genito-Urinary Medicine",0,0,30
"Southern",2023-09-01,2023,"Sep","Geriatric Medicine",325,274,547
"Southern",2023-09-01,2023,"Sep","Gynaecology",7268,4466,9353
"Southern",2023-09-01,2023,"Sep","Haematology (Clinical)",245,170,387
"Southern",2023-09-01,2023,"Sep","Infectious Diseases",0,0,3
"Southern",2023-09-01,2023,"Sep","Learning Disability",0,0,11
"Southern",2023-09-01,2023,"Sep","Nephrology",3,0,78
"Southern",2023-09-01,2023,"Sep","Neurology",3256,2155,4092
"Southern",2023-09-01,2023,"Sep","Old Age Psychiatry",1,0,23
"Southern",2023-09-01,2023,"Sep","Oral Surgery",292,211,455
"Southern",2023-09-01,2023,"Sep","Orthodontics",1,0,42
"Southern",2023-09-01,2023,"Sep","Other",0,0,1
"Southern",2023-09-01,2023,"Sep","Paediatric Dentistry",0,0,5
"Southern",2023-09-01,2023,"Sep","Paediatrics",1612,325,3326
"Southern",2023-09-01,2023,"Sep","Pain Management",1160,543,1571
"Southern",2023-09-01,2023,"Sep","Palliative Medicine",0,0,4
"Southern",2023-09-01,2023,"Sep","Rheumatology",3020,2490,3576
"Southern",2023-09-01,2023,"Sep","T & O Surgery",9670,7390,11681
"Southern",2023-09-01,2023,"Sep","Thoracic Medicine",3612,2614,4236
"Southern",2023-09-01,2023,"Sep","Urology",3837,2773,5140
"Southern",2024-06-01,2024,"Jun","Anaesthetics",24,0,103
"Southern",2024-06-01,2024,"Jun","Cardiology",1629,983,2513
"Southern",2024-06-01,2024,"Jun","Chemical Pathology",68,10,162
"Southern",2024-06-01,2024,"Jun","Clinical Oncology",1,0,17
"Southern",2024-06-01,2024,"Jun","Dermatology",7060,5177,9458
"Southern",2024-06-01,2024,"Jun","ENT",11767,9142,14667
"Southern",2024-06-01,2024,"Jun","Endocrinology",968,638,1537
"Southern",2024-06-01,2024,"Jun","GP Other",82,24,305
"Southern",2024-06-01,2024,"Jun","Gastroenterology",5533,3583,7511
"Southern",2024-06-01,2024,"Jun","General Medicine",44,36,68
"Southern",2024-06-01,2024,"Jun","General Surgery",14589,11232,18558
"Southern",2024-06-01,2024,"Jun","Genito-Urinary Medicine",0,0,23
"Southern",2024-06-01,2024,"Jun","Geriatric Medicine",325,274,631
"Southern",2024-06-01,2024,"Jun","Gynaecology",8096,5680,10176
"Southern",2024-06-01,2024,"Jun","Haematology (Clinical)",206,178,370
"Southern",2024-06-01,2024,"Jun","Infectious Diseases",1,0,8
"Southern",2024-06-01,2024,"Jun","Learning Disability",0,0,4
"Southern",2024-06-01,2024,"Jun","Nephrology",8,0,84
"Southern",2024-06-01,2024,"Jun","Neurology",3824,2573,4694
"Southern",2024-06-01,2024,"Jun","Old Age Psychiatry",5,0,28
"Southern",2024-06-01,2024,"Jun","Oral and Maxillofacial Surgery",432,116,737
"Southern",2024-06-01,2024,"Jun","Orthodontics",63,0,133
"Southern",2024-06-01,2024,"Jun","Paediatric Dentistry",0,0,1
"Southern",2024-06-01,2024,"Jun","Paediatrics",1438,422,3211
"Southern",2024-06-01,2024,"Jun","Pain Management",1079,559,1551
"Southern",2024-06-01,2024,"Jun","Palliative Medicine",0,0,7
"Southern",2024-06-01,2024,"Jun","Rheumatology",2889,2524,3526
"Southern",2024-06-01,2024,"Jun","T & O Surgery",9777,7354,11906
"Southern",2024-06-01,2024,"Jun","Thoracic Medicine",4060,3056,4822
"Southern",2024-06-01,2024,"Jun","Urology",4013,2994,5210
"Southern",2024-03-01,2024,"Mar","Anaesthetics",13,0,54
"Southern",2024-03-01,2024,"Mar","Cardiology",1663,1007,2591
"Southern",2024-03-01,2024,"Mar","Chemical Pathology",91,6,169
"Southern",2024-03-01,2024,"Mar","Clinical Oncology",0,0,15
"Southern",2024-03-01,2024,"Mar","Dermatology",6596,4938,8832
"Southern",2024-03-01,2024,"Mar","ENT",11629,8834,14614
"Southern",2024-03-01,2024,"Mar","Endocrinology",1016,614,1500
"Southern",2024-03-01,2024,"Mar","GP Other",128,28,305
"Southern",2024-03-01,2024,"Mar","Gastroenterology",4991,3405,6990
"Southern",2024-03-01,2024,"Mar","General Medicine",40,36,63
"Southern",2024-03-01,2024,"Mar","General Surgery",14698,11198,18785
"Southern",2024-03-01,2024,"Mar","Genito-Urinary Medicine",0,0,2
"Southern",2024-03-01,2024,"Mar","Geriatric Medicine",380,278,666
"Southern",2024-03-01,2024,"Mar","Gynaecology",7860,5330,9863
"Southern",2024-03-01,2024,"Mar","Haematology (Clinical)",217,172,321
"Southern",2024-03-01,2024,"Mar","Infectious Diseases",5,0,8
"Southern",2024-03-01,2024,"Mar","Learning Disability",0,0,6
"Southern",2024-03-01,2024,"Mar","Nephrology",10,0,89
"Southern",2024-03-01,2024,"Mar","Neurology",3604,2406,4450
"Southern",2024-03-01,2024,"Mar","Old Age Psychiatry",5,0,29
"Southern",2024-03-01,2024,"Mar","Oral And Maxillofacial Surgery",97,84,107
"Southern",2024-03-01,2024,"Mar","Oral and Maxillofacial Surgery",261,65,568
"Southern",2024-03-01,2024,"Mar","Orthodontics",33,0,104
"Southern",2024-03-01,2024,"Mar","Paediatric Dentistry",2,0,2
"Southern",2024-03-01,2024,"Mar","Paediatrics",1376,334,3082
"Southern",2024-03-01,2024,"Mar","Pain Management",1119,601,1540
"Southern",2024-03-01,2024,"Mar","Palliative Medicine",1,0,10
"Southern",2024-03-01,2024,"Mar","Rheumatology",2978,2598,3472
"Southern",2024-03-01,2024,"Mar","T & O Surgery",9568,7270,11569
"Southern",2024-03-01,2024,"Mar","Thoracic Medicine",3810,2869,4540
"Southern",2024-03-01,2024,"Mar","Urology",3923,2947,5086
"Southern",2024-09-01,2024,"Sep","Anaesthetics",32,0,99
"Southern",2024-09-01,2024,"Sep","Cardiology",1523,907,2395
"Southern",2024-09-01,2024,"Sep","Chemical Pathology",56,11,125
"Southern",2024-09-01,2024,"Sep","Clinical Oncology",1,0,38
"Southern",2024-09-01,2024,"Sep","Dermatology",7619,5418,10385
"Southern",2024-09-01,2024,"Sep","ENT",12176,9442,14668
"Southern",2024-09-01,2024,"Sep","Endocrinology",1012,634,1583
"Southern",2024-09-01,2024,"Sep","GP Other",68,26,270
"Southern",2024-09-01,2024,"Sep","Gastroenterology",5993,4006,7794
"Southern",2024-09-01,2024,"Sep","General Medicine",43,37,66
"Southern",2024-09-01,2024,"Sep","General Surgery",14969,11578,18546
"Southern",2024-09-01,2024,"Sep","Genito-Urinary Medicine",0,0,23
"Southern",2024-09-01,2024,"Sep","Geriatric Medicine",320,280,553
"Southern",2024-09-01,2024,"Sep","Gynaecology",8543,6177,10363
"Southern",2024-09-01,2024,"Sep","Haematology (Clinical)",214,176,394
"Southern",2024-09-01,2024,"Sep","Infectious Diseases",1,0,8
"Southern",2024-09-01,2024,"Sep","Learning Disability",1,0,7
"Southern",2024-09-01,2024,"Sep","Nephrology",3,0,67
"Southern",2024-09-01,2024,"Sep","Neurology",3983,2783,4961
"Southern",2024-09-01,2024,"Sep","Old Age Psychiatry",11,0,23
"Southern",2024-09-01,2024,"Sep","Oral and Maxillofacial Surgery",551,139,854
"Southern",2024-09-01,2024,"Sep","Orthodontics",99,4,153
"Southern",2024-09-01,2024,"Sep","Other",0,0,1
"Southern",2024-09-01,2024,"Sep","Paediatric Dentistry",0,0,1
"Southern",2024-09-01,2024,"Sep","Paediatrics",1674,550,3129
"Southern",2024-09-01,2024,"Sep","Pain Management",1106,544,1605
"Southern",2024-09-01,2024,"Sep","Palliative Medicine",0,0,2
"Southern",2024-09-01,2024,"Sep","Rheumatology",2864,2492,3387
"Southern",2024-09-01,2024,"Sep","T & O Surgery",10073,7425,12146
"Southern",2024-09-01,2024,"Sep","Thoracic Medicine",4311,3235,4983
"Southern",2024-09-01,2024,"Sep","Urology",4060,3047,5206
"Western",2019-12-01,2019,"Dec","Cardiology",110,12,845
"Western",2019-12-01,2019,"Dec","Chemical Pathology",0,0,30
"Western",2019-12-01,2019,"Dec","Clinical Oncology",0,0,71
"Western",2019-12-01,2019,"Dec","Dermatology",566,216,1174
"Western",2019-12-01,2019,"Dec","ENT",2000,1204,4204
"Western",2019-12-01,2019,"Dec","GP Other",1,0,174
"Western",2019-12-01,2019,"Dec","General Medicine",3943,1985,7548
"Western",2019-12-01,2019,"Dec","General Surgery",6051,3651,8816
"Western",2019-12-01,2019,"Dec","Geriatric Medicine",54,0,208
"Western",2019-12-01,2019,"Dec","Gynaecology",1088,165,3083
"Western",2019-12-01,2019,"Dec","Haematology (Clinical)",3,0,82
"Western",2019-12-01,2019,"Dec","Learning Disability",27,11,58
"Western",2019-12-01,2019,"Dec","Nephrology",16,0,110
"Western",2019-12-01,2019,"Dec","Neurology",3744,3025,4250
"Western",2019-12-01,2019,"Dec","Ophthalmology",3421,613,6258
"Western",2019-12-01,2019,"Dec","Oral Surgery",3623,2486,4639
"Western",2019-12-01,2019,"Dec","Orthodontics",87,0,222
"Western",2019-12-01,2019,"Dec","Paediatrics",748,306,1652
"Western",2019-12-01,2019,"Dec","Pain Management",526,224,916
"Western",2019-12-01,2019,"Dec","Palliative Medicine",0,0,6
"Western",2019-12-01,2019,"Dec","Rheumatology",1058,620,1559
"Western",2019-12-01,2019,"Dec","T & O Surgery",9415,6555,11945
"Western",2019-12-01,2019,"Dec","Thoracic Surgery",0,0,1
"Western",2019-12-01,2019,"Dec","Urology",851,313,2263
"Western",2019-06-01,2019,"Jun","Cardiology",94,0,977
"Western",2019-06-01,2019,"Jun","Chemical Pathology",0,0,16
"Western",2019-06-01,2019,"Jun","Clinical Oncology",9,0,95
"Western",2019-06-01,2019,"Jun","Dermatology",503,128,1260
"Western",2019-06-01,2019,"Jun","ENT",2022,1124,4367
"Western",2019-06-01,2019,"Jun","GP Other",8,1,153
"Western",2019-06-01,2019,"Jun","General Medicine",2910,1806,6397
"Western",2019-06-01,2019,"Jun","General Surgery",5478,3126,8203
"Western",2019-06-01,2019,"Jun","Geriatric Medicine",23,0,214
"Western",2019-06-01,2019,"Jun","Gynaecology",829,174,3021
"Western",2019-06-01,2019,"Jun","Haematology (Clinical)",0,0,39
"Western",2019-06-01,2019,"Jun","Learning Disability",36,15,57
"Western",2019-06-01,2019,"Jun","Nephrology",15,0,133
"Western",2019-06-01,2019,"Jun","Neurology",3410,2651,3953
"Western",2019-06-01,2019,"Jun","Ophthalmology",2512,240,5237
"Western",2019-06-01,2019,"Jun","Oral Surgery",3641,2467,4698
"Western",2019-06-01,2019,"Jun","Orthodontics",7,0,125
"Western",2019-06-01,2019,"Jun","Paediatric Neurology",0,0,1
"Western",2019-06-01,2019,"Jun","Paediatrics",460,257,1367
"Western",2019-06-01,2019,"Jun","Pain Management",700,251,1033
"Western",2019-06-01,2019,"Jun","Palliative Medicine",2,0,9
"Western",2019-06-01,2019,"Jun","Rheumatology",1027,549,1595
"Western",2019-06-01,2019,"Jun","T & O Surgery",9545,6895,12219
"Western",2019-06-01,2019,"Jun","Urology",689,264,2077
"Western",2019-03-01,2019,"Mar","Cardiology",40,0,956
"Western",2019-03-01,2019,"Mar","Chemical Pathology",0,0,25
"Western",2019-03-01,2019,"Mar","Clinical Oncology",0,0,77
"Western",2019-03-01,2019,"Mar","Dermatology",396,68,1159
"Western",2019-03-01,2019,"Mar","ENT",1984,1016,4192
"Western",2019-03-01,2019,"Mar","GP Other",11,1,164
"Western",2019-03-01,2019,"Mar","General Medicine",2631,1723,6198
"Western",2019-03-01,2019,"Mar","General Surgery",4968,2561,7798
"Western",2019-03-01,2019,"Mar","Geriatric Medicine",5,0,196
"Western",2019-03-01,2019,"Mar","Gynaecology",699,201,2785
"Western",2019-03-01,2019,"Mar","Haematology (Clinical)",0,0,30
"Western",2019-03-01,2019,"Mar","Learning Disability",46,14,64
"Western",2019-03-01,2019,"Mar","Nephrology",0,0,86
"Western",2019-03-01,2019,"Mar","Neurology",3217,2429,3751
"Western",2019-03-01,2019,"Mar","Ophthalmology",2235,338,5401
"Western",2019-03-01,2019,"Mar","Oral Surgery",3696,2493,4743
"Western",2019-03-01,2019,"Mar","Orthodontics",23,0,127
"Western",2019-03-01,2019,"Mar","Paediatrics",485,207,1263
"Western",2019-03-01,2019,"Mar","Pain Management",780,256,1141
"Western",2019-03-01,2019,"Mar","Palliative Medicine",0,0,2
"Western",2019-03-01,2019,"Mar","Rheumatology",1111,560,1620
"Western",2019-03-01,2019,"Mar","T & O Surgery",9180,6443,11821
"Western",2019-03-01,2019,"Mar","Urology",679,247,2153
"Western",2019-09-01,2019,"Sep","Cardiology",81,6,834
"Western",2019-09-01,2019,"Sep","Chemical Pathology",0,0,27
"Western",2019-09-01,2019,"Sep","Clinical Oncology",0,0,82
"Western",2019-09-01,2019,"Sep","Dermatology",529,141,1220
"Western",2019-09-01,2019,"Sep","ENT",2048,1181,4175
"Western",2019-09-01,2019,"Sep","GP Other",7,0,182
"Western",2019-09-01,2019,"Sep","General Medicine",3453,1976,7234
"Western",2019-09-01,2019,"Sep","General Surgery",5844,3502,8882
"Western",2019-09-01,2019,"Sep","Geriatric Medicine",63,0,293
"Western",2019-09-01,2019,"Sep","Gynaecology",978,151,3221
"Western",2019-09-01,2019,"Sep","Haematology (Clinical)",1,0,34
"Western",2019-09-01,2019,"Sep","Learning Disability",32,12,53
"Western",2019-09-01,2019,"Sep","Nephrology",30,0,146
"Western",2019-09-01,2019,"Sep","Neurology",3614,2841,4114
"Western",2019-09-01,2019,"Sep","Ophthalmology",3011,280,5678
"Western",2019-09-01,2019,"Sep","Oral Surgery",3582,2454,4682
"Western",2019-09-01,2019,"Sep","Orthodontics",48,0,181
"Western",2019-09-01,2019,"Sep","Paediatrics",576,289,1484
"Western",2019-09-01,2019,"Sep","Pain Management",598,225,988
"Western",2019-09-01,2019,"Sep","Palliative Medicine",0,0,5
"Western",2019-09-01,2019,"Sep","Rheumatology",1044,541,1567
"Western",2019-09-01,2019,"Sep","T & O Surgery",9935,7022,12736
"Western",2019-09-01,2019,"Sep","Urology",818,289,2021
"Western",2020-12-01,2020,"Dec","Cardiology",21,7,289
"Western",2020-12-01,2020,"Dec","Chemical Pathology",3,1,36
"Western",2020-12-01,2020,"Dec","Clinical Oncology",0,0,65
"Western",2020-12-01,2020,"Dec","Dermatology",685,520,1069
"Western",2020-12-01,2020,"Dec","ENT",4553,2510,6042
"Western",2020-12-01,2020,"Dec","GP Other",30,7,278
"Western",2020-12-01,2020,"Dec","General Medicine",6219,3910,9149
"Western",2020-12-01,2020,"Dec","General Surgery",8564,6196,10586
"Western",2020-12-01,2020,"Dec","Geriatric Medicine",168,28,331
"Western",2020-12-01,2020,"Dec","Gynaecology",2756,1360,4310
"Western",2020-12-01,2020,"Dec","Haematology (Clinical)",0,0,32
"Western",2020-12-01,2020,"Dec","Learning Disability",41,18,57
"Western",2020-12-01,2020,"Dec","Nephrology",26,0,138
"Western",2020-12-01,2020,"Dec","Neurology",3386,2902,3745
"Western",2020-12-01,2020,"Dec","Ophthalmology",5501,3649,7437
"Western",2020-12-01,2020,"Dec","Oral Surgery",3189,2394,3771
"Western",2020-12-01,2020,"Dec","Orthodontics",160,83,218
"Western",2020-12-01,2020,"Dec","Paediatrics",937,475,1481
"Western",2020-12-01,2020,"Dec","Pain Management",271,120,530
"Western",2020-12-01,2020,"Dec","Palliative Medicine",0,0,5
"Western",2020-12-01,2020,"Dec","Rheumatology",1566,1038,2042
"Western",2020-12-01,2020,"Dec","T & O Surgery",9271,7277,11331
"Western",2020-12-01,2020,"Dec","Thoracic Surgery",0,0,1
"Western",2020-12-01,2020,"Dec","Urology",1276,752,2438
"Western",2020-06-01,2020,"Jun","Cardiology",178,7,447
"Western",2020-06-01,2020,"Jun","Chemical Pathology",25,0,48
"Western",2020-06-01,2020,"Jun","Clinical Oncology",0,0,66
"Western",2020-06-01,2020,"Jun","Dermatology",837,461,1156
"Western",2020-06-01,2020,"Jun","ENT",3507,1505,4986
