"lhb22_code","lhb22_name","date","delay_reason","delay_count"
"W11000028","Aneurin Bevan University Health Board",2024-11-01,"Awaiting Mental Health bed",5
"W11000031","Swansea Bay University Health Board",2024-11-01,"Awaiting Mental Health bed",3
"W11000030","Cwm Taf Morgannwg University Health Board",2024-11-01,"Awaiting Mental Health bed",1
"W11000030","Cwm Taf Morgannwg University Health Board",2024-11-01,"Awaiting palliative care home",4
"W11000028","Aneurin Bevan University Health Board",2024-11-01,"Homeless",4
"W11000030","Cwm Taf Morgannwg University Health Board",2024-11-01,"No suitable abode",7
"W11000023","Betsi Cadwaladr University Health Board",2024-11-01,"No suitable abode",12
"W11000028","Aneurin Bevan University Health Board",2024-11-01,"Awaiting Social worker allocation",9
"W11000028","Aneurin Bevan University Health Board",2024-11-01,"Awaiting completion of assessment by social care",17
"W11000028","Aneurin Bevan University Health Board",2024-11-01,"Awaiting joint assessment",19
"W11000028","Aneurin Bevan University Health Board",2024-11-01,"Awaiting completion of assessment AHP",11
"W11000028","Aneurin Bevan University Health Board",2024-11-01,"Awaiting funding decision",8
"W11000028","Aneurin Bevan University Health Board",2024-11-01,"Awaiting health completion of assessment/provision for equipment",11
"W11000028","Aneurin Bevan University Health Board",2024-11-01,"Awaiting restart of previous home care package",5
"W11000028","Aneurin Bevan University Health Board",2024-11-01,"Awaiting reablement care package",19
"W11000028","Aneurin Bevan University Health Board",2024-11-01,"Patient / family refusing to move to next stage of care/ discharge",10
"W11000028","Aneurin Bevan University Health Board",2024-11-01,"Mental Capacity",4
"W11000028","Aneurin Bevan University Health Board",2024-11-01,"Court of Protection delays",4
"W11000028","Aneurin Bevan University Health Board",2024-11-01,"Awaiting completion of arrangements prior to placement",17
"W11000028","Aneurin Bevan University Health Board",2024-11-01,"Awaiting Residential care home manager to visit and assess (Standard 3 residential)",4
"W11000028","Aneurin Bevan University Health Board",2024-11-01,"Awaiting nursing/residential home self-funding",10
"W11000028","Aneurin Bevan University Health Board",2024-11-01,"Awaiting EMI nursing availability",3
"W11000023","Betsi Cadwaladr University Health Board",2024-11-01,"Awaiting community based health provision D/N CPN",2
"W11000023","Betsi Cadwaladr University Health Board",2024-11-01,"Awaiting social care completion of assessment/provision for equipment",1
"W11000023","Betsi Cadwaladr University Health Board",2024-11-01,"Awaiting completion of adaptations (DFG's)",2
"W11000023","Betsi Cadwaladr University Health Board",2024-11-01,"Awaiting Learning Disability bed",1
"W11000023","Betsi Cadwaladr University Health Board",2024-11-01,"Awaiting completion of assessment by social care",21
"W11000023","Betsi Cadwaladr University Health Board",2024-11-01,"Awaiting completion of assessment Psychiatry",8
"W11000023","Betsi Cadwaladr University Health Board",2024-11-01,"Awaiting health completion of assessment/provision for equipment",9
"W11000023","Betsi Cadwaladr University Health Board",2024-11-01,"Awaiting start of new home care package",19
"W11000023","Betsi Cadwaladr University Health Board",2024-11-01,"Mental Capacity",3
"W11000023","Betsi Cadwaladr University Health Board",2024-11-01,"Awaiting Nursing care home manager to visit and assess (Standard 3 residential)",5
"W11000023","Betsi Cadwaladr University Health Board",2024-11-01,"Awaiting RH availability",21
"W11000023","Betsi Cadwaladr University Health Board",2024-11-01,"Awaiting NH availability",14
"W11000023","Betsi Cadwaladr University Health Board",2024-11-01,"Awaiting EMI residential availability",8
"W11000023","Betsi Cadwaladr University Health Board",2024-11-01,"Awaiting EMI nursing availability",1
"W11000023","Betsi Cadwaladr University Health Board",2024-11-01,"Awaiting Mental Health bed",1
"W11000025","Hywel Dda University Health Board",2024-11-01,"Awaiting joint funding decision",1
"W11000025","Hywel Dda University Health Board",2024-11-01,"Awaiting completion of assessment by social care",29
"W11000025","Hywel Dda University Health Board",2024-11-01,"Awaiting completion of assessment Nursing",8
"W11000025","Hywel Dda University Health Board",2024-11-01,"Awaiting completion of assessment AHP",10
"W11000025","Hywel Dda University Health Board",2024-11-01,"Awaiting transfer to intermediate care bedded facility",2
"W11000025","Hywel Dda University Health Board",2024-11-01,"Awaiting funding decision",3
"W11000025","Hywel Dda University Health Board",2024-11-01,"Awaiting funding decision FNC/CHC",2
"W11000025","Hywel Dda University Health Board",2024-11-01,"Awaiting CHC new package of care",2
"W11000025","Hywel Dda University Health Board",2024-11-01,"Awaiting reablement care package",19
"W11000025","Hywel Dda University Health Board",2024-11-01,"Patient / family refusing to move to next stage of care/ discharge",5
"W11000025","Hywel Dda University Health Board",2024-11-01,"Court of Protection delays",2
"W11000025","Hywel Dda University Health Board",2024-11-01,"Awaiting Nursing care home manager to visit and assess (Standard 3 residential)",1
"W11000025","Hywel Dda University Health Board",2024-11-01,"Awaiting RH availability",8
"W11000025","Hywel Dda University Health Board",2024-11-01,"Awaiting specialist bed availability",2
"W11000025","Hywel Dda University Health Board",2024-11-01,"Awaiting extra care/supported living availability",2
"W11000025","Hywel Dda University Health Board",2024-11-01,"No suitable abode",7
"W11000025","Hywel Dda University Health Board",2024-11-01,"Awaiting Continuing Healthcare (CHC) Assessment",8
"W11000025","Hywel Dda University Health Board",2024-11-01,"Awaiting joint assessment",2
"W11000025","Hywel Dda University Health Board",2024-11-01,"Awaiting completion of assessment Psychiatry",1
"W11000025","Hywel Dda University Health Board",2024-11-01,"Patient / family choice related issues",1
"W11000025","Hywel Dda University Health Board",2024-11-01,"Safeguarding issues impacting discharge arrangements",5
"W11000025","Hywel Dda University Health Board",2024-11-01,"Awaiting nursing/residential home self-funding",1
"W11000031","Swansea Bay University Health Board",2024-11-01,"Awaiting joint funding decision",2
"W11000031","Swansea Bay University Health Board",2024-11-01,"Disputes between agencies",2
"W11000031","Swansea Bay University Health Board",2024-11-01,"Patient / family refusing to participate in financial assessment",1
"W11000031","Swansea Bay University Health Board",2024-11-01,"Awaiting completion of assessment AHP",3
"W11000031","Swansea Bay University Health Board",2024-11-01,"Awaiting funding decision",3
"W11000031","Swansea Bay University Health Board",2024-11-01,"Patient / family choice related issues",2
"W11000031","Swansea Bay University Health Board",2024-11-01,"Patient / family refusing to move to next stage of care/ discharge",3
"W11000031","Swansea Bay University Health Board",2024-11-01,"Mental Capacity",9
"W11000031","Swansea Bay University Health Board",2024-11-01,"Safeguarding issues impacting discharge arrangements",1
"W11000031","Swansea Bay University Health Board",2024-11-01,"Awaiting EMI residential availability",3
"W11000031","Swansea Bay University Health Board",2024-11-01,"Awaiting EMI nursing availability",2
"W11000031","Swansea Bay University Health Board",2024-11-01,"Patient/ family dispute CHC outcome",1
"W11000031","Swansea Bay University Health Board",2024-11-01,"Awaiting completion of adaptations (DFG's)",1
"W11000031","Swansea Bay University Health Board",2024-11-01,"Awaiting integrated health /social care community provision",1
"W11000031","Swansea Bay University Health Board",2024-11-01,"Awaiting completion of assessment Medical",2
"W11000031","Swansea Bay University Health Board",2024-11-01,"Awaiting Continuing Healthcare (CHC) Assessment",2
"W11000031","Swansea Bay University Health Board",2024-11-01,"Awaiting Residential care home manager to visit and assess (Standard 3 residential)",2
"W11000031","Swansea Bay University Health Board",2024-11-01,"Awaiting Nursing care home manager to visit and assess (Standard 3 residential)",2
"W11000031","Swansea Bay University Health Board",2024-11-01,"Awaiting extra care/supported living availability",1
"W11000031","Swansea Bay University Health Board",2024-11-01,"Homeless",1
"W11000031","Swansea Bay University Health Board",2024-11-01,"No suitable abode",3
"W11000023","Betsi Cadwaladr University Health Board",2024-11-01,"Awaiting funding decision FNC/CHC",7
"W11000023","Betsi Cadwaladr University Health Board",2024-11-01,"Patient / family refusing to move to next stage of care/ discharge",5
"W11000029","Cardiff and Vale University Health Board",2024-11-01,"Awaiting completion of assessment Medical",1
"W11000029","Cardiff and Vale University Health Board",2024-11-01,"Awaiting social care completion of assessment/provision for equipment",1
"W11000029","Cardiff and Vale University Health Board",2024-11-01,"Awaiting completion of assessment Nursing",5
"W11000029","Cardiff and Vale University Health Board",2024-11-01,"Awaiting joint assessment",4
"W11000029","Cardiff and Vale University Health Board",2024-11-01,"Awaiting completion of assessment AHP",1
"W11000029","Cardiff and Vale University Health Board",2024-11-01,"Awaiting funding decision",2
"W11000029","Cardiff and Vale University Health Board",2024-11-01,"Awaiting health completion of assessment/provision for equipment",2
"W11000029","Cardiff and Vale University Health Board",2024-11-01,"Awaiting restart of previous home care package",1
"W11000029","Cardiff and Vale University Health Board",2024-11-01,"Awaiting CHC new package of care",2
"W11000029","Cardiff and Vale University Health Board",2024-11-01,"Patient / family choice related issues",4
"W11000029","Cardiff and Vale University Health Board",2024-11-01,"Patient / family refusing to move to next stage of care/ discharge",5
"W11000029","Cardiff and Vale University Health Board",2024-11-01,"Mental Capacity",5
"W11000029","Cardiff and Vale University Health Board",2024-11-01,"Awaiting Residential care home manager to visit and assess (Standard 3 residential)",1
"W11000029","Cardiff and Vale University Health Board",2024-11-01,"Awaiting nursing/residential home self-funding",3
"W11000029","Cardiff and Vale University Health Board",2024-11-01,"Awaiting EMI residential availability",1
"W11000029","Cardiff and Vale University Health Board",2024-11-01,"Awaiting EMI nursing availability",10
"W11000029","Cardiff and Vale University Health Board",2024-11-01,"Awaiting palliative care home",1
"W11000029","Cardiff and Vale University Health Board",2024-11-01,"Homeless",3
"W11000029","Cardiff and Vale University Health Board",2024-11-01,"No suitable abode",6
"W11000030","Cwm Taf Morgannwg University Health Board",2024-11-01,"Awaiting Residential care home manager to visit and assess (Standard 3 residential)",1
"W11000023","Betsi Cadwaladr University Health Board",2024-11-01,"Homeless",3
"W11000028","Aneurin Bevan University Health Board",2024-11-01,"Awaiting provision of medicines management dispensing equipment/support",1
"W11000028","Aneurin Bevan University Health Board",2024-11-01,"Awaiting return to existing care home placement",2
"W11000028","Aneurin Bevan University Health Board",2024-11-01,"Awaiting Continuing Healthcare (CHC) Assessment",4
"W11000028","Aneurin Bevan University Health Board",2024-11-01,"Awaiting transfer to intermediate care bedded facility",2
"W11000028","Aneurin Bevan University Health Board",2024-11-01,"Awaiting Community Resource capacity",7
"W11000028","Aneurin Bevan University Health Board",2024-11-01,"Awaiting NH availability",2
"W11000028","Aneurin Bevan University Health Board",2024-11-01,"Awaiting specialist bed availability",2
"W11000030","Cwm Taf Morgannwg University Health Board",2024-11-01,"Awaiting joint funding decision",2
"W11000030","Cwm Taf Morgannwg University Health Board",2024-11-01,"Awaiting funding decision FNC/CHC",1
"W11000030","Cwm Taf Morgannwg University Health Board",2024-11-01,"Awaiting CHC new package of care",1
"W11000030","Cwm Taf Morgannwg University Health Board",2024-11-01,"Awaiting Community Resource capacity",1
"W11000030","Cwm Taf Morgannwg University Health Board",2024-11-01,"Mental Capacity",1
"W11000030","Cwm Taf Morgannwg University Health Board",2024-11-01,"Awaiting nursing/residential home self-funding",1
"W11000023","Betsi Cadwaladr University Health Board",2024-11-01,"Awaiting restart of previous home care package",3
"W11000023","Betsi Cadwaladr University Health Board",2024-11-01,"Court of Protection delays",4
"W11000023","Betsi Cadwaladr University Health Board",2024-11-01,"Awaiting provision of telecare and /or telehealth equipment",1
"W11000023","Betsi Cadwaladr University Health Board",2024-11-01,"Awaiting return to existing care home placement",2
"W11000023","Betsi Cadwaladr University Health Board",2024-11-01,"Awaiting transfer to intermediate care bedded facility",1
"W11000023","Betsi Cadwaladr University Health Board",2024-11-01,"Awaiting palliative care home",1
"W11000029","Cardiff and Vale University Health Board",2024-11-01,"Awaiting RH availability",1
"W11000025","Hywel Dda University Health Board",2024-11-01,"Disputes between agencies",1
"W11000025","Hywel Dda University Health Board",2024-11-01,"Awaiting acute bed",1
"W11000025","Hywel Dda University Health Board",2024-11-01,"Awaiting palliative care POC",1
"W11000025","Hywel Dda University Health Board",2024-11-01,"Awaiting Community Resource capacity",15
"W11000025","Hywel Dda University Health Board",2024-11-01,"Awaiting palliative care home",1
"W11000025","Hywel Dda University Health Board",2024-11-01,"Homeless",1
"W11000030","Cwm Taf Morgannwg University Health Board",2024-11-01,"Awaiting hospital arranged transport",1
"W11000030","Cwm Taf Morgannwg University Health Board",2024-11-01,"Homeless",2
"W11000028","Aneurin Bevan University Health Board",2024-11-01,"Disputes between agencies",1
"W11000028","Aneurin Bevan University Health Board",2024-11-01,"Intervention by patient's legal representation",1
"W11000028","Aneurin Bevan University Health Board",2024-11-01,"No suitable abode",1
"W11000028","Aneurin Bevan University Health Board",2024-11-01,"Awaiting social care completion of assessment/provision for equipment",1
"W11000024","Powys Teaching Health Board",2024-11-01,"Awaiting Social worker allocation",2
"W11000024","Powys Teaching Health Board",2024-11-01,"Awaiting completion of assessment by social care",11
"W11000024","Powys Teaching Health Board",2024-11-01,"Awaiting Continuing Healthcare (CHC) Assessment",4
"W11000024","Powys Teaching Health Board",2024-11-01,"Awaiting joint assessment",1
"W11000024","Powys Teaching Health Board",2024-11-01,"Awaiting funding decision FNC/CHC",1
"W11000024","Powys Teaching Health Board",2024-11-01,"Awaiting start of new home care package",15
"W11000024","Powys Teaching Health Board",2024-11-01,"Awaiting CHC new package of care",3
"W11000024","Powys Teaching Health Board",2024-11-01,"Awaiting reablement care package",3
"W11000024","Powys Teaching Health Board",2024-11-01,"Patient / family choice related issues",1
"W11000024","Powys Teaching Health Board",2024-11-01,"Awaiting completion of arrangements prior to placement",1
"W11000024","Powys Teaching Health Board",2024-11-01,"Awaiting Nursing care home manager to visit and assess (Standard 3 residential)",2
"W11000024","Powys Teaching Health Board",2024-11-01,"Awaiting nursing/residential home self-funding",3
"W11000024","Powys Teaching Health Board",2024-11-01,"Awaiting NH availability",5
"W11000024","Powys Teaching Health Board",2024-11-01,"Awaiting EMI residential availability",3
"W11000024","Powys Teaching Health Board",2024-11-01,"Awaiting EMI nursing availability",3
"W11000024","Powys Teaching Health Board",2024-11-01,"Awaiting specialist bed availability",1
"W11000024","Powys Teaching Health Board",2024-11-01,"Homeless",1
"W11000031","Swansea Bay University Health Board",2024-12-01,"Awaiting Social worker allocation",35
"W11000029","Cardiff and Vale University Health Board",2024-12-01,"Awaiting completion of assessment by social care",32
"W11000023","Betsi Cadwaladr University Health Board",2024-12-01,"Awaiting completion of assessment by social care",22
"W11000029","Cardiff and Vale University Health Board",2024-12-01,"Awaiting completion of assessment Nursing",6
"W11000031","Swansea Bay University Health Board",2024-12-01,"Awaiting completion of assessment Nursing",18
"W11000023","Betsi Cadwaladr University Health Board",2024-12-01,"Awaiting completion of assessment Nursing",25
"W11000029","Cardiff and Vale University Health Board",2024-12-01,"Awaiting Continuing Healthcare (CHC) Assessment",4
"W11000029","Cardiff and Vale University Health Board",2024-12-01,"Awaiting joint assessment",6
"W11000031","Swansea Bay University Health Board",2024-12-01,"Awaiting joint assessment",22
"W11000023","Betsi Cadwaladr University Health Board",2024-12-01,"Awaiting joint assessment",30
"W11000029","Cardiff and Vale University Health Board",2024-12-01,"Awaiting completion of assessment AHP",1
"W11000031","Swansea Bay University Health Board",2024-12-01,"Awaiting completion of assessment AHP",4
"W11000023","Betsi Cadwaladr University Health Board",2024-12-01,"Awaiting completion of assessment AHP",13
"W11000031","Swansea Bay University Health Board",2024-12-01,"Awaiting completion of assessment Medical",1
"W11000023","Betsi Cadwaladr University Health Board",2024-12-01,"Awaiting completion of assessment Psychiatry",2
"W11000029","Cardiff and Vale University Health Board",2024-12-01,"Awaiting funding decision FNC/CHC",1
"W11000029","Cardiff and Vale University Health Board",2024-12-01,"Awaiting health completion of assessment/provision for equipment",4
"W11000023","Betsi Cadwaladr University Health Board",2024-12-01,"Awaiting health completion of assessment/provision for equipment",7
"W11000031","Swansea Bay University Health Board",2024-12-01,"Awaiting start of new home care package",13
"W11000023","Betsi Cadwaladr University Health Board",2024-12-01,"Awaiting start of new home care package",40
"W11000031","Swansea Bay University Health Board",2024-12-01,"Awaiting reablement care package",6
"W11000029","Cardiff and Vale University Health Board",2024-12-01,"Patient / family choice related issues",3
"W11000029","Cardiff and Vale University Health Board",2024-12-01,"Patient / family refusing to move to next stage of care/ discharge",5
"W11000023","Betsi Cadwaladr University Health Board",2024-12-01,"Patient / family refusing to move to next stage of care/ discharge",4
"W11000029","Cardiff and Vale University Health Board",2024-12-01,"Intervention by patient's legal representation",2
"W11000031","Swansea Bay University Health Board",2024-12-01,"Mental Capacity",11
"W11000029","Cardiff and Vale University Health Board",2024-12-01,"Awaiting completion of arrangements prior to placement",9
"W11000023","Betsi Cadwaladr University Health Board",2024-12-01,"Awaiting completion of arrangements prior to placement",8
"W11000029","Cardiff and Vale University Health Board",2024-12-01,"Awaiting Nursing care home manager to visit and assess (Standard 3 residential)",15
"W11000029","Cardiff and Vale University Health Board",2024-12-01,"Awaiting nursing/residential home self-funding",3
"W11000023","Betsi Cadwaladr University Health Board",2024-12-01,"Awaiting nursing/residential home self-funding",4
"W11000023","Betsi Cadwaladr University Health Board",2024-12-01,"Awaiting RH availability",22
"W11000029","Cardiff and Vale University Health Board",2024-12-01,"Awaiting NH availability",1
"W11000023","Betsi Cadwaladr University Health Board",2024-12-01,"Awaiting specialist bed availability",5
"W11000029","Cardiff and Vale University Health Board",2024-12-01,"No suitable abode",10
"W11000023","Betsi Cadwaladr University Health Board",2024-12-01,"No suitable abode",13
"W11000029","Cardiff and Vale University Health Board",2024-12-01,"Awaiting Social worker allocation",24
"W11000029","Cardiff and Vale University Health Board",2024-12-01,"Awaiting start of new home care package",5
"W11000028","Aneurin Bevan University Health Board",2024-12-01,"Patient / family refusing to move to next stage of care/ discharge",8
"W11000028","Aneurin Bevan University Health Board",2024-12-01,"Safeguarding issues impacting discharge arrangements",2
"W11000028","Aneurin Bevan University Health Board",2024-12-01,"Court of Protection delays",5
"W11000028","Aneurin Bevan University Health Board",2024-12-01,"Awaiting nursing/residential home self-funding",5
"W11000028","Aneurin Bevan University Health Board",2024-12-01,"Awaiting NH availability",6
"W11000028","Aneurin Bevan University Health Board",2024-12-01,"No suitable abode",5
"W11000028","Aneurin Bevan University Health Board",2024-12-01,"Awaiting completion of assessment by social care",17
"W11000028","Aneurin Bevan University Health Board",2024-12-01,"Awaiting Continuing Healthcare (CHC) Assessment",3
"W11000028","Aneurin Bevan University Health Board",2024-12-01,"Awaiting joint assessment",15
"W11000028","Aneurin Bevan University Health Board",2024-12-01,"Awaiting health completion of assessment/provision for equipment",8
"W11000028","Aneurin Bevan University Health Board",2024-12-01,"Awaiting social care completion of assessment/provision for equipment",1
"W11000028","Aneurin Bevan University Health Board",2024-12-01,"Awaiting start of new home care package",15
"W11000028","Aneurin Bevan University Health Board",2024-12-01,"Awaiting restart of previous home care package",4
"W11000028","Aneurin Bevan University Health Board",2024-12-01,"Awaiting reablement care package",8
"W11000028","Aneurin Bevan University Health Board",2024-12-01,"Awaiting Community Resource capacity",6
"W11000028","Aneurin Bevan University Health Board",2024-12-01,"Awaiting completion of arrangements prior to placement",11
"W11000028","Aneurin Bevan University Health Board",2024-12-01,"Awaiting Residential care home manager to visit and assess (Standard 3 residential)",5
"W11000028","Aneurin Bevan University Health Board",2024-12-01,"Awaiting Nursing care home manager to visit and assess (Standard 3 residential)",12
"W11000031","Swansea Bay University Health Board",2024-12-01,"Awaiting health completion of assessment/provision for equipment",1
"W11000028","Aneurin Bevan University Health Board",2024-12-01,"Awaiting joint funding decision",1
"W11000028","Aneurin Bevan University Health Board",2024-12-01,"Patient / family choice related issues",6
"W11000028","Aneurin Bevan University Health Board",2024-12-01,"Awaiting RH availability",2
"W11000028","Aneurin Bevan University Health Board",2024-12-01,"Awaiting extra care/supported living availability",8
"W11000028","Aneurin Bevan University Health Board",2024-12-01,"Awaiting Mental Health bed",2
"W11000028","Aneurin Bevan University Health Board",2024-12-01,"Homeless",1
"W11000023","Betsi Cadwaladr University Health Board",2024-12-01,"Awaiting Social worker allocation",30
"W11000023","Betsi Cadwaladr University Health Board",2024-12-01,"Awaiting completion of adaptations (DFG's)",1
"W11000025","Hywel Dda University Health Board",2024-12-01,"Awaiting Community Resource capacity",13
"W11000025","Hywel Dda University Health Board",2024-12-01,"Mental Capacity",18
"W11000025","Hywel Dda University Health Board",2024-12-01,"Awaiting RH availability",14
"W11000023","Betsi Cadwaladr University Health Board",2024-12-01,"Awaiting Nursing care home manager to visit and assess (Standard 3 residential)",1
"W11000029","Cardiff and Vale University Health Board",2024-12-01,"Awaiting funding decision",1
"W11000025","Hywel Dda University Health Board",2024-12-01,"Awaiting EMI residential availability",3
"W11000025","Hywel Dda University Health Board",2024-12-01,"Awaiting EMI nursing availability",5
"W11000030","Cwm Taf Morgannwg University Health Board",2024-12-01,"Awaiting Continuing Healthcare (CHC) Assessment",7
"W11000030","Cwm Taf Morgannwg University Health Board",2024-12-01,"Awaiting joint assessment",14
"W11000030","Cwm Taf Morgannwg University Health Board",2024-12-01,"Mental Capacity",2
"W11000030","Cwm Taf Morgannwg University Health Board",2024-12-01,"Awaiting EMI nursing availability",6
"W11000030","Cwm Taf Morgannwg University Health Board",2024-12-01,"Awaiting Nursing care home manager to visit and assess (Standard 3 residential)",7
"W11000031","Swansea Bay University Health Board",2024-12-01,"Awaiting funding decision FNC/CHC",11
"W11000031","Swansea Bay University Health Board",2024-12-01,"Awaiting completion of arrangements prior to placement",7
"W11000031","Swansea Bay University Health Board",2024-12-01,"Awaiting Mental Health bed",2
"W11000031","Swansea Bay University Health Board",2024-12-01,"Patient / family choice related issues",4
"W11000031","Swansea Bay University Health Board",2024-12-01,"Safeguarding issues impacting discharge arrangements",1
"W11000031","Swansea Bay University Health Board",2024-12-01,"Court of Protection delays",5
"W11000031","Swansea Bay University Health Board",2024-12-01,"Awaiting RH availability",12
"W11000031","Swansea Bay University Health Board",2024-12-01,"Awaiting NH availability",18
"W11000031","Swansea Bay University Health Board",2024-12-01,"Awaiting EMI residential availability",6
"W11000031","Swansea Bay University Health Board",2024-12-01,"Awaiting EMI nursing availability",4
"W11000031","Swansea Bay University Health Board",2024-12-01,"Awaiting return to existing care home placement",2
"W11000023","Betsi Cadwaladr University Health Board",2024-12-01,"Awaiting Continuing Healthcare (CHC) Assessment",2
"W11000023","Betsi Cadwaladr University Health Board",2024-12-01,"Awaiting funding decision",5
"W11000023","Betsi Cadwaladr University Health Board",2024-12-01,"Awaiting funding decision FNC/CHC",4
"W11000023","Betsi Cadwaladr University Health Board",2024-12-01,"Awaiting social care completion of assessment/provision for equipment",1
"W11000023","Betsi Cadwaladr University Health Board",2024-12-01,"Awaiting restart of previous home care package",4
"W11000023","Betsi Cadwaladr University Health Board",2024-12-01,"Awaiting reablement care package",7
"W11000023","Betsi Cadwaladr University Health Board",2024-12-01,"Awaiting Community Resource capacity",2
"W11000023","Betsi Cadwaladr University Health Board",2024-12-01,"Patient / family choice related issues",13
"W11000023","Betsi Cadwaladr University Health Board",2024-12-01,"Court of Protection delays",4
"W11000023","Betsi Cadwaladr University Health Board",2024-12-01,"Awaiting Residential care home manager to visit and assess (Standard 3 residential)",7
"W11000023","Betsi Cadwaladr University Health Board",2024-12-01,"Awaiting EMI residential availability",9
"W11000023","Betsi Cadwaladr University Health Board",2024-12-01,"Awaiting EMI nursing availability",2
"W11000023","Betsi Cadwaladr University Health Board",2024-12-01,"Awaiting return to existing care home placement",1
"W11000031","Swansea Bay University Health Board",2024-12-01,"Awaiting Residential care home manager to visit and assess (Standard 3 residential)",1
"W11000030","Cwm Taf Morgannwg University Health Board",2024-12-01,"Awaiting reablement care package",18
"W11000030","Cwm Taf Morgannwg University Health Board",2024-12-01,"Awaiting Social worker allocation",11
"W11000030","Cwm Taf Morgannwg University Health Board",2024-12-01,"Awaiting completion of assessment by social care",25
"W11000030","Cwm Taf Morgannwg University Health Board",2024-12-01,"Awaiting completion of assessment Nursing",27
"W11000025","Hywel Dda University Health Board",2024-12-01,"Awaiting specialist bed availability",1
"W11000025","Hywel Dda University Health Board",2024-12-01,"Awaiting palliative care home",1
"W11000025","Hywel Dda University Health Board",2024-12-01,"No suitable abode",4
"W11000025","Hywel Dda University Health Board",2024-12-01,"Awaiting extra care/supported living availability",2
"W11000025","Hywel Dda University Health Board",2024-12-01,"Awaiting funding decision",3
"W11000025","Hywel Dda University Health Board",2024-12-01,"Patient / family choice related issues",4
"W11000025","Hywel Dda University Health Board",2024-12-01,"Safeguarding issues impacting discharge arrangements",1
"W11000030","Cwm Taf Morgannwg University Health Board",2024-12-01,"Awaiting completion of assessment AHP",14
"W11000023","Betsi Cadwaladr University Health Board",2024-12-01,"Intervention by patient's legal representation",1
"W11000023","Betsi Cadwaladr University Health Board",2024-12-01,"Awaiting NH availability",6
"W11000028","Aneurin Bevan University Health Board",2024-12-01,"Awaiting Social worker allocation",5
"W11000028","Aneurin Bevan University Health Board",2024-12-01,"Awaiting transfer to intermediate care bedded facility",3
"W11000028","Aneurin Bevan University Health Board",2024-12-01,"Awaiting hospital arranged transport",5
"W11000028","Aneurin Bevan University Health Board",2024-12-01,"Awaiting integrated health /social care community provision",1
"W11000028","Aneurin Bevan University Health Board",2024-12-01,"Awaiting funding decision",9
"W11000028","Aneurin Bevan University Health Board",2024-12-01,"Awaiting funding decision FNC/CHC",3
"W11000028","Aneurin Bevan University Health Board",2024-12-01,"Awaiting completion of adaptations (DFG's)",1
"W11000028","Aneurin Bevan University Health Board",2024-12-01,"Awaiting provision of medicines management dispensing equipment/support",1
"W11000028","Aneurin Bevan University Health Board",2024-12-01,"Awaiting CHC new package of care",1
"W11000031","Swansea Bay University Health Board",2024-12-01,"Awaiting completion of assessment by social care",42
"W11000028","Aneurin Bevan University Health Board",2024-12-01,"Awaiting completion of assessment AHP",1
"W11000028","Aneurin Bevan University Health Board",2024-12-01,"Awaiting EMI residential availability",3
"W11000028","Aneurin Bevan University Health Board",2024-12-01,"Awaiting EMI nursing availability",2
"W11000028","Aneurin Bevan University Health Board",2024-12-01,"Mental Capacity",4
"W11000028","Aneurin Bevan University Health Board",2024-12-01,"Awaiting specialist bed availability",2
"W11000024","Powys Teaching Health Board",2024-12-01,"Awaiting Social worker allocation",10
"W11000023","Betsi Cadwaladr University Health Board",2024-12-01,"Awaiting Mental Health bed",1
"W11000028","Aneurin Bevan University Health Board",2024-12-01,"Awaiting completion of assessment Nursing",2
"W11000028","Aneurin Bevan University Health Board",2024-12-01,"Assessment through the language of choice",1
"W11000031","Swansea Bay University Health Board",2024-12-01,"Awaiting transfer to intermediate care bedded facility",1
"W11000030","Cwm Taf Morgannwg University Health Board",2024-12-01,"Awaiting provision of telecare and /or telehealth equipment",1
"W11000030","Cwm Taf Morgannwg University Health Board",2024-12-01,"Awaiting start of new home care package",42
"W11000030","Cwm Taf Morgannwg University Health Board",2024-12-01,"Patient / family refusing to move to next stage of care/ discharge",4
"W11000030","Cwm Taf Morgannwg University Health Board",2024-12-01,"Court of Protection delays",11
"W11000030","Cwm Taf Morgannwg University Health Board",2024-12-01,"Awaiting completion of arrangements prior to placement",6
"W11000030","Cwm Taf Morgannwg University Health Board",2024-12-01,"Awaiting NH availability",8
"W11000030","Cwm Taf Morgannwg University Health Board",2024-12-01,"Awaiting funding decision FNC/CHC",1
"W11000030","Cwm Taf Morgannwg University Health Board",2024-12-01,"Awaiting joint funding decision",1
"W11000030","Cwm Taf Morgannwg University Health Board",2024-12-01,"Awaiting transfer to intermediate care bedded facility",25
"W11000030","Cwm Taf Morgannwg University Health Board",2024-12-01,"Awaiting integrated health /social care community provision",3
"W11000030","Cwm Taf Morgannwg University Health Board",2024-12-01,"Awaiting hospital arranged transport",1
"W11000030","Cwm Taf Morgannwg University Health Board",2024-12-01,"Awaiting funding decision",2
"W11000030","Cwm Taf Morgannwg University Health Board",2024-12-01,"Awaiting Community Resource capacity",1
"W11000030","Cwm Taf Morgannwg University Health Board",2024-12-01,"Disputes between agencies",1
"W11000030","Cwm Taf Morgannwg University Health Board",2024-12-01,"Awaiting RH availability",8
"W11000030","Cwm Taf Morgannwg University Health Board",2024-12-01,"Awaiting extra care/supported living availability",2
