"ltla_code","date","age_group","delay_reason","num_delayed_bed_days","average_daily_delayed_beds"
"S12000008",2023-07-01,"18-74","Patient and Family Related Reasons",0,0
"S12000008",2023-07-01,"18-74","Code 9 AWI",89,3
"S12000008",2023-07-01,"18-74","Code 9 Non-AWI",180,6
"S12000008",2023-07-01,"75plus","All Delay Reasons",623,20
"S12000008",2023-07-01,"75plus","Health and Social Care Reasons",101,3
"S12000008",2023-07-01,"75plus","Patient and Family Related Reasons",0,0
"S12000008",2023-07-01,"75plus","Code 9 AWI",378,12
"S12000008",2023-07-01,"75plus","Code 9 Non-AWI",144,5
"S12000010",2023-07-01,"18plus","All Delay Reasons",265,9
"S12000010",2023-07-01,"18plus","Health and Social Care Reasons",265,9
"S12000010",2023-07-01,"18plus","Patient and Family Related Reasons",0,0
"S12000010",2023-07-01,"18plus","Code 9 AWI",0,0
"S12000010",2023-07-01,"18plus","Code 9 Non-AWI",0,0
"S12000010",2023-07-01,"18-74","All Delay Reasons",68,2
"S12000010",2023-07-01,"18-74","Health and Social Care Reasons",68,2
"S12000010",2023-07-01,"18-74","Patient and Family Related Reasons",0,0
"S12000010",2023-07-01,"18-74","Code 9 AWI",0,0
"S12000010",2023-07-01,"18-74","Code 9 Non-AWI",0,0
"S12000010",2023-07-01,"75plus","All Delay Reasons",197,6
"S12000010",2023-07-01,"75plus","Health and Social Care Reasons",197,6
"S12000010",2023-07-01,"75plus","Patient and Family Related Reasons",0,0
"S12000010",2023-07-01,"75plus","Code 9 AWI",0,0
"S12000010",2023-07-01,"75plus","Code 9 Non-AWI",0,0
"S12000011",2023-07-01,"18plus","All Delay Reasons",369,12
"S12000011",2023-07-01,"18plus","Health and Social Care Reasons",288,9
"S12000011",2023-07-01,"18plus","Patient and Family Related Reasons",24,1
"S12000011",2023-07-01,"18plus","Code 9 AWI",42,1
"S12000011",2023-07-01,"18plus","Code 9 Non-AWI",15,0
"S12000011",2023-07-01,"18-74","All Delay Reasons",70,2
"S12000011",2023-07-01,"18-74","Health and Social Care Reasons",55,2
"S12000011",2023-07-01,"18-74","Patient and Family Related Reasons",0,0
"S12000011",2023-07-01,"18-74","Code 9 AWI",0,0
"S12000011",2023-07-01,"18-74","Code 9 Non-AWI",15,0
"S12000011",2023-07-01,"75plus","All Delay Reasons",299,10
"S12000011",2023-07-01,"75plus","Health and Social Care Reasons",233,8
"S12000011",2023-07-01,"75plus","Patient and Family Related Reasons",24,1
"S12000011",2023-07-01,"75plus","Code 9 AWI",42,1
"S12000011",2023-07-01,"75plus","Code 9 Non-AWI",0,0
"S12000013",2023-07-01,"18plus","All Delay Reasons",496,16
"S12000013",2023-07-01,"18plus","Health and Social Care Reasons",291,9
"S12000013",2023-07-01,"18plus","Patient and Family Related Reasons",0,0
"S12000013",2023-07-01,"18plus","Code 9 AWI",124,4
"S12000013",2023-07-01,"18plus","Code 9 Non-AWI",81,3
"S12000013",2023-07-01,"18-74","All Delay Reasons",128,4
"S12000013",2023-07-01,"18-74","Health and Social Care Reasons",93,3
"S12000013",2023-07-01,"18-74","Patient and Family Related Reasons",0,0
"S12000013",2023-07-01,"18-74","Code 9 AWI",31,1
"S12000013",2023-07-01,"18-74","Code 9 Non-AWI",4,0
"S12000013",2023-07-01,"75plus","All Delay Reasons",368,12
"S12000013",2023-07-01,"75plus","Health and Social Care Reasons",198,6
"S12000013",2023-07-01,"75plus","Patient and Family Related Reasons",0,0
"S12000013",2023-07-01,"75plus","Code 9 AWI",93,3
"S12000013",2023-07-01,"75plus","Code 9 Non-AWI",77,2
"S12000014",2023-07-01,"18plus","All Delay Reasons",2093,68
"S12000014",2023-07-01,"18plus","Health and Social Care Reasons",1294,42
"S12000014",2023-07-01,"18plus","Patient and Family Related Reasons",36,1
"S12000014",2023-07-01,"18plus","Code 9 AWI",632,20
"S12000014",2023-07-01,"18plus","Code 9 Non-AWI",131,4
"S12000014",2023-07-01,"18-74","All Delay Reasons",551,18
"S12000014",2023-07-01,"18-74","Health and Social Care Reasons",324,10
"S12000014",2023-07-01,"18-74","Patient and Family Related Reasons",0,0
"S12000014",2023-07-01,"18-74","Code 9 AWI",144,5
"S12000014",2023-07-01,"18-74","Code 9 Non-AWI",83,3
"S12000014",2023-07-01,"75plus","All Delay Reasons",1542,50
"S12000014",2023-07-01,"75plus","Health and Social Care Reasons",970,31
"S12000014",2023-07-01,"75plus","Patient and Family Related Reasons",36,1
"S12000014",2023-07-01,"75plus","Code 9 AWI",488,16
"S12000014",2023-07-01,"75plus","Code 9 Non-AWI",48,2
"S12000017",2023-07-01,"18plus","All Delay Reasons",5453,176
"S12000017",2023-07-01,"18plus","Health and Social Care Reasons",3665,118
"S12000017",2023-07-01,"18plus","Patient and Family Related Reasons",374,12
"S12000017",2023-07-01,"18plus","Code 9 AWI",1099,35
"S12000017",2023-07-01,"18plus","Code 9 Non-AWI",315,10
"S12000017",2023-07-01,"18-74","All Delay Reasons",1430,46
"S12000017",2023-07-01,"18-74","Health and Social Care Reasons",968,31
"S12000017",2023-07-01,"18-74","Patient and Family Related Reasons",0,0
"S12000017",2023-07-01,"18-74","Code 9 AWI",304,10
"S12000017",2023-07-01,"18-74","Code 9 Non-AWI",158,5
"S12000017",2023-07-01,"75plus","All Delay Reasons",4023,130
"S12000017",2023-07-01,"75plus","Health and Social Care Reasons",2697,87
"S12000017",2023-07-01,"75plus","Patient and Family Related Reasons",374,12
"S12000017",2023-07-01,"75plus","Code 9 AWI",795,26
"S12000017",2023-07-01,"75plus","Code 9 Non-AWI",157,5
"S12000018",2023-07-01,"18plus","All Delay Reasons",808,26
"S12000018",2023-07-01,"18plus","Health and Social Care Reasons",542,17
"S12000018",2023-07-01,"18plus","Patient and Family Related Reasons",87,3
"S12000018",2023-07-01,"18plus","Code 9 AWI",179,6
"S12000018",2023-07-01,"18plus","Code 9 Non-AWI",0,0
"S12000018",2023-07-01,"18-74","All Delay Reasons",272,9
"S12000018",2023-07-01,"18-74","Health and Social Care Reasons",176,6
"S12000018",2023-07-01,"18-74","Patient and Family Related Reasons",14,0
"S12000018",2023-07-01,"18-74","Code 9 AWI",82,3
"S12000018",2023-07-01,"18-74","Code 9 Non-AWI",0,0
"S12000018",2023-07-01,"75plus","All Delay Reasons",536,17
"S12000018",2023-07-01,"75plus","Health and Social Care Reasons",366,12
"S12000018",2023-07-01,"75plus","Patient and Family Related Reasons",73,2
"S12000018",2023-07-01,"75plus","Code 9 AWI",97,3
"S12000018",2023-07-01,"75plus","Code 9 Non-AWI",0,0
"S12000019",2023-07-01,"18plus","All Delay Reasons",460,15
"S12000019",2023-07-01,"18plus","Health and Social Care Reasons",357,12
"S12000019",2023-07-01,"18plus","Patient and Family Related Reasons",0,0
"S12000019",2023-07-01,"18plus","Code 9 AWI",72,2
"S12000019",2023-07-01,"18plus","Code 9 Non-AWI",31,1
"S12000019",2023-07-01,"18-74","All Delay Reasons",187,6
"S12000019",2023-07-01,"18-74","Health and Social Care Reasons",122,4
"S12000019",2023-07-01,"18-74","Patient and Family Related Reasons",0,0
"S12000019",2023-07-01,"18-74","Code 9 AWI",34,1
"S12000019",2023-07-01,"18-74","Code 9 Non-AWI",31,1
"S12000019",2023-07-01,"75plus","All Delay Reasons",273,9
"S12000019",2023-07-01,"75plus","Health and Social Care Reasons",235,8
"S12000019",2023-07-01,"75plus","Patient and Family Related Reasons",0,0
"S12000019",2023-07-01,"75plus","Code 9 AWI",38,1
"S12000019",2023-07-01,"75plus","Code 9 Non-AWI",0,0
"S12000020",2023-07-01,"18plus","All Delay Reasons",962,31
"S12000020",2023-07-01,"18plus","Health and Social Care Reasons",962,31
"S12000020",2023-07-01,"18plus","Patient and Family Related Reasons",0,0
"S12000020",2023-07-01,"18plus","Code 9 AWI",0,0
"S12000020",2023-07-01,"18plus","Code 9 Non-AWI",0,0
"S12000020",2023-07-01,"18-74","All Delay Reasons",178,6
"S12000020",2023-07-01,"18-74","Health and Social Care Reasons",178,6
"S12000020",2023-07-01,"18-74","Patient and Family Related Reasons",0,0
"S12000020",2023-07-01,"18-74","Code 9 AWI",0,0
"S12000020",2023-07-01,"18-74","Code 9 Non-AWI",0,0
"S12000020",2023-07-01,"75plus","All Delay Reasons",784,25
"S12000020",2023-07-01,"75plus","Health and Social Care Reasons",784,25
"S12000020",2023-07-01,"75plus","Patient and Family Related Reasons",0,0
"S12000020",2023-07-01,"75plus","Code 9 AWI",0,0
"S12000020",2023-07-01,"75plus","Code 9 Non-AWI",0,0
"S12000021",2023-07-01,"18plus","All Delay Reasons",2143,69
"S12000021",2023-07-01,"18plus","Health and Social Care Reasons",1401,45
"S12000021",2023-07-01,"18plus","Patient and Family Related Reasons",31,1
"S12000021",2023-07-01,"18plus","Code 9 AWI",655,21
"S12000021",2023-07-01,"18plus","Code 9 Non-AWI",56,2
"S12000021",2023-07-01,"18-74","All Delay Reasons",893,29
"S12000021",2023-07-01,"18-74","Health and Social Care Reasons",451,15
"S12000021",2023-07-01,"18-74","Patient and Family Related Reasons",0,0
"S12000021",2023-07-01,"18-74","Code 9 AWI",386,12
"S12000021",2023-07-01,"18-74","Code 9 Non-AWI",56,2
"S12000021",2023-07-01,"75plus","All Delay Reasons",1250,40
"S12000021",2023-07-01,"75plus","Health and Social Care Reasons",950,31
"S12000021",2023-07-01,"75plus","Patient and Family Related Reasons",31,1
"S12000021",2023-07-01,"75plus","Code 9 AWI",269,9
"S12000021",2023-07-01,"75plus","Code 9 Non-AWI",0,0
"S12000023",2023-07-01,"18plus","All Delay Reasons",299,10
"S12000023",2023-07-01,"18plus","Health and Social Care Reasons",229,7
"S12000023",2023-07-01,"18plus","Patient and Family Related Reasons",52,2
"S12000023",2023-07-01,"18plus","Code 9 AWI",18,1
"S12000023",2023-07-01,"18plus","Code 9 Non-AWI",0,0
"S12000023",2023-07-01,"18-74","All Delay Reasons",32,1
"S12000023",2023-07-01,"18-74","Health and Social Care Reasons",32,1
"S12000023",2023-07-01,"18-74","Patient and Family Related Reasons",0,0
"S12000023",2023-07-01,"18-74","Code 9 AWI",0,0
"S12000023",2023-07-01,"18-74","Code 9 Non-AWI",0,0
"S12000023",2023-07-01,"75plus","All Delay Reasons",267,9
"S12000023",2023-07-01,"75plus","Health and Social Care Reasons",197,6
"S12000023",2023-07-01,"75plus","Patient and Family Related Reasons",52,2
"S12000023",2023-07-01,"75plus","Code 9 AWI",18,1
"S12000023",2023-07-01,"75plus","Code 9 Non-AWI",0,0
"S12000026",2023-07-01,"18plus","All Delay Reasons",2472,80
"S12000026",2023-07-01,"18plus","Health and Social Care Reasons",2078,67
"S12000026",2023-07-01,"18plus","Patient and Family Related Reasons",90,3
"S12000026",2023-07-01,"18plus","Code 9 AWI",304,10
"S12000026",2023-07-01,"18plus","Code 9 Non-AWI",0,0
"S12000026",2023-07-01,"18-74","All Delay Reasons",550,18
"S12000026",2023-07-01,"18-74","Health and Social Care Reasons",461,15
"S12000026",2023-07-01,"18-74","Patient and Family Related Reasons",35,1
"S12000026",2023-07-01,"18-74","Code 9 AWI",54,2
"S12000026",2023-07-01,"18-74","Code 9 Non-AWI",0,0
"S12000026",2023-07-01,"75plus","All Delay Reasons",1922,62
"S12000026",2023-07-01,"75plus","Health and Social Care Reasons",1617,52
"S12000026",2023-07-01,"75plus","Patient and Family Related Reasons",55,2
"S12000026",2023-07-01,"75plus","Code 9 AWI",250,8
"S12000026",2023-07-01,"75plus","Code 9 Non-AWI",0,0
"S12000027",2023-07-01,"18plus","All Delay Reasons",97,3
"S12000027",2023-07-01,"18plus","Health and Social Care Reasons",97,3
"S12000027",2023-07-01,"18plus","Patient and Family Related Reasons",0,0
"S12000027",2023-07-01,"18plus","Code 9 AWI",0,0
"S12000027",2023-07-01,"18plus","Code 9 Non-AWI",0,0
"S12000027",2023-07-01,"18-74","All Delay Reasons",43,1
"S12000027",2023-07-01,"18-74","Health and Social Care Reasons",43,1
"S12000027",2023-07-01,"18-74","Patient and Family Related Reasons",0,0
"S12000027",2023-07-01,"18-74","Code 9 AWI",0,0
"S12000027",2023-07-01,"18-74","Code 9 Non-AWI",0,0
"S12000027",2023-07-01,"75plus","All Delay Reasons",54,2
"S12000027",2023-07-01,"75plus","Health and Social Care Reasons",54,2
"S12000027",2023-07-01,"75plus","Patient and Family Related Reasons",0,0
"S12000027",2023-07-01,"75plus","Code 9 AWI",0,0
"S12000027",2023-07-01,"75plus","Code 9 Non-AWI",0,0
"S12000028",2023-07-01,"18plus","All Delay Reasons",3913,126
"S12000028",2023-07-01,"18plus","Health and Social Care Reasons",3376,109
"S12000028",2023-07-01,"18plus","Patient and Family Related Reasons",73,2
"S12000028",2023-07-01,"18plus","Code 9 AWI",305,10
"S12000028",2023-07-01,"18plus","Code 9 Non-AWI",159,5
"S12000028",2023-07-01,"18-74","All Delay Reasons",1229,40
"S12000028",2023-07-01,"18-74","Health and Social Care Reasons",888,29
"S12000028",2023-07-01,"18-74","Patient and Family Related Reasons",62,2
"S12000028",2023-07-01,"18-74","Code 9 AWI",120,4
"S12000028",2023-07-01,"18-74","Code 9 Non-AWI",159,5
"S12000028",2023-07-01,"75plus","All Delay Reasons",2684,87
"S12000028",2023-07-01,"75plus","Health and Social Care Reasons",2488,80
"S12000028",2023-07-01,"75plus","Patient and Family Related Reasons",11,0
"S12000028",2023-07-01,"75plus","Code 9 AWI",185,6
"S12000028",2023-07-01,"75plus","Code 9 Non-AWI",0,0
"S12000029",2023-07-01,"18plus","All Delay Reasons",3295,106
"S12000029",2023-07-01,"18plus","Health and Social Care Reasons",2679,86
"S12000029",2023-07-01,"18plus","Patient and Family Related Reasons",62,2
"S12000029",2023-07-01,"18plus","Code 9 AWI",464,15
"S12000029",2023-07-01,"18plus","Code 9 Non-AWI",90,3
"S12000029",2023-07-01,"18-74","All Delay Reasons",1111,36
"S12000029",2023-07-01,"18-74","Health and Social Care Reasons",916,30
"S12000029",2023-07-01,"18-74","Patient and Family Related Reasons",31,1
"S12000029",2023-07-01,"18-74","Code 9 AWI",150,5
"S12000029",2023-07-01,"18-74","Code 9 Non-AWI",14,0
"S12000029",2023-07-01,"75plus","All Delay Reasons",2184,70
"S12000029",2023-07-01,"75plus","Health and Social Care Reasons",1763,57
"S12000029",2023-07-01,"75plus","Patient and Family Related Reasons",31,1
"S12000029",2023-07-01,"75plus","Code 9 AWI",314,10
"S12000029",2023-07-01,"75plus","Code 9 Non-AWI",76,2
"S12000030",2023-07-01,"18plus","All Delay Reasons",905,29
"S12000030",2023-07-01,"18plus","Health and Social Care Reasons",526,17
"S12000030",2023-07-01,"18plus","Patient and Family Related Reasons",0,0
"S12000030",2023-07-01,"18plus","Code 9 AWI",295,10
"S12000030",2023-07-01,"18plus","Code 9 Non-AWI",84,3
"S12000030",2023-07-01,"18-74","All Delay Reasons",320,10
"S12000030",2023-07-01,"18-74","Health and Social Care Reasons",170,5
"S12000030",2023-07-01,"18-74","Patient and Family Related Reasons",0,0
"S12000030",2023-07-01,"18-74","Code 9 AWI",77,2
"S12000030",2023-07-01,"18-74","Code 9 Non-AWI",73,2
"S12000030",2023-07-01,"75plus","All Delay Reasons",585,19
"S12000030",2023-07-01,"75plus","Health and Social Care Reasons",356,11
"S12000030",2023-07-01,"75plus","Patient and Family Related Reasons",0,0
"S12000030",2023-07-01,"75plus","Code 9 AWI",218,7
"S12000030",2023-07-01,"75plus","Code 9 Non-AWI",11,0
"S12000033",2023-07-01,"18plus","All Delay Reasons",464,15
"S12000033",2023-07-01,"18plus","Health and Social Care Reasons",382,12
"S12000033",2023-07-01,"18plus","Patient and Family Related Reasons",0,0
"S12000033",2023-07-01,"18plus","Code 9 AWI",82,3
"S12000033",2023-07-01,"18plus","Code 9 Non-AWI",0,0
"S12000033",2023-07-01,"18-74","All Delay Reasons",135,4
"S12000033",2023-07-01,"18-74","Health and Social Care Reasons",135,4
"S12000033",2023-07-01,"18-74","Patient and Family Related Reasons",0,0
"S12000033",2023-07-01,"18-74","Code 9 AWI",0,0
"S12000033",2023-07-01,"18-74","Code 9 Non-AWI",0,0
"S12000033",2023-07-01,"75plus","All Delay Reasons",329,11
"S12000033",2023-07-01,"75plus","Health and Social Care Reasons",247,8
"S12000033",2023-07-01,"75plus","Patient and Family Related Reasons",0,0
"S12000033",2023-07-01,"75plus","Code 9 AWI",82,3
"S12000033",2023-07-01,"75plus","Code 9 Non-AWI",0,0
"S12000034",2023-07-01,"18plus","All Delay Reasons",1701,55
"S12000034",2023-07-01,"18plus","Health and Social Care Reasons",1383,45
"S12000034",2023-07-01,"18plus","Patient and Family Related Reasons",23,1
"S12000034",2023-07-01,"18plus","Code 9 AWI",229,7
"S12000034",2023-07-01,"18plus","Code 9 Non-AWI",66,2
"S12000034",2023-07-01,"18-74","All Delay Reasons",546,18
"S12000034",2023-07-01,"18-74","Health and Social Care Reasons",497,16
"S12000034",2023-07-01,"18-74","Patient and Family Related Reasons",23,1
"S12000034",2023-07-01,"18-74","Code 9 AWI",20,1
"S12000034",2023-07-01,"18-74","Code 9 Non-AWI",6,0
"S12000034",2023-07-01,"75plus","All Delay Reasons",1155,37
"S12000034",2023-07-01,"75plus","Health and Social Care Reasons",886,29
"S12000034",2023-07-01,"75plus","Patient and Family Related Reasons",0,0
"S12000034",2023-07-01,"75plus","Code 9 AWI",209,7
"S12000034",2023-07-01,"75plus","Code 9 Non-AWI",60,2
"S12000035",2023-07-01,"18plus","All Delay Reasons",1126,36
"S12000035",2023-07-01,"18plus","Health and Social Care Reasons",790,25
"S12000035",2023-07-01,"18plus","Patient and Family Related Reasons",31,1
"S12000035",2023-07-01,"18plus","Code 9 AWI",274,9
"S12000035",2023-07-01,"18plus","Code 9 Non-AWI",31,1
"S12000035",2023-07-01,"18-74","All Delay Reasons",259,8
"S12000035",2023-07-01,"18-74","Health and Social Care Reasons",169,5
"S12000035",2023-07-01,"18-74","Patient and Family Related Reasons",0,0
"S12000035",2023-07-01,"18-74","Code 9 AWI",59,2
"S12000035",2023-07-01,"18-74","Code 9 Non-AWI",31,1
"S12000035",2023-07-01,"75plus","All Delay Reasons",867,28
"S12000035",2023-07-01,"75plus","Health and Social Care Reasons",621,20
"S12000035",2023-07-01,"75plus","Patient and Family Related Reasons",31,1
"S12000035",2023-07-01,"75plus","Code 9 AWI",215,7
"S12000035",2023-07-01,"75plus","Code 9 Non-AWI",0,0
"S12000036",2023-07-01,"18plus","All Delay Reasons",5260,170
"S12000036",2023-07-01,"18plus","Health and Social Care Reasons",4089,132
"S12000036",2023-07-01,"18plus","Patient and Family Related Reasons",425,14
"S12000036",2023-07-01,"18plus","Code 9 AWI",615,20
"S12000036",2023-07-01,"18plus","Code 9 Non-AWI",131,4
"S12000036",2023-07-01,"18-74","All Delay Reasons",2142,69
"S12000036",2023-07-01,"18-74","Health and Social Care Reasons",1699,55
"S12000036",2023-07-01,"18-74","Patient and Family Related Reasons",68,2
"S12000036",2023-07-01,"18-74","Code 9 AWI",251,8
"S12000036",2023-07-01,"18-74","Code 9 Non-AWI",124,4
"S12000036",2023-07-01,"75plus","All Delay Reasons",3118,101
"S12000036",2023-07-01,"75plus","Health and Social Care Reasons",2390,77
"S12000036",2023-07-01,"75plus","Patient and Family Related Reasons",357,12
"S12000036",2023-07-01,"75plus","Code 9 AWI",364,12
"S12000036",2023-07-01,"75plus","Code 9 Non-AWI",7,0
"S12000038",2023-07-01,"18plus","All Delay Reasons",489,16
"S12000038",2023-07-01,"18plus","Health and Social Care Reasons",246,8
"S12000038",2023-07-01,"18plus","Patient and Family Related Reasons",7,0
"S12000038",2023-07-01,"18plus","Code 9 AWI",78,3
"S12000038",2023-07-01,"18plus","Code 9 Non-AWI",158,5
"S12000038",2023-07-01,"18-74","All Delay Reasons",267,9
"S12000038",2023-07-01,"18-74","Health and Social Care Reasons",48,2
"S12000038",2023-07-01,"18-74","Patient and Family Related Reasons",4,0
"S12000038",2023-07-01,"18-74","Code 9 AWI",60,2
"S12000038",2023-07-01,"18-74","Code 9 Non-AWI",155,5
"S12000038",2023-07-01,"75plus","All Delay Reasons",222,7
"S12000038",2023-07-01,"75plus","Health and Social Care Reasons",198,6
"S12000038",2023-07-01,"75plus","Patient and Family Related Reasons",3,0
"S12000038",2023-07-01,"75plus","Code 9 AWI",18,1
"S12000038",2023-07-01,"75plus","Code 9 Non-AWI",3,0
"S12000039",2023-07-01,"18plus","All Delay Reasons",1162,37
"S12000039",2023-07-01,"18plus","Health and Social Care Reasons",749,24
"S12000039",2023-07-01,"18plus","Patient and Family Related Reasons",134,4
"S12000039",2023-07-01,"18plus","Code 9 AWI",279,9
"S12000039",2023-07-01,"18plus","Code 9 Non-AWI",0,0
"S12000039",2023-07-01,"18-74","All Delay Reasons",470,15
"S12000039",2023-07-01,"18-74","Health and Social Care Reasons",274,9
"S12000039",2023-07-01,"18-74","Patient and Family Related Reasons",103,3
"S12000039",2023-07-01,"18-74","Code 9 AWI",93,3
"S12000039",2023-07-01,"18-74","Code 9 Non-AWI",0,0
"S12000039",2023-07-01,"75plus","All Delay Reasons",692,22
"S12000039",2023-07-01,"75plus","Health and Social Care Reasons",475,15
"S12000039",2023-07-01,"75plus","Patient and Family Related Reasons",31,1
"S12000039",2023-07-01,"75plus","Code 9 AWI",186,6
"S12000039",2023-07-01,"75plus","Code 9 Non-AWI",0,0
"S12000040",2023-07-01,"18plus","All Delay Reasons",1256,41
"S12000040",2023-07-01,"18plus","Health and Social Care Reasons",816,26
"S12000040",2023-07-01,"18plus","Patient and Family Related Reasons",23,1
"S12000040",2023-07-01,"18plus","Code 9 AWI",362,12
"S12000040",2023-07-01,"18plus","Code 9 Non-AWI",55,2
"S12000040",2023-07-01,"18-74","All Delay Reasons",380,12
"S12000040",2023-07-01,"18-74","Health and Social Care Reasons",303,10
"S12000040",2023-07-01,"18-74","Patient and Family Related Reasons",11,0
"S12000040",2023-07-01,"18-74","Code 9 AWI",11,0
"S12000040",2023-07-01,"18-74","Code 9 Non-AWI",55,2
"S12000040",2023-07-01,"75plus","All Delay Reasons",876,28
"S12000040",2023-07-01,"75plus","Health and Social Care Reasons",513,17
"S12000040",2023-07-01,"75plus","Patient and Family Related Reasons",12,0
"S12000040",2023-07-01,"75plus","Code 9 AWI",351,11
"S12000040",2023-07-01,"75plus","Code 9 Non-AWI",0,0
"S12000041",2023-07-01,"18plus","All Delay Reasons",617,20
"S12000041",2023-07-01,"18plus","Health and Social Care Reasons",304,10
"S12000041",2023-07-01,"18plus","Patient and Family Related Reasons",0,0
"S12000041",2023-07-01,"18plus","Code 9 AWI",158,5
"S12000041",2023-07-01,"18plus","Code 9 Non-AWI",155,5
"S12000041",2023-07-01,"18-74","All Delay Reasons",335,11
"S12000041",2023-07-01,"18-74","Health and Social Care Reasons",118,4
"S12000041",2023-07-01,"18-74","Patient and Family Related Reasons",0,0
"S12000041",2023-07-01,"18-74","Code 9 AWI",93,3
"S12000041",2023-07-01,"18-74","Code 9 Non-AWI",124,4
"S12000041",2023-07-01,"75plus","All Delay Reasons",282,9
"S12000041",2023-07-01,"75plus","Health and Social Care Reasons",186,6
"S12000041",2023-07-01,"75plus","Patient and Family Related Reasons",0,0
"S12000041",2023-07-01,"75plus","Code 9 AWI",65,2
"S12000041",2023-07-01,"75plus","Code 9 Non-AWI",31,1
"S12000042",2023-07-01,"18plus","All Delay Reasons",1286,41
"S12000042",2023-07-01,"18plus","Health and Social Care Reasons",623,20
"S12000042",2023-07-01,"18plus","Patient and Family Related Reasons",11,0
"S12000042",2023-07-01,"18plus","Code 9 AWI",238,8
"S12000042",2023-07-01,"18plus","Code 9 Non-AWI",414,13
"S12000042",2023-07-01,"18-74","All Delay Reasons",762,25
"S12000042",2023-07-01,"18-74","Health and Social Care Reasons",177,6
"S12000042",2023-07-01,"18-74","Patient and Family Related Reasons",8,0
"S12000042",2023-07-01,"18-74","Code 9 AWI",163,5
"S12000042",2023-07-01,"18-74","Code 9 Non-AWI",414,13
"S12000042",2023-07-01,"75plus","All Delay Reasons",524,17
"S12000042",2023-07-01,"75plus","Health and Social Care Reasons",446,14
"S12000042",2023-07-01,"75plus","Patient and Family Related Reasons",3,0
"S12000042",2023-07-01,"75plus","Code 9 AWI",75,2
"S12000042",2023-07-01,"75plus","Code 9 Non-AWI",0,0
"S12000045",2023-07-01,"18plus","All Delay Reasons",689,22
"S12000045",2023-07-01,"18plus","Health and Social Care Reasons",247,8
"S12000045",2023-07-01,"18plus","Patient and Family Related Reasons",83,3
"S12000045",2023-07-01,"18plus","Code 9 AWI",328,11
"S12000045",2023-07-01,"18plus","Code 9 Non-AWI",31,1
"S12000045",2023-07-01,"18-74","All Delay Reasons",233,8
"S12000045",2023-07-01,"18-74","Health and Social Care Reasons",42,1
"S12000045",2023-07-01,"18-74","Patient and Family Related Reasons",31,1
"S12000045",2023-07-01,"18-74","Code 9 AWI",129,4
"S12000045",2023-07-01,"18-74","Code 9 Non-AWI",31,1
"S12000045",2023-07-01,"75plus","All Delay Reasons",456,15
"S12000045",2023-07-01,"75plus","Health and Social Care Reasons",205,7
"S12000045",2023-07-01,"75plus","Patient and Family Related Reasons",52,2
"S12000045",2023-07-01,"75plus","Code 9 AWI",199,6
"S12000045",2023-07-01,"75plus","Code 9 Non-AWI",0,0
"S12000047",2023-07-01,"18plus","All Delay Reasons",2954,95
"S12000047",2023-07-01,"18plus","Health and Social Care Reasons",1852,60
"S12000047",2023-07-01,"18plus","Patient and Family Related Reasons",43,1
"S12000047",2023-07-01,"18plus","Code 9 AWI",798,26
"S12000047",2023-07-01,"18plus","Code 9 Non-AWI",261,8
"S12000047",2023-07-01,"18-74","All Delay Reasons",1134,37
"S12000047",2023-07-01,"18-74","Health and Social Care Reasons",625,20
"S12000047",2023-07-01,"18-74","Patient and Family Related Reasons",31,1
"S12000047",2023-07-01,"18-74","Code 9 AWI",283,9
"S12000047",2023-07-01,"18-74","Code 9 Non-AWI",195,6
"S12000047",2023-07-01,"75plus","All Delay Reasons",1820,59
"S12000047",2023-07-01,"75plus","Health and Social Care Reasons",1227,40
"S12000047",2023-07-01,"75plus","Patient and Family Related Reasons",12,0
"S12000047",2023-07-01,"75plus","Code 9 AWI",515,17
"S12000047",2023-07-01,"75plus","Code 9 Non-AWI",66,2
"S12000048",2023-07-01,"18plus","All Delay Reasons",1202,39
"S12000048",2023-07-01,"18plus","Health and Social Care Reasons",780,25
"S12000048",2023-07-01,"18plus","Patient and Family Related Reasons",3,0
"S12000048",2023-07-01,"18plus","Code 9 AWI",59,2
"S12000048",2023-07-01,"18plus","Code 9 Non-AWI",360,12
"S12000048",2023-07-01,"18-74","All Delay Reasons",509,16
"S12000048",2023-07-01,"18-74","Health and Social Care Reasons",242,8
"S12000048",2023-07-01,"18-74","Patient and Family Related Reasons",3,0
"S12000048",2023-07-01,"18-74","Code 9 AWI",14,0
"S12000048",2023-07-01,"18-74","Code 9 Non-AWI",250,8
"S12000048",2023-07-01,"75plus","All Delay Reasons",693,22
"S12000048",2023-07-01,"75plus","Health and Social Care Reasons",538,17
"S12000048",2023-07-01,"75plus","Patient and Family Related Reasons",0,0
"S12000048",2023-07-01,"75plus","Code 9 AWI",45,1
"S12000048",2023-07-01,"75plus","Code 9 Non-AWI",110,4
"S12000049",2023-07-01,"18plus","All Delay Reasons",5699,184
"S12000049",2023-07-01,"18plus","Health and Social Care Reasons",3499,113
"S12000049",2023-07-01,"18plus","Patient and Family Related Reasons",65,2
"S12000049",2023-07-01,"18plus","Code 9 AWI",1793,58
"S12000049",2023-07-01,"18plus","Code 9 Non-AWI",342,11
"S12000049",2023-07-01,"18-74","All Delay Reasons",3145,101
"S12000049",2023-07-01,"18-74","Health and Social Care Reasons",1915,62
"S12000049",2023-07-01,"18-74","Patient and Family Related Reasons",5,0
