"trust18_code","trust18_name","department","date","total","under_4_hours","between_4_12_hours","over_12_hours"
"SEHSCT","South Eastern","Bangor MIU",2011-04-01,1125,1125,0,0
"SEHSCT","South Eastern","Downe",2011-04-01,1854,1751,100,3
"SEHSCT","South Eastern","Lagan Valley",2011-04-01,2960,2629,320,11
"SEHSCT","South Eastern","Ulster",2011-04-01,6726,5618,1072,36
"SHSCT","Southern","Armagh Community",2011-04-01,749,749,0,0
"SHSCT","Southern","Craigavon Area",2011-04-01,6347,5360,987,0
"SHSCT","Southern","Daisy Hill",2011-04-01,3448,3323,125,0
"SHSCT","Southern","South Tyrone",2011-04-01,1644,1644,0,0
"WHSCT","Western","Altnagelvin Area",2011-04-01,4725,3859,865,1
"WHSCT","Western","South West Acute",2011-04-01,2554,2335,219,0
"WHSCT","Western","Tyrone County",2011-04-01,1379,1376,3,0
"BHSCT","Belfast","Mater",2011-03-01,3447,2531,816,100
"BHSCT","Belfast","RVH",2011-03-01,6513,4734,1527,252
"BHSCT","Belfast","RVH-RAES",2011-03-01,6513,4734,1527,252
"BHSCT","Belfast","RBHSC",2011-03-01,3095,2411,679,5
"BHSCT","Belfast","Belfast City",2011-03-01,3831,2852,947,32
"NHSCT","Northern","Antrim Area",2011-03-01,6169,4281,1545,343
"NHSCT","Northern","Causeway",2011-03-01,3701,3080,598,23
"NHSCT","Northern","Mid-Ulster",2011-03-01,608,608,0,0
"NHSCT","Northern","Whiteabbey",2011-03-01,855,855,0,0
"SEHSCT","South Eastern","Ards MIU",2011-03-01,857,857,0,0
"SEHSCT","South Eastern","Bangor MIU",2011-03-01,1114,1114,0,0
"SEHSCT","South Eastern","Downe",2011-03-01,1910,1688,206,16
"SEHSCT","South Eastern","Lagan Valley",2011-03-01,2875,2353,461,61
"SEHSCT","South Eastern","Ulster",2011-03-01,6487,5386,1087,14
"SHSCT","Southern","Armagh Community",2011-03-01,707,707,0,0
"SHSCT","Southern","Craigavon Area",2011-03-01,6064,5022,1042,0
"SHSCT","Southern","Daisy Hill",2011-03-01,3183,3036,147,0
"SHSCT","Southern","South Tyrone",2011-03-01,1536,1536,0,0
"WHSCT","Western","Altnagelvin Area",2011-03-01,4558,3629,926,3
"WHSCT","Western","South West Acute",2011-03-01,2398,2249,149,0
"WHSCT","Western","Tyrone County",2011-03-01,1219,1219,0,0
"BHSCT","Belfast","Mater",2011-02-01,3089,1806,1108,175
"BHSCT","Belfast","RVH",2011-02-01,5715,4192,1337,186
"BHSCT","Belfast","RVH-RAES",2011-02-01,5715,4192,1337,186
"BHSCT","Belfast","RBHSC",2011-02-01,2850,1918,926,6
"BHSCT","Belfast","Belfast City",2011-02-01,3418,2246,1057,115
"NHSCT","Northern","Antrim Area",2011-02-01,5273,2858,1868,547
"NHSCT","Northern","Causeway",2011-02-01,3258,2480,725,53
"NHSCT","Northern","Mid-Ulster",2011-02-01,493,493,0,0
"NHSCT","Northern","Whiteabbey",2011-02-01,629,629,0,0
"SEHSCT","South Eastern","Ards MIU",2011-02-01,647,647,0,0
"SEHSCT","South Eastern","Bangor MIU",2011-02-01,876,876,0,0
"SEHSCT","South Eastern","Downe",2011-02-01,1519,1303,184,32
"SEHSCT","South Eastern","Lagan Valley",2011-02-01,2431,1813,508,110
"SEHSCT","South Eastern","Ulster",2011-02-01,5596,4421,1064,111
"SHSCT","Southern","Armagh Community",2011-02-01,619,619,0,0
"SHSCT","Southern","Craigavon Area",2011-02-01,5485,4239,1246,0
"SHSCT","Southern","Daisy Hill",2011-02-01,2770,2666,104,0
"SHSCT","Southern","South Tyrone",2011-02-01,1196,1196,0,0
"WHSCT","Western","Altnagelvin Area",2011-02-01,4109,3241,865,3
"WHSCT","Western","South West Acute",2011-02-01,1988,1807,181,0
"WHSCT","Western","Tyrone County",2011-02-01,960,960,0,0
"BHSCT","Belfast","Mater",2011-01-01,3256,1996,1083,177
"BHSCT","Belfast","RVH",2011-01-01,6052,4414,1496,142
"BHSCT","Belfast","RVH-RAES",2011-01-01,6052,4414,1496,142
"BHSCT","Belfast","RBHSC",2011-01-01,2865,2150,714,1
"BHSCT","Belfast","Belfast City",2011-01-01,3658,2487,1091,80
"NHSCT","Northern","Antrim Area",2011-01-01,5873,3360,1952,561
"NHSCT","Northern","Causeway",2011-01-01,3398,2612,727,59
"NHSCT","Northern","Mid-Ulster",2011-01-01,447,447,0,0
"NHSCT","Northern","Whiteabbey",2011-01-01,687,687,0,0
"SEHSCT","South Eastern","Ards MIU",2011-01-01,681,681,0,0
"SEHSCT","South Eastern","Bangor MIU",2011-01-01,886,886,0,0
"SEHSCT","South Eastern","Downe",2011-01-01,1643,1461,164,18
"SEHSCT","South Eastern","Lagan Valley",2011-01-01,2699,2211,451,37
"SEHSCT","South Eastern","Ulster",2011-01-01,6183,4723,1307,153
"SHSCT","Southern","Armagh Community",2011-01-01,542,542,0,0
"SHSCT","Southern","Craigavon Area",2011-01-01,5907,4570,1332,5
"SHSCT","Southern","Daisy Hill",2011-01-01,2944,2822,122,0
"SHSCT","Southern","South Tyrone",2011-01-01,1284,1284,0,0
"WHSCT","Western","Altnagelvin Area",2011-01-01,4230,3341,887,2
"WHSCT","Western","South West Acute",2011-01-01,2183,2034,149,0
"WHSCT","Western","Tyrone County",2011-01-01,1057,1057,0,0
"BHSCT","Belfast","Mater",2010-12-01,3360,1867,1340,153
"BHSCT","Belfast","RVH",2010-12-01,5904,4305,1559,40
"BHSCT","Belfast","RVH-RAES",2010-12-01,5904,4305,1559,40
"BHSCT","Belfast","RBHSC",2010-12-01,2812,2088,724,0
"BHSCT","Belfast","Belfast City",2010-12-01,3711,2443,1185,83
"NHSCT","Northern","Antrim Area",2010-12-01,5541,3553,1824,164
"NHSCT","Northern","Causeway",2010-12-01,3169,2466,660,43
"NHSCT","Northern","Mid-Ulster",2010-12-01,383,383,0,0
"NHSCT","Northern","Whiteabbey",2010-12-01,615,615,0,0
"SEHSCT","South Eastern","Ards MIU",2010-12-01,638,638,0,0
"SEHSCT","South Eastern","Bangor MIU",2010-12-01,974,974,0,0
"SEHSCT","South Eastern","Downe",2010-12-01,1552,1384,152,16
"SEHSCT","South Eastern","Lagan Valley",2010-12-01,2470,2095,353,22
"SEHSCT","South Eastern","Ulster",2010-12-01,6076,4801,1101,174
"SHSCT","Southern","Armagh Community",2010-12-01,496,496,0,0
"SHSCT","Southern","Craigavon Area",2010-12-01,5898,4622,1275,1
"SHSCT","Southern","Daisy Hill",2010-12-01,2809,2676,133,0
"SHSCT","Southern","South Tyrone",2010-12-01,1088,1088,0,0
"WHSCT","Western","Altnagelvin Area",2010-12-01,4123,3133,987,3
"WHSCT","Western","South West Acute",2010-12-01,2068,1916,149,3
"WHSCT","Western","Tyrone County",2010-12-01,918,918,0,0
"BHSCT","Belfast","Mater",2010-11-01,3273,2249,864,160
"BHSCT","Belfast","RVH",2010-11-01,5811,4591,1073,147
"BHSCT","Belfast","RVH-RAES",2010-11-01,5811,4591,1073,147
"BHSCT","Belfast","RBHSC",2010-11-01,2341,1957,384,0
"BHSCT","Belfast","Belfast City",2010-11-01,3537,2414,1032,91
"NHSCT","Northern","Antrim Area",2010-11-01,5596,4012,1484,100
"NHSCT","Northern","Causeway",2010-11-01,3315,2633,639,43
"NHSCT","Northern","Mid-Ulster",2010-11-01,460,460,0,0
"NHSCT","Northern","Whiteabbey",2010-11-01,677,677,0,0
"SEHSCT","South Eastern","Ards MIU",2010-11-01,732,732,0,0
"SEHSCT","South Eastern","Bangor MIU",2010-11-01,907,907,0,0
"SEHSCT","South Eastern","Downe",2010-11-01,1709,1527,156,26
"SEHSCT","South Eastern","Lagan Valley",2010-11-01,2574,2334,214,26
"SEHSCT","South Eastern","Ulster",2010-11-01,5806,4668,969,169
"SHSCT","Southern","Armagh Community",2010-11-01,565,565,0,0
"SHSCT","Southern","Craigavon Area",2010-11-01,5657,4634,1023,0
"SHSCT","Southern","Daisy Hill",2010-11-01,2646,2604,42,0
"SHSCT","Southern","South Tyrone",2010-11-01,1311,1311,0,0
"WHSCT","Western","Altnagelvin Area",2010-11-01,4135,3307,816,12
"WHSCT","Western","South West Acute",2010-11-01,1936,1863,73,0
"WHSCT","Western","Tyrone County",2010-11-01,987,987,0,0
"BHSCT","Belfast","Mater",2010-10-01,3551,2594,874,83
"BHSCT","Belfast","RVH",2010-10-01,6004,4620,1322,62
"BHSCT","Belfast","RVH-RAES",2010-10-01,6004,4620,1322,62
"BHSCT","Belfast","RBHSC",2010-10-01,2454,2085,369,0
"BHSCT","Belfast","Belfast City",2010-10-01,3859,2693,1122,44
"NHSCT","Northern","Antrim Area",2010-10-01,6160,4108,1960,92
"NHSCT","Northern","Causeway",2010-10-01,3587,3098,465,24
"NHSCT","Northern","Mid-Ulster",2010-10-01,506,506,0,0
"NHSCT","Northern","Whiteabbey",2010-10-01,707,707,0,0
"SEHSCT","South Eastern","Ards MIU",2010-10-01,679,679,0,0
"SEHSCT","South Eastern","Bangor MIU",2010-10-01,997,997,0,0
"SEHSCT","South Eastern","Downe",2010-10-01,1764,1639,120,5
"SEHSCT","South Eastern","Lagan Valley",2010-10-01,2805,2500,302,3
"SEHSCT","South Eastern","Ulster",2010-10-01,6180,4895,1216,69
"SHSCT","Southern","Armagh Community",2010-10-01,613,613,0,0
"SHSCT","Southern","Craigavon Area",2010-10-01,5949,5000,949,0
"SHSCT","Southern","Daisy Hill",2010-10-01,2969,2883,86,0
"SHSCT","Southern","South Tyrone",2010-10-01,1387,1387,0,0
"WHSCT","Western","Altnagelvin Area",2010-10-01,4476,3472,1001,3
"WHSCT","Western","South West Acute",2010-10-01,2203,2113,90,0
"WHSCT","Western","Tyrone County",2010-10-01,1150,1150,0,0
"BHSCT","Belfast","Mater",2010-09-01,3424,2411,889,124
"BHSCT","Belfast","RVH",2010-09-01,6409,5166,1223,20
"BHSCT","Belfast","RVH-RAES",2010-09-01,6409,5166,1223,20
"BHSCT","Belfast","RBHSC",2010-09-01,2432,2009,423,0
"BHSCT","Belfast","Belfast City",2010-09-01,3575,2746,805,24
"NHSCT","Northern","Antrim Area",2010-09-01,6104,4216,1832,56
"NHSCT","Northern","Causeway",2010-09-01,3612,3145,457,10
"NHSCT","Northern","Mid-Ulster",2010-09-01,554,554,0,0
"NHSCT","Northern","Whiteabbey",2010-09-01,773,772,1,0
"SEHSCT","South Eastern","Ards MIU",2010-09-01,778,778,0,0
"SEHSCT","South Eastern","Bangor MIU",2010-09-01,1151,1151,0,0
"SEHSCT","South Eastern","Downe",2010-09-01,1826,1635,166,25
"SEHSCT","South Eastern","Lagan Valley",2010-09-01,2681,2451,224,6
"SEHSCT","South Eastern","Ulster",2010-09-01,6169,4896,1225,48
"SHSCT","Southern","Armagh Community",2010-09-01,688,688,0,0
"SHSCT","Southern","Craigavon Area",2010-09-01,5898,4994,904,0
"SHSCT","Southern","Daisy Hill",2010-09-01,2925,2788,137,0
"SHSCT","Southern","South Tyrone",2010-09-01,1445,1445,0,0
"WHSCT","Western","Altnagelvin Area",2010-09-01,4411,3272,1133,6
"WHSCT","Western","South West Acute",2010-09-01,2125,2040,84,1
"WHSCT","Western","Tyrone County",2010-09-01,1246,1246,0,0
"BHSCT","Belfast","Mater",2010-08-01,3631,2652,884,95
"BHSCT","Belfast","RVH",2010-08-01,6280,5054,1217,9
"BHSCT","Belfast","RVH-RAES",2010-08-01,6280,5054,1217,9
"BHSCT","Belfast","RBHSC",2010-08-01,2305,1943,361,1
"BHSCT","Belfast","Belfast City",2010-08-01,3684,2908,776,0
"NHSCT","Northern","Antrim Area",2010-08-01,6167,4650,1505,12
"NHSCT","Northern","Causeway",2010-08-01,4109,3596,499,14
"NHSCT","Northern","Mid-Ulster",2010-08-01,496,496,0,0
"NHSCT","Northern","Whiteabbey",2010-08-01,676,676,0,0
"SEHSCT","South Eastern","Ards MIU",2010-08-01,848,848,0,0
"SEHSCT","South Eastern","Bangor MIU",2010-08-01,1124,1124,0,0
"SEHSCT","South Eastern","Downe",2010-08-01,2049,1968,81,0
"SEHSCT","South Eastern","Lagan Valley",2010-08-01,2804,2604,200,0
"SEHSCT","South Eastern","Ulster",2010-08-01,6242,4973,1255,14
"SHSCT","Southern","Armagh Community",2010-08-01,685,685,0,0
"SHSCT","Southern","Craigavon Area",2010-08-01,6007,5196,811,0
"SHSCT","Southern","Daisy Hill",2010-08-01,3188,3027,161,0
"SHSCT","Southern","South Tyrone",2010-08-01,1558,1558,0,0
"WHSCT","Western","Altnagelvin Area",2010-08-01,4658,3548,1109,1
"WHSCT","Western","South West Acute",2010-08-01,2514,2308,205,1
"WHSCT","Western","Tyrone County",2010-08-01,1254,1254,0,0
"BHSCT","Belfast","Mater",2010-07-01,3645,2503,1107,35
"BHSCT","Belfast","RVH",2010-07-01,6068,4987,1040,41
"BHSCT","Belfast","RVH-RAES",2010-07-01,6068,4987,1040,41
"BHSCT","Belfast","RBHSC",2010-07-01,2121,1985,136,0
"BHSCT","Belfast","Belfast City",2010-07-01,3578,2839,734,5
"NHSCT","Northern","Antrim Area",2010-07-01,6185,4643,1518,24
"NHSCT","Northern","Causeway",2010-07-01,4043,3641,400,2
"NHSCT","Northern","Mid-Ulster",2010-07-01,514,514,0,0
"NHSCT","Northern","Whiteabbey",2010-07-01,591,591,0,0
"SEHSCT","South Eastern","Ards MIU",2010-07-01,730,730,0,0
"SEHSCT","South Eastern","Bangor MIU",2010-07-01,994,994,0,0
"SEHSCT","South Eastern","Downe",2010-07-01,1956,1859,88,9
"SEHSCT","South Eastern","Lagan Valley",2010-07-01,2707,2510,194,3
"SEHSCT","South Eastern","Ulster",2010-07-01,5959,5119,840,0
"SHSCT","Southern","Armagh Community",2010-07-01,622,622,0,0
"SHSCT","Southern","Craigavon Area",2010-07-01,5728,5079,649,0
"SHSCT","Southern","Daisy Hill",2010-07-01,3255,3082,173,0
"SHSCT","Southern","South Tyrone",2010-07-01,1499,1499,0,0
"WHSCT","Western","Altnagelvin Area",2010-07-01,4609,3681,923,5
"WHSCT","Western","South West Acute",2010-07-01,2328,2117,211,0
"WHSCT","Western","Tyrone County",2010-07-01,1235,1231,4,0
"BHSCT","Belfast","Mater",2010-06-01,3649,2517,1019,113
"BHSCT","Belfast","RVH",2010-06-01,6211,4843,1316,52
"BHSCT","Belfast","RVH-RAES",2010-06-01,6211,4843,1316,52
"BHSCT","Belfast","RBHSC",2010-06-01,2651,2425,226,0
"BHSCT","Belfast","Belfast City",2010-06-01,3696,2783,880,33
"NHSCT","Northern","Antrim Area",2010-06-01,6228,5153,1075,0
"NHSCT","Northern","Causeway",2010-06-01,3882,3589,292,1
"NHSCT","Northern","Mid-Ulster",2010-06-01,552,552,0,0
"NHSCT","Northern","Whiteabbey",2010-06-01,743,743,0,0
"SEHSCT","South Eastern","Ards MIU",2010-06-01,848,848,0,0
"SEHSCT","South Eastern","Bangor MIU",2010-06-01,1099,1099,0,0
"SEHSCT","South Eastern","Downe",2010-06-01,1996,1904,92,0
"SEHSCT","South Eastern","Lagan Valley",2010-06-01,2866,2628,234,4
"SEHSCT","South Eastern","Ulster",2010-06-01,6297,5267,1029,1
"SHSCT","Southern","Armagh Community",2010-06-01,773,773,0,0
"SHSCT","Southern","Craigavon Area",2010-06-01,6248,5391,857,0
"SHSCT","Southern","Daisy Hill",2010-06-01,3252,3142,110,0
"SHSCT","Southern","South Tyrone",2010-06-01,1638,1638,0,0
"WHSCT","Western","Altnagelvin Area",2010-06-01,4731,3553,1173,5
"WHSCT","Western","South West Acute",2010-06-01,2285,2034,251,0
"WHSCT","Western","Tyrone County",2010-06-01,1312,1312,0,0
"BHSCT","Belfast","Mater",2010-05-01,3688,2623,950,115
"BHSCT","Belfast","RVH",2010-05-01,6324,4928,1220,176
"BHSCT","Belfast","RVH-RAES",2010-05-01,6324,4928,1220,176
"BHSCT","Belfast","RBHSC",2010-05-01,2855,2495,360,0
"BHSCT","Belfast","Belfast City",2010-05-01,3746,2620,1054,72
"NHSCT","Northern","Antrim Area",2010-05-01,6052,3743,2069,240
"NHSCT","Northern","Causeway",2010-05-01,3892,3516,363,13
"NHSCT","Northern","Mid-Ulster",2010-05-01,1134,1091,43,0
"NHSCT","Northern","Whiteabbey",2010-05-01,1256,1238,18,0
"SEHSCT","South Eastern","Ards MIU",2010-05-01,849,849,0,0
"SEHSCT","South Eastern","Bangor MIU",2010-05-01,1135,1135,0,0
"SEHSCT","South Eastern","Downe",2010-05-01,2129,1999,130,0
"SEHSCT","South Eastern","Lagan Valley",2010-05-01,2906,2520,382,4
"SEHSCT","South Eastern","Ulster",2010-05-01,6647,5212,1398,37
"SHSCT","Southern","Armagh Community",2010-05-01,736,736,0,0
"SHSCT","Southern","Craigavon Area",2010-05-01,6427,5528,898,1
"SHSCT","Southern","Daisy Hill",2010-05-01,3391,3206,185,0
"SHSCT","Southern","South Tyrone",2010-05-01,1675,1675,0,0
"WHSCT","Western","Altnagelvin Area",2010-05-01,4839,3883,953,3
"WHSCT","Western","South West Acute",2010-05-01,2456,2205,251,0
"WHSCT","Western","Tyrone County",2010-05-01,1341,1341,0,0
"BHSCT","Belfast","Mater",2010-04-01,3392,2542,752,98
"BHSCT","Belfast","RVH",2010-04-01,6386,4996,1301,89
"BHSCT","Belfast","RVH-RAES",2010-04-01,6386,4996,1301,89
"BHSCT","Belfast","RBHSC",2010-04-01,2902,2360,542,0
"BHSCT","Belfast","Belfast City",2010-04-01,3697,2587,1074,36
"NHSCT","Northern","Antrim Area",2010-04-01,5554,3386,1867,301
"NHSCT","Northern","Causeway",2010-04-01,3729,3286,409,34
"NHSCT","Northern","Mid-Ulster",2010-04-01,1440,1385,55,0
"NHSCT","Northern","Whiteabbey",2010-04-01,1651,1617,34,0
"SEHSCT","South Eastern","Ards MIU",2010-04-01,835,835,0,0
"SEHSCT","South Eastern","Bangor MIU",2010-04-01,1051,1051,0,0
"SEHSCT","South Eastern","Downe",2010-04-01,2011,1876,135,0
"SEHSCT","South Eastern","Lagan Valley",2010-04-01,2741,2368,340,33
"SEHSCT","South Eastern","Ulster",2010-04-01,6191,5024,1128,39
"SHSCT","Southern","Armagh Community",2010-04-01,717,717,0,0
"SHSCT","Southern","Craigavon Area",2010-04-01,6254,5334,920,0
"SHSCT","Southern","Daisy Hill",2010-04-01,3132,2896,236,0
"SHSCT","Southern","South Tyrone",2010-04-01,1534,1534,0,0
"WHSCT","Western","Altnagelvin Area",2010-04-01,4691,3519,1167,5
"WHSCT","Western","South West Acute",2010-04-01,2322,2177,145,0
"WHSCT","Western","Tyrone County",2010-04-01,1241,1237,4,0
"BHSCT","Belfast","Mater",2010-03-01,3306,2554,609,143
"BHSCT","Belfast","RVH",2010-03-01,6259,4796,1204,259
"BHSCT","Belfast","RVH-RAES",2010-03-01,6259,4796,1204,259
"BHSCT","Belfast","RBHSC",2010-03-01,3077,2388,688,1
"BHSCT","Belfast","Belfast City",2010-03-01,3640,2218,1309,113
"NHSCT","Northern","Antrim Area",2010-03-01,5802,3509,1951,342
"NHSCT","Northern","Causeway",2010-03-01,3452,3019,403,30
"NHSCT","Northern","Mid-Ulster",2010-03-01,1465,1422,43,0
"NHSCT","Northern","Whiteabbey",2010-03-01,1589,1566,23,0
"SEHSCT","South Eastern","Ards MIU",2010-03-01,797,797,0,0
"SEHSCT","South Eastern","Bangor MIU",2010-03-01,1012,1012,0,0
"SEHSCT","South Eastern","Downe",2010-03-01,1992,1802,187,3
"SEHSCT","South Eastern","Lagan Valley",2010-03-01,2813,2043,680,90
"SEHSCT","South Eastern","Ulster",2010-03-01,6163,4489,1424,250
"SHSCT","Southern","Armagh Community",2010-03-01,663,663,0,0
"SHSCT","Southern","Craigavon Area",2010-03-01,6515,5485,1029,1
"SHSCT","Southern","Daisy Hill",2010-03-01,3107,2878,229,0
"SHSCT","Southern","South Tyrone",2010-03-01,1400,1400,0,0
"WHSCT","Western","Altnagelvin Area",2010-03-01,4665,3509,1149,7
"WHSCT","Western","South West Acute",2010-03-01,2213,2072,141,0
"WHSCT","Western","Tyrone County",2010-03-01,1108,1107,1,0
"BHSCT","Belfast","Mater",2010-02-01,2840,2132,611,97
"BHSCT","Belfast","RVH",2010-02-01,5434,4024,1312,98
"BHSCT","Belfast","RVH-RAES",2010-02-01,5434,4024,1312,98
"BHSCT","Belfast","RBHSC",2010-02-01,2390,1996,394,0
"BHSCT","Belfast","Belfast City",2010-02-01,3210,2163,989,58
"NHSCT","Northern","Antrim Area",2010-02-01,4869,3474,1266,129
"NHSCT","Northern","Causeway",2010-02-01,2942,2638,300,4
"NHSCT","Northern","Mid-Ulster",2010-02-01,1187,1146,41,0
"NHSCT","Northern","Whiteabbey",2010-02-01,1375,1351,24,0
"SEHSCT","South Eastern","Ards MIU",2010-02-01,649,649,0,0
"SEHSCT","South Eastern","Bangor MIU",2010-02-01,859,859,0,0
"SEHSCT","South Eastern","Downe",2010-02-01,1583,1458,119,6
"SEHSCT","South Eastern","Lagan Valley",2010-02-01,2330,1860,424,46
"SEHSCT","South Eastern","Ulster",2010-02-01,5393,3907,1387,99
"SHSCT","Southern","Armagh Community",2010-02-01,563,563,0,0
"SHSCT","Southern","Craigavon Area",2010-02-01,5271,4601,670,0
"SHSCT","Southern","Daisy Hill",2010-02-01,2551,2350,201,0
"SHSCT","Southern","South Tyrone",2010-02-01,1090,1090,0,0
"WHSCT","Western","Altnagelvin Area",2010-02-01,3940,3216,723,1
"WHSCT","Western","South West Acute",2010-02-01,1750,1616,134,0
"WHSCT","Western","Tyrone County",2010-02-01,906,906,0,0
"BHSCT","Belfast","Mater",2010-01-01,3148,2385,676,87
"BHSCT","Belfast","RVH",2010-01-01,5646,4117,1383,146
"BHSCT","Belfast","RVH-RAES",2010-01-01,5646,4117,1383,146
"BHSCT","Belfast","RBHSC",2010-01-01,2292,1816,476,0
"BHSCT","Belfast","Belfast City",2010-01-01,3456,2127,1252,77
"NHSCT","Northern","Antrim Area",2010-01-01,5428,3642,1654,132
"NHSCT","Northern","Causeway",2010-01-01,3298,2818,445,35
"NHSCT","Northern","Mid-Ulster",2010-01-01,1178,1142,36,0
"NHSCT","Northern","Whiteabbey",2010-01-01,1450,1421,29,0
"SEHSCT","South Eastern","Ards MIU",2010-01-01,597,597,0,0
"SEHSCT","South Eastern","Bangor MIU",2010-01-01,844,844,0,0
"SEHSCT","South Eastern","Downe",2010-01-01,1807,1632,157,18
"SEHSCT","South Eastern","Lagan Valley",2010-01-01,2540,2094,387,59
"SEHSCT","South Eastern","Ulster",2010-01-01,5828,4219,1344,265
"SHSCT","Southern","Armagh Community",2010-01-01,540,540,0,0
"SHSCT","Southern","Craigavon Area",2010-01-01,5619,4811,808,0
"SHSCT","Southern","Daisy Hill",2010-01-01,2840,2709,131,0
"SHSCT","Southern","South Tyrone",2010-01-01,1124,1124,0,0
"WHSCT","Western","Altnagelvin Area",2010-01-01,4304,3293,1007,4
"WHSCT","Western","South West Acute",2010-01-01,2116,1952,164,0
"WHSCT","Western","Tyrone County",2010-01-01,976,976,0,0
"BHSCT","Belfast","Mater",2009-12-01,3316,2398,872,46
"BHSCT","Belfast","RVH",2009-12-01,5664,4419,1235,10
"BHSCT","Belfast","RVH-RAES",2009-12-01,5664,4419,1235,10
"BHSCT","Belfast","RBHSC",2009-12-01,2964,2329,635,0
"BHSCT","Belfast","Belfast City",2009-12-01,3497,2165,1320,12
"NHSCT","Northern","Antrim Area",2009-12-01,5495,3696,1744,55
"NHSCT","Northern","Causeway",2009-12-01,3338,2834,488,16
"NHSCT","Northern","Mid-Ulster",2009-12-01,1186,1158,28,0
"NHSCT","Northern","Whiteabbey",2009-12-01,1402,1375,27,0
"SEHSCT","South Eastern","Ards MIU",2009-12-01,593,593,0,0
"SEHSCT","South Eastern","Bangor MIU",2009-12-01,837,837,0,0
"SEHSCT","South Eastern","Downe",2009-12-01,1726,1609,116,1
"SEHSCT","South Eastern","Lagan Valley",2009-12-01,2548,2205,320,23
"SEHSCT","South Eastern","Ulster",2009-12-01,5943,4158,1555,230
"SHSCT","Southern","Armagh Community",2009-12-01,530,530,0,0
"SHSCT","Southern","Craigavon Area",2009-12-01,5748,4986,762,0
"SHSCT","Southern","Daisy Hill",2009-12-01,2782,2645,137,0
"SHSCT","Southern","South Tyrone",2009-12-01,1061,1061,0,0
"WHSCT","Western","Altnagelvin Area",2009-12-01,4182,3222,954,6
"WHSCT","Western","South West Acute",2009-12-01,2084,1893,191,0
"WHSCT","Western","Tyrone County",2009-12-01,986,983,3,0
"BHSCT","Belfast","Mater",2009-11-01,3187,2565,612,10
"BHSCT","Belfast","RVH",2009-11-01,5710,4521,1172,17
"BHSCT","Belfast","RVH-RAES",2009-11-01,5710,4521,1172,17
"BHSCT","Belfast","RBHSC",2009-11-01,2602,2116,485,1
"BHSCT","Belfast","Belfast City",2009-11-01,3580,2601,970,9
"NHSCT","Northern","Antrim Area",2009-11-01,5276,3419,1813,44
"NHSCT","Northern","Causeway",2009-11-01,3158,2881,268,9
"NHSCT","Northern","Mid-Ulster",2009-11-01,1285,1258,27,0
"NHSCT","Northern","Whiteabbey",2009-11-01,1425,1411,14,0
"SEHSCT","South Eastern","Ards MIU",2009-11-01,655,655,0,0
"SEHSCT","South Eastern","Bangor MIU",2009-11-01,910,910,0,0
"SEHSCT","South Eastern","Downe",2009-11-01,1821,1725,96,0
"SEHSCT","South Eastern","Lagan Valley",2009-11-01,2559,2258,294,7
"SEHSCT","South Eastern","Ulster",2009-11-01,5855,4459,1279,117
"SHSCT","Southern","Armagh Community",2009-11-01,514,514,0,0
"SHSCT","Southern","Craigavon Area",2009-11-01,5711,5093,618,0
"SHSCT","Southern","Daisy Hill",2009-11-01,2648,2564,84,0
"SHSCT","Southern","South Tyrone",2009-11-01,1141,1141,0,0
"WHSCT","Western","Altnagelvin Area",2009-11-01,4182,3132,1028,22
"WHSCT","Western","South West Acute",2009-11-01,2040,1888,152,0
"WHSCT","Western","Tyrone County",2009-11-01,1033,1033,0,0
"BHSCT","Belfast","Mater",2009-10-01,3349,2724,622,3
"BHSCT","Belfast","RVH",2009-10-01,5489,4721,764,4
"BHSCT","Belfast","RVH-RAES",2009-10-01,5489,4721,764,4
"BHSCT","Belfast","RBHSC",2009-10-01,2514,2324,190,0
"BHSCT","Belfast","Belfast City",2009-10-01,3666,2733,933,0
"NHSCT","Northern","Antrim Area",2009-10-01,5687,4092,1595,0
"NHSCT","Northern","Causeway",2009-10-01,3450,3189,258,3
"NHSCT","Northern","Mid-Ulster",2009-10-01,1426,1404,22,0
"NHSCT","Northern","Whiteabbey",2009-10-01,1570,1549,21,0
"SEHSCT","South Eastern","Ards MIU",2009-10-01,714,714,0,0
"SEHSCT","South Eastern","Bangor MIU",2009-10-01,990,989,1,0
"SEHSCT","South Eastern","Downe",2009-10-01,1920,1811,109,0
"SEHSCT","South Eastern","Lagan Valley",2009-10-01,2751,2462,284,5
"SEHSCT","South Eastern","Ulster",2009-10-01,6168,4674,1471,23
"SHSCT","Southern","Armagh Community",2009-10-01,661,661,0,0
"SHSCT","Southern","Craigavon Area",2009-10-01,6001,5294,707,0
"SHSCT","Southern","Daisy Hill",2009-10-01,2801,2655,146,0
"SHSCT","Southern","South Tyrone",2009-10-01,1239,1239,0,0
"WHSCT","Western","Altnagelvin Area",2009-10-01,4562,3269,1285,8
"WHSCT","Western","South West Acute",2009-10-01,2175,1980,195,0
"WHSCT","Western","Tyrone County",2009-10-01,1049,1049,0,0
"BHSCT","Belfast","Mater",2009-09-01,3259,2675,581,3
"BHSCT","Belfast","RVH",2009-09-01,5898,4977,921,0
"BHSCT","Belfast","RVH-RAES",2009-09-01,5898,4977,921,0
"BHSCT","Belfast","RBHSC",2009-09-01,2483,2154,329,0
