"lhb22_code","lhb22_name","date","pathway_stage","waits_over_18_weeks","waits_over_53_weeks"
"W11000030","Cwm Taf Morgannwg University Health Board",2020-06-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1928,109
"W11000031","Swansea Bay University Health Board",2020-06-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1657,75
"W11000025","Hywel Dda LHB",2020-06-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",4078,36
"W11000024","Powys Teaching LHB",2020-06-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",117,NA
"W11000023","Betsi Cadwaladr University LHB",2020-07-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",5323,949
"W11000029","Cardiff and Vale University LHB",2020-07-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",6647,132
"W11000030","Cwm Taf Morgannwg University Health Board",2020-07-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2280,151
"W11000031","Swansea Bay University Health Board",2020-07-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1942,156
"W11000024","Powys Teaching LHB",2020-07-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",139,NA
"W11000025","Hywel Dda LHB",2020-07-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",4384,57
"W11000028","Aneurin Bevan LHB",2020-07-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1760,67
"W11000023","Betsi Cadwaladr University LHB",2020-08-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",5400,1211
"W11000031","Swansea Bay University Health Board",2020-08-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1724,225
"W11000029","Cardiff and Vale University LHB",2020-08-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",6693,390
"W11000030","Cwm Taf Morgannwg University Health Board",2020-08-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2285,214
"W11000025","Hywel Dda LHB",2020-08-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",4116,171
"W11000028","Aneurin Bevan LHB",2020-08-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1507,126
"W11000024","Powys Teaching LHB",2020-08-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",155,1
"W11000023","Betsi Cadwaladr University LHB",2020-09-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",4896,1277
"W11000030","Cwm Taf Morgannwg University Health Board",2020-09-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2270,278
"W11000031","Swansea Bay University Health Board",2020-09-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1848,321
"W11000029","Cardiff and Vale University LHB",2020-09-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",6543,670
"W11000025","Hywel Dda LHB",2020-09-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3326,261
"W11000024","Powys Teaching LHB",2020-09-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",130,2
"W11000028","Aneurin Bevan LHB",2020-09-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1485,152
"W11000023","Betsi Cadwaladr University LHB",2020-10-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",4781,1499
"W11000030","Cwm Taf Morgannwg University Health Board",2020-10-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2450,385
"W11000029","Cardiff and Vale University LHB",2020-10-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",6669,1071
"W11000031","Swansea Bay University Health Board",2020-10-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1613,481
"W11000025","Hywel Dda LHB",2020-10-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3235,462
"W11000024","Powys Teaching LHB",2020-10-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",144,8
"W11000028","Aneurin Bevan LHB",2020-10-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1648,210
"W11000023","Betsi Cadwaladr University LHB",2020-11-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",4890,1750
"W11000030","Cwm Taf Morgannwg University Health Board",2020-11-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2600,482
"W11000031","Swansea Bay University Health Board",2020-11-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1707,555
"W11000029","Cardiff and Vale University LHB",2020-11-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",6715,1535
"W11000025","Hywel Dda LHB",2020-11-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3389,574
"W11000024","Powys Teaching LHB",2020-11-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",144,9
"W11000028","Aneurin Bevan LHB",2020-11-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1829,266
"W11000023","Betsi Cadwaladr University LHB",2020-12-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",5085,2153
"W11000031","Swansea Bay University Health Board",2020-12-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1868,758
"W11000028","Aneurin Bevan LHB",2020-12-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2251,438
"W11000029","Cardiff and Vale University LHB",2020-12-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",7038,1890
"W11000030","Cwm Taf Morgannwg University Health Board",2020-12-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2575,617
"W11000024","Powys Teaching LHB",2020-12-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",117,13
"W11000025","Hywel Dda LHB",2020-12-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3892,729
"W11000023","Betsi Cadwaladr University LHB",2021-01-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",5487,2587
"W11000025","Hywel Dda LHB",2021-01-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",4916,906
"W11000031","Swansea Bay University Health Board",2021-01-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2210,1164
"W11000028","Aneurin Bevan LHB",2021-01-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2642,541
"W11000029","Cardiff and Vale University LHB",2021-01-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",6908,2091
"W11000030","Cwm Taf Morgannwg University Health Board",2021-01-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2731,728
"W11000024","Powys Teaching LHB",2021-01-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",116,24
"W11000023","Betsi Cadwaladr University LHB",2021-02-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",6039,3060
"W11000025","Hywel Dda LHB",2021-02-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",5890,1255
"W11000031","Swansea Bay University Health Board",2021-02-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2427,1262
"W11000028","Aneurin Bevan LHB",2021-02-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2426,477
"W11000029","Cardiff and Vale University LHB",2021-02-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",7253,2489
"W11000030","Cwm Taf Morgannwg University Health Board",2021-02-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2853,867
"W11000024","Powys Teaching LHB",2021-02-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",125,26
"W11000023","Betsi Cadwaladr University LHB",2021-03-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",6378,3583
"W11000025","Hywel Dda LHB",2021-03-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",6960,1538
"W11000031","Swansea Bay University Health Board",2021-03-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2803,1505
"W11000028","Aneurin Bevan LHB",2021-03-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2034,484
"W11000029","Cardiff and Vale University LHB",2021-03-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",7819,3099
"W11000030","Cwm Taf Morgannwg University Health Board",2021-03-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2802,968
"W11000024","Powys Teaching LHB",2021-03-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",109,25
"W11000023","Betsi Cadwaladr University LHB",2021-04-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",6150,3320
"W11000025","Hywel Dda LHB",2021-04-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",7921,1661
"W11000029","Cardiff and Vale University LHB",2021-04-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",8520,3145
"W11000030","Cwm Taf Morgannwg University Health Board",2021-04-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2950,930
"W11000031","Swansea Bay University Health Board",2021-04-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2726,1320
"W11000028","Aneurin Bevan LHB",2021-04-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2044,435
"W11000024","Powys Teaching LHB",2021-04-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",118,36
"W11000023","Betsi Cadwaladr University LHB",2021-05-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",6006,3176
"W11000025","Hywel Dda LHB",2021-05-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",8256,1651
"W11000028","Aneurin Bevan LHB",2021-05-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2114,405
"W11000029","Cardiff and Vale University LHB",2021-05-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",9135,3374
"W11000030","Cwm Taf Morgannwg University Health Board",2021-05-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3045,989
"W11000031","Swansea Bay University Health Board",2021-05-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2737,1257
"W11000024","Powys Teaching LHB",2021-05-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",81,24
"W11000023","Betsi Cadwaladr University LHB",2021-06-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",5981,3058
"W11000031","Swansea Bay University Health Board",2021-06-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2869,1271
"W11000025","Hywel Dda LHB",2021-06-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",9010,1765
"W11000029","Cardiff and Vale University LHB",2021-06-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",9659,3419
"W11000028","Aneurin Bevan LHB",2021-06-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2128,425
"W11000030","Cwm Taf Morgannwg University Health Board",2021-06-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3271,1068
"W11000024","Powys Teaching LHB",2021-06-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",88,13
"W11000023","Betsi Cadwaladr University LHB",2021-07-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",6065,3087
"W11000029","Cardiff and Vale University LHB",2021-07-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",10437,3606
"W11000031","Swansea Bay University Health Board",2021-07-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3048,1283
"W11000025","Hywel Dda LHB",2021-07-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",9371,1874
"W11000028","Aneurin Bevan LHB",2021-07-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2173,442
"W11000030","Cwm Taf Morgannwg University Health Board",2021-07-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3523,1100
"W11000024","Powys Teaching LHB",2021-07-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",82,11
"W11000023","Betsi Cadwaladr University LHB",2021-08-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",6366,3207
"W11000025","Hywel Dda LHB",2021-08-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",8717,1855
"W11000031","Swansea Bay University Health Board",2021-08-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3275,1420
"W11000028","Aneurin Bevan LHB",2021-08-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2279,451
"W11000029","Cardiff and Vale University LHB",2021-08-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",11007,3883
"W11000030","Cwm Taf Morgannwg University Health Board",2021-08-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3731,1144
"W11000024","Powys Teaching LHB",2021-08-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",90,12
"W11000023","Betsi Cadwaladr University LHB",2021-09-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",6740,3311
"W11000025","Hywel Dda LHB",2021-09-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",8493,1601
"W11000030","Cwm Taf Morgannwg University Health Board",2021-09-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",4014,1185
"W11000031","Swansea Bay University Health Board",2021-09-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3712,1576
"W11000029","Cardiff and Vale University LHB",2021-09-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",12435,5000
"W11000028","Aneurin Bevan LHB",2021-09-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2041,369
"W11000024","Powys Teaching LHB",2021-09-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",140,9
"W11000023","Betsi Cadwaladr University LHB",2021-10-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",7079,3514
"W11000025","Hywel Dda LHB",2021-10-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",9325,2007
"W11000030","Cwm Taf Morgannwg University Health Board",2021-10-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",4185,1274
"W11000031","Swansea Bay University Health Board",2021-10-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3977,1693
"W11000029","Cardiff and Vale University LHB",2021-10-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",13114,5276
"W11000028","Aneurin Bevan LHB",2021-10-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2268,444
"W11000024","Powys Teaching LHB",2021-10-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",130,3
"W11000023","Betsi Cadwaladr University LHB",2021-11-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",6897,3546
"W11000025","Hywel Dda LHB",2021-11-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",8719,1948
"W11000031","Swansea Bay University Health Board",2021-11-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",4309,1909
"W11000029","Cardiff and Vale University LHB",2021-11-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",13189,5503
"W11000028","Aneurin Bevan LHB",2021-11-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2640,571
"W11000030","Cwm Taf Morgannwg University Health Board",2021-11-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",4489,1354
"W11000024","Powys Teaching LHB",2021-11-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",119,5
"W11000023","Betsi Cadwaladr University LHB",2021-12-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",7216,3765
"W11000025","Hywel Dda LHB",2021-12-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",8570,2222
"W11000028","Aneurin Bevan LHB",2021-12-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3102,842
"W11000031","Swansea Bay University Health Board",2021-12-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",4771,2105
"W11000029","Cardiff and Vale University LHB",2021-12-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",13746,5739
"W11000030","Cwm Taf Morgannwg University Health Board",2021-12-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",4860,1455
"W11000024","Powys Teaching LHB",2021-12-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",80,1
"W11000023","Betsi Cadwaladr University LHB",2022-01-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",7455,3908
"W11000025","Hywel Dda LHB",2022-01-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",7487,1613
"W11000028","Aneurin Bevan LHB",2022-01-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3248,933
"W11000031","Swansea Bay University Health Board",2022-01-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",5022,2165
"W11000029","Cardiff and Vale University LHB",2022-01-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",14331,6036
"W11000030","Cwm Taf Morgannwg University Health Board",2022-01-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",5094,1341
"W11000024","Powys Teaching LHB",2022-01-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",102,2
"W11000023","Betsi Cadwaladr University LHB",2022-02-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",7722,3843
"W11000025","Hywel Dda LHB",2022-02-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3870,1319
"W11000031","Swansea Bay University Health Board",2022-02-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",4979,2235
"W11000029","Cardiff and Vale University LHB",2022-02-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",15178,6483
"W11000028","Aneurin Bevan LHB",2022-02-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3198,820
"W11000030","Cwm Taf Morgannwg University Health Board",2022-02-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",5178,1336
"W11000024","Powys Teaching LHB",2022-02-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",59,2
"W11000023","Betsi Cadwaladr University LHB",2022-03-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",7904,3958
"W11000029","Cardiff and Vale University LHB",2022-03-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",16633,7417
"W11000025","Hywel Dda LHB",2022-03-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3947,1476
"W11000030","Cwm Taf Morgannwg University Health Board",2022-03-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",5544,1482
"W11000028","Aneurin Bevan LHB",2022-03-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3150,833
"W11000031","Swansea Bay University Health Board",2022-03-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",5171,2215
"W11000024","Powys Teaching LHB",2022-03-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",62,NA
"W11000023","Betsi Cadwaladr University LHB",2022-04-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",8108,4108
"W11000025","Hywel Dda LHB",2022-04-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3943,1496
"W11000029","Cardiff and Vale University LHB",2022-04-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",17402,7971
"W11000031","Swansea Bay University Health Board",2022-04-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",5055,2277
"W11000028","Aneurin Bevan LHB",2022-04-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3057,831
"W11000030","Cwm Taf Morgannwg University Health Board",2022-04-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",5589,1495
"W11000024","Powys Teaching LHB",2022-04-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",44,NA
"W11000023","Betsi Cadwaladr University LHB",2022-05-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",9888,5318
"W11000029","Cardiff and Vale University LHB",2022-05-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",18528,8755
"W11000025","Hywel Dda LHB",2022-05-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",4415,1573
"W11000031","Swansea Bay University Health Board",2022-05-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",5269,2306
"W11000028","Aneurin Bevan LHB",2022-05-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3013,803
"W11000030","Cwm Taf Morgannwg University Health Board",2022-05-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",5353,1628
"W11000024","Powys Teaching LHB",2022-05-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",55,NA
"W11000023","Betsi Cadwaladr University LHB",2022-06-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",10198,5112
"W11000025","Hywel Dda LHB",2022-06-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",4877,1745
