"Date","Month","Year","Trust","Dept","Type","Under 4 Hours","Between 4 - 12 Hours","Over 12 Hours","Total","Percent Under 4 Hours"
"2010-03-01","Mar 2010","2009/10","Southern","Armagh Community","Type 3","663","0","0","663","100.0%"
"2010-03-01","Mar 2010","2009/10","Southern","Craigavon Area","Type 1","5,485","1,029","1","6,515","84.2%"
"2010-03-01","Mar 2010","2009/10","Southern","Daisy Hill","Type 1","2,878","229","0","3,107","92.6%"
"2010-03-01","Mar 2010","2009/10","Southern","South Tyrone","Type 3","1,400","0","0","1,400","100.0%"
"2010-03-01","Mar 2010","2009/10","Western","Altnagelvin Area","Type 1","3,509","1,149","7","4,665","75.2%"
"2010-03-01","Mar 2010","2009/10","Western","South West Acute","Type 1","2,072","141","0","2,213","93.6%"
"2010-03-01","Mar 2010","2009/10","Western","Tyrone County","Type 3","1,107","1","0","1,108","99.9%"
"2010-02-01","Feb 2010","2009/10","Belfast","Mater","Type 1","2,132","611","97","2,840","75.1%"
"2010-02-01","Feb 2010","2009/10","Belfast","RVH","Type 1","4,024","1,312","98","5,434","74.1%"
"2010-02-01","Feb 2010","2009/10","Belfast","RVH-RAES","Type 2","4,024","1,312","98","5,434","74.1%"
"2010-02-01","Feb 2010","2009/10","Belfast","RBHSC","Type 1","1,996","394","0","2,390","83.5%"
"2010-02-01","Feb 2010","2009/10","Belfast","Belfast City","Type 1","2,163","989","58","3,210","67.4%"
"2010-02-01","Feb 2010","2009/10","Northern","Antrim Area","Type 1","3,474","1,266","129","4,869","71.3%"
"2010-02-01","Feb 2010","2009/10","Northern","Causeway","Type 1","2,638","300","4","2,942","89.7%"
"2010-02-01","Feb 2010","2009/10","Northern","Mid-Ulster","Type 3","1,146","41","0","1,187","96.5%"
"2010-02-01","Feb 2010","2009/10","Northern","Whiteabbey","Type 3","1,351","24","0","1,375","98.3%"
"2010-02-01","Feb 2010","2009/10","South Eastern","Ards MIU","Type 3","649","0","0","649","100.0%"
"2010-02-01","Feb 2010","2009/10","South Eastern","Bangor MIU","Type 3","859","0","0","859","100.0%"
"2010-02-01","Feb 2010","2009/10","South Eastern","Downe","Type 2","1,458","119","6","1,583","92.1%"
"2010-02-01","Feb 2010","2009/10","South Eastern","Lagan Valley","Type 2","1,860","424","46","2,330","79.8%"
"2010-02-01","Feb 2010","2009/10","South Eastern","Ulster","Type 1","3,907","1,387","99","5,393","72.4%"
"2010-02-01","Feb 2010","2009/10","Southern","Armagh Community","Type 3","563","0","0","563","100.0%"
"2010-02-01","Feb 2010","2009/10","Southern","Craigavon Area","Type 1","4,601","670","0","5,271","87.3%"
"2010-02-01","Feb 2010","2009/10","Southern","Daisy Hill","Type 1","2,350","201","0","2,551","92.1%"
"2010-02-01","Feb 2010","2009/10","Southern","South Tyrone","Type 3","1,090","0","0","1,090","100.0%"
"2010-02-01","Feb 2010","2009/10","Western","Altnagelvin Area","Type 1","3,216","723","1","3,940","81.6%"
"2010-02-01","Feb 2010","2009/10","Western","South West Acute","Type 1","1,616","134","0","1,750","92.3%"
"2010-02-01","Feb 2010","2009/10","Western","Tyrone County","Type 3","906","0","0","906","100.0%"
"2010-01-01","Jan 2010","2009/10","Belfast","Mater","Type 1","2,385","676","87","3,148","75.8%"
"2010-01-01","Jan 2010","2009/10","Belfast","RVH","Type 1","4,117","1,383","146","5,646","72.9%"
"2010-01-01","Jan 2010","2009/10","Belfast","RVH-RAES","Type 2","4,117","1,383","146","5,646","72.9%"
"2010-01-01","Jan 2010","2009/10","Belfast","RBHSC","Type 1","1,816","476","0","2,292","79.2%"
"2010-01-01","Jan 2010","2009/10","Belfast","Belfast City","Type 1","2,127","1,252","77","3,456","61.5%"
"2010-01-01","Jan 2010","2009/10","Northern","Antrim Area","Type 1","3,642","1,654","132","5,428","67.1%"
"2010-01-01","Jan 2010","2009/10","Northern","Causeway","Type 1","2,818","445","35","3,298","85.4%"
"2010-01-01","Jan 2010","2009/10","Northern","Mid-Ulster","Type 3","1,142","36","0","1,178","96.9%"
"2010-01-01","Jan 2010","2009/10","Northern","Whiteabbey","Type 3","1,421","29","0","1,450","98.0%"
"2010-01-01","Jan 2010","2009/10","South Eastern","Ards MIU","Type 3","597","0","0","597","100.0%"
"2010-01-01","Jan 2010","2009/10","South Eastern","Bangor MIU","Type 3","844","0","0","844","100.0%"
"2010-01-01","Jan 2010","2009/10","South Eastern","Downe","Type 2","1,632","157","18","1,807","90.3%"
"2010-01-01","Jan 2010","2009/10","South Eastern","Lagan Valley","Type 2","2,094","387","59","2,540","82.4%"
"2010-01-01","Jan 2010","2009/10","South Eastern","Ulster","Type 1","4,219","1,344","265","5,828","72.4%"
"2010-01-01","Jan 2010","2009/10","Southern","Armagh Community","Type 3","540","0","0","540","100.0%"
"2010-01-01","Jan 2010","2009/10","Southern","Craigavon Area","Type 1","4,811","808","0","5,619","85.6%"
"2010-01-01","Jan 2010","2009/10","Southern","Daisy Hill","Type 1","2,709","131","0","2,840","95.4%"
"2010-01-01","Jan 2010","2009/10","Southern","South Tyrone","Type 3","1,124","0","0","1,124","100.0%"
"2010-01-01","Jan 2010","2009/10","Western","Altnagelvin Area","Type 1","3,293","1,007","4","4,304","76.5%"
"2010-01-01","Jan 2010","2009/10","Western","South West Acute","Type 1","1,952","164","0","2,116","92.2%"
"2010-01-01","Jan 2010","2009/10","Western","Tyrone County","Type 3","976","0","0","976","100.0%"
"2009-12-01","Dec 2009","2009/10","Belfast","Mater","Type 1","2,398","872","46","3,316","72.3%"
"2009-12-01","Dec 2009","2009/10","Belfast","RVH","Type 1","4,419","1,235","10","5,664","78.0%"
"2009-12-01","Dec 2009","2009/10","Belfast","RVH-RAES","Type 2","4,419","1,235","10","5,664","78.0%"
"2009-12-01","Dec 2009","2009/10","Belfast","RBHSC","Type 1","2,329","635","0","2,964","78.6%"
"2009-12-01","Dec 2009","2009/10","Belfast","Belfast City","Type 1","2,165","1,320","12","3,497","61.9%"
"2009-12-01","Dec 2009","2009/10","Northern","Antrim Area","Type 1","3,696","1,744","55","5,495","67.3%"
"2009-12-01","Dec 2009","2009/10","Northern","Causeway","Type 1","2,834","488","16","3,338","84.9%"
"2009-12-01","Dec 2009","2009/10","Northern","Mid-Ulster","Type 3","1,158","28","0","1,186","97.6%"
"2009-12-01","Dec 2009","2009/10","Northern","Whiteabbey","Type 3","1,375","27","0","1,402","98.1%"
"2009-12-01","Dec 2009","2009/10","South Eastern","Ards MIU","Type 3","593","0","0","593","100.0%"
"2009-12-01","Dec 2009","2009/10","South Eastern","Bangor MIU","Type 3","837","0","0","837","100.0%"
"2009-12-01","Dec 2009","2009/10","South Eastern","Downe","Type 2","1,609","116","1","1,726","93.2%"
"2009-12-01","Dec 2009","2009/10","South Eastern","Lagan Valley","Type 2","2,205","320","23","2,548","86.5%"
"2009-12-01","Dec 2009","2009/10","South Eastern","Ulster","Type 1","4,158","1,555","230","5,943","70.0%"
"2009-12-01","Dec 2009","2009/10","Southern","Armagh Community","Type 3","530","0","0","530","100.0%"
"2009-12-01","Dec 2009","2009/10","Southern","Craigavon Area","Type 1","4,986","762","0","5,748","86.7%"
"2009-12-01","Dec 2009","2009/10","Southern","Daisy Hill","Type 1","2,645","137","0","2,782","95.1%"
"2009-12-01","Dec 2009","2009/10","Southern","South Tyrone","Type 3","1,061","0","0","1,061","100.0%"
"2009-12-01","Dec 2009","2009/10","Western","Altnagelvin Area","Type 1","3,222","954","6","4,182","77.0%"
"2009-12-01","Dec 2009","2009/10","Western","South West Acute","Type 1","1,893","191","0","2,084","90.8%"
"2009-12-01","Dec 2009","2009/10","Western","Tyrone County","Type 3","983","3","0","986","99.7%"
"2009-11-01","Nov 2009","2009/10","Belfast","Mater","Type 1","2,565","612","10","3,187","80.5%"
"2009-11-01","Nov 2009","2009/10","Belfast","RVH","Type 1","4,521","1,172","17","5,710","79.2%"
"2009-11-01","Nov 2009","2009/10","Belfast","RVH-RAES","Type 2","4,521","1,172","17","5,710","79.2%"
"2009-11-01","Nov 2009","2009/10","Belfast","RBHSC","Type 1","2,116","485","1","2,602","81.3%"
"2009-11-01","Nov 2009","2009/10","Belfast","Belfast City","Type 1","2,601","970","9","3,580","72.7%"
"2009-11-01","Nov 2009","2009/10","Northern","Antrim Area","Type 1","3,419","1,813","44","5,276","64.8%"
"2009-11-01","Nov 2009","2009/10","Northern","Causeway","Type 1","2,881","268","9","3,158","91.2%"
"2009-11-01","Nov 2009","2009/10","Northern","Mid-Ulster","Type 3","1,258","27","0","1,285","97.9%"
"2009-11-01","Nov 2009","2009/10","Northern","Whiteabbey","Type 3","1,411","14","0","1,425","99.0%"
"2009-11-01","Nov 2009","2009/10","South Eastern","Ards MIU","Type 3","655","0","0","655","100.0%"
"2009-11-01","Nov 2009","2009/10","South Eastern","Bangor MIU","Type 3","910","0","0","910","100.0%"
"2009-11-01","Nov 2009","2009/10","South Eastern","Downe","Type 2","1,725","96","0","1,821","94.7%"
"2009-11-01","Nov 2009","2009/10","South Eastern","Lagan Valley","Type 2","2,258","294","7","2,559","88.2%"
"2009-11-01","Nov 2009","2009/10","South Eastern","Ulster","Type 1","4,459","1,279","117","5,855","76.2%"
"2009-11-01","Nov 2009","2009/10","Southern","Armagh Community","Type 3","514","0","0","514","100.0%"
"2009-11-01","Nov 2009","2009/10","Southern","Craigavon Area","Type 1","5,093","618","0","5,711","89.2%"
"2009-11-01","Nov 2009","2009/10","Southern","Daisy Hill","Type 1","2,564","84","0","2,648","96.8%"
"2009-11-01","Nov 2009","2009/10","Southern","South Tyrone","Type 3","1,141","0","0","1,141","100.0%"
"2009-11-01","Nov 2009","2009/10","Western","Altnagelvin Area","Type 1","3,132","1,028","22","4,182","74.9%"
"2009-11-01","Nov 2009","2009/10","Western","South West Acute","Type 1","1,888","152","0","2,040","92.5%"
"2009-11-01","Nov 2009","2009/10","Western","Tyrone County","Type 3","1,033","0","0","1,033","100.0%"
"2009-10-01","Oct 2009","2009/10","Belfast","Mater","Type 1","2,724","622","3","3,349","81.3%"
"2009-10-01","Oct 2009","2009/10","Belfast","RVH","Type 1","4,721","764","4","5,489","86.0%"
"2009-10-01","Oct 2009","2009/10","Belfast","RVH-RAES","Type 2","4,721","764","4","5,489","86.0%"
"2009-10-01","Oct 2009","2009/10","Belfast","RBHSC","Type 1","2,324","190","0","2,514","92.4%"
"2009-10-01","Oct 2009","2009/10","Belfast","Belfast City","Type 1","2,733","933","0","3,666","74.5%"
"2009-10-01","Oct 2009","2009/10","Northern","Antrim Area","Type 1","4,092","1,595","0","5,687","72.0%"
"2009-10-01","Oct 2009","2009/10","Northern","Causeway","Type 1","3,189","258","3","3,450","92.4%"
"2009-10-01","Oct 2009","2009/10","Northern","Mid-Ulster","Type 3","1,404","22","0","1,426","98.5%"
"2009-10-01","Oct 2009","2009/10","Northern","Whiteabbey","Type 3","1,549","21","0","1,570","98.7%"
"2009-10-01","Oct 2009","2009/10","South Eastern","Ards MIU","Type 3","714","0","0","714","100.0%"
"2009-10-01","Oct 2009","2009/10","South Eastern","Bangor MIU","Type 3","989","1","0","990","99.9%"
"2009-10-01","Oct 2009","2009/10","South Eastern","Downe","Type 2","1,811","109","0","1,920","94.3%"
"2009-10-01","Oct 2009","2009/10","South Eastern","Lagan Valley","Type 2","2,462","284","5","2,751","89.5%"
"2009-10-01","Oct 2009","2009/10","South Eastern","Ulster","Type 1","4,674","1,471","23","6,168","75.8%"
"2009-10-01","Oct 2009","2009/10","Southern","Armagh Community","Type 3","661","0","0","661","100.0%"
"2009-10-01","Oct 2009","2009/10","Southern","Craigavon Area","Type 1","5,294","707","0","6,001","88.2%"
"2009-10-01","Oct 2009","2009/10","Southern","Daisy Hill","Type 1","2,655","146","0","2,801","94.8%"
"2009-10-01","Oct 2009","2009/10","Southern","South Tyrone","Type 3","1,239","0","0","1,239","100.0%"
"2009-10-01","Oct 2009","2009/10","Western","Altnagelvin Area","Type 1","3,269","1,285","8","4,562","71.7%"
"2009-10-01","Oct 2009","2009/10","Western","South West Acute","Type 1","1,980","195","0","2,175","91.0%"
"2009-10-01","Oct 2009","2009/10","Western","Tyrone County","Type 3","1,049","0","0","1,049","100.0%"
"2009-09-01","Sep 2009","2009/10","Belfast","Mater","Type 1","2,675","581","3","3,259","82.1%"
"2009-09-01","Sep 2009","2009/10","Belfast","RVH","Type 1","4,977","921","0","5,898","84.4%"
"2009-09-01","Sep 2009","2009/10","Belfast","RVH-RAES","Type 2","4,977","921","0","5,898","84.4%"
"2009-09-01","Sep 2009","2009/10","Belfast","RBHSC","Type 1","2,154","329","0","2,483","86.7%"
"2009-09-01","Sep 2009","2009/10","Belfast","Belfast City","Type 1","2,466","1,019","14","3,499","70.5%"
"2009-09-01","Sep 2009","2009/10","Northern","Antrim Area","Type 1","4,456","1,163","0","5,619","79.3%"
"2009-09-01","Sep 2009","2009/10","Northern","Causeway","Type 1","3,053","272","0","3,325","91.8%"
"2009-09-01","Sep 2009","2009/10","Northern","Mid-Ulster","Type 3","1,457","58","0","1,515","96.2%"
"2009-09-01","Sep 2009","2009/10","Northern","Whiteabbey","Type 3","1,624","20","0","1,644","98.8%"
"2009-09-01","Sep 2009","2009/10","South Eastern","Ards MIU","Type 3","829","0","0","829","100.0%"
"2009-09-01","Sep 2009","2009/10","South Eastern","Bangor MIU","Type 3","1,103","0","0","1,103","100.0%"
"2009-09-01","Sep 2009","2009/10","South Eastern","Downe","Type 2","1,890","65","0","1,955","96.7%"
"2009-09-01","Sep 2009","2009/10","South Eastern","Lagan Valley","Type 2","2,416","294","3","2,713","89.1%"
"2009-09-01","Sep 2009","2009/10","South Eastern","Ulster","Type 1","5,017","1,049","20","6,086","82.4%"
"2009-09-01","Sep 2009","2009/10","Southern","Armagh Community","Type 3","660","0","0","660","100.0%"
"2009-09-01","Sep 2009","2009/10","Southern","Craigavon Area","Type 1","5,568","440","0","6,008","92.7%"
"2009-09-01","Sep 2009","2009/10","Southern","Daisy Hill","Type 1","2,752","76","0","2,828","97.3%"
"2009-09-01","Sep 2009","2009/10","Southern","South Tyrone","Type 3","1,378","0","0","1,378","100.0%"
"2009-09-01","Sep 2009","2009/10","Western","Altnagelvin Area","Type 1","3,359","1,056","8","4,423","75.9%"
"2009-09-01","Sep 2009","2009/10","Western","South West Acute","Type 1","1,951","163","0","2,114","92.3%"
"2009-09-01","Sep 2009","2009/10","Western","Tyrone County","Type 3","1,075","0","0","1,075","100.0%"
"2009-08-01","Aug 2009","2009/10","Belfast","Mater","Type 1","2,693","676","4","3,373","79.8%"
"2009-08-01","Aug 2009","2009/10","Belfast","RVH","Type 1","4,195","766","0","4,961","84.6%"
"2009-08-01","Aug 2009","2009/10","Belfast","RVH-RAES","Type 2","4,195","766","0","4,961","84.6%"
"2009-08-01","Aug 2009","2009/10","Belfast","RBHSC","Type 1","1,863","130","0","1,993","93.5%"
"2009-08-01","Aug 2009","2009/10","Belfast","Belfast City","Type 1","2,540","748","0","3,288","77.3%"
"2009-08-01","Aug 2009","2009/10","Northern","Antrim Area","Type 1","4,073","1,110","0","5,183","78.6%"
"2009-08-01","Aug 2009","2009/10","Northern","Causeway","Type 1","3,350","420","0","3,770","88.9%"
"2009-08-01","Aug 2009","2009/10","Northern","Mid-Ulster","Type 3","1,471","20","0","1,491","98.7%"
"2009-08-01","Aug 2009","2009/10","Northern","Whiteabbey","Type 3","1,652","14","0","1,666","99.2%"
"2009-08-01","Aug 2009","2009/10","South Eastern","Ards MIU","Type 3","821","0","0","821","100.0%"
"2009-08-01","Aug 2009","2009/10","South Eastern","Bangor MIU","Type 3","958","0","0","958","100.0%"
"2009-08-01","Aug 2009","2009/10","South Eastern","Downe","Type 2","1,969","138","0","2,107","93.5%"
"2009-08-01","Aug 2009","2009/10","South Eastern","Lagan Valley","Type 2","2,397","194","0","2,591","92.5%"
"2009-08-01","Aug 2009","2009/10","South Eastern","Ulster","Type 1","4,938","1,029","14","5,981","82.6%"
"2009-08-01","Aug 2009","2009/10","Southern","Armagh Community","Type 3","620","0","0","620","100.0%"
"2009-08-01","Aug 2009","2009/10","Southern","Craigavon Area","Type 1","5,535","363","0","5,898","93.8%"
"2009-08-01","Aug 2009","2009/10","Southern","Daisy Hill","Type 1","2,703","73","0","2,776","97.4%"
"2009-08-01","Aug 2009","2009/10","Southern","South Tyrone","Type 3","1,325","0","0","1,325","100.0%"
"2009-08-01","Aug 2009","2009/10","Western","Altnagelvin Area","Type 1","3,553","1,013","2","4,568","77.8%"
"2009-08-01","Aug 2009","2009/10","Western","South West Acute","Type 1","2,204","143","0","2,347","93.9%"
"2009-08-01","Aug 2009","2009/10","Western","Tyrone County","Type 3","986","1","0","987","99.9%"
"2009-07-01","Jul 2009","2009/10","Belfast","Mater","Type 1","2,757","540","0","3,297","83.6%"
"2009-07-01","Jul 2009","2009/10","Belfast","RVH","Type 1","4,136","1,196","1","5,333","77.6%"
"2009-07-01","Jul 2009","2009/10","Belfast","RVH-RAES","Type 2","4,136","1,196","1","5,333","77.6%"
"2009-07-01","Jul 2009","2009/10","Belfast","RBHSC","Type 1","2,119","176","0","2,295","92.3%"
"2009-07-01","Jul 2009","2009/10","Belfast","Belfast City","Type 1","3,049","491","0","3,540","86.1%"
"2009-07-01","Jul 2009","2009/10","Northern","Antrim Area","Type 1","4,440","1,058","0","5,498","80.8%"
"2009-07-01","Jul 2009","2009/10","Northern","Causeway","Type 1","3,449","462","0","3,911","88.2%"
"2009-07-01","Jul 2009","2009/10","Northern","Mid-Ulster","Type 3","1,575","22","0","1,597","98.6%"
"2009-07-01","Jul 2009","2009/10","Northern","Whiteabbey","Type 3","1,641","11","0","1,652","99.3%"
"2009-07-01","Jul 2009","2009/10","South Eastern","Ards MIU","Type 3","841","0","0","841","100.0%"
"2009-07-01","Jul 2009","2009/10","South Eastern","Bangor MIU","Type 3","970","0","0","970","100.0%"
"2009-07-01","Jul 2009","2009/10","South Eastern","Downe","Type 2","1,957","134","0","2,091","93.6%"
"2009-07-01","Jul 2009","2009/10","South Eastern","Lagan Valley","Type 2","2,622","138","1","2,761","95.0%"
"2009-07-01","Jul 2009","2009/10","South Eastern","Ulster","Type 1","4,986","981","20","5,987","83.3%"
"2009-07-01","Jul 2009","2009/10","Southern","Armagh Community","Type 3","664","1","0","665","99.8%"
"2009-07-01","Jul 2009","2009/10","Southern","Craigavon Area","Type 1","5,584","262","0","5,846","95.5%"
"2009-07-01","Jul 2009","2009/10","Southern","Daisy Hill","Type 1","2,705","196","0","2,901","93.2%"
"2009-07-01","Jul 2009","2009/10","Southern","South Tyrone","Type 3","1,346","0","0","1,346","100.0%"
"2009-07-01","Jul 2009","2009/10","Western","Altnagelvin Area","Type 1","3,839","724","1","4,564","84.1%"
"2009-07-01","Jul 2009","2009/10","Western","South West Acute","Type 1","2,203","110","0","2,313","95.2%"
"2009-07-01","Jul 2009","2009/10","Western","Tyrone County","Type 3","1,095","2","0","1,097","99.8%"
"2009-06-01","Jun 2009","2009/10","Belfast","Mater","Type 1","2,964","553","3","3,520","84.2%"
"2009-06-01","Jun 2009","2009/10","Belfast","RVH","Type 1","4,013","1,185","6","5,204","77.1%"
"2009-06-01","Jun 2009","2009/10","Belfast","RVH-RAES","Type 2","4,013","1,185","6","5,204","77.1%"
"2009-06-01","Jun 2009","2009/10","Belfast","RBHSC","Type 1","2,161","250","0","2,411","89.6%"
"2009-06-01","Jun 2009","2009/10","Belfast","Belfast City","Type 1","3,031","710","5","3,746","80.9%"
"2009-06-01","Jun 2009","2009/10","Northern","Antrim Area","Type 1","4,640","982","1","5,623","82.5%"
"2009-06-01","Jun 2009","2009/10","Northern","Causeway","Type 1","3,256","329","0","3,585","90.8%"
"2009-06-01","Jun 2009","2009/10","Northern","Mid-Ulster","Type 3","1,686","38","0","1,724","97.8%"
"2009-06-01","Jun 2009","2009/10","Northern","Whiteabbey","Type 3","1,767","14","0","1,781","99.2%"
"2009-06-01","Jun 2009","2009/10","South Eastern","Ards MIU","Type 3","969","0","0","969","100.0%"
"2009-06-01","Jun 2009","2009/10","South Eastern","Bangor MIU","Type 3","1,080","0","0","1,080","100.0%"
"2009-06-01","Jun 2009","2009/10","South Eastern","Downe","Type 2","2,083","96","0","2,179","95.6%"
"2009-06-01","Jun 2009","2009/10","South Eastern","Lagan Valley","Type 2","2,775","170","1","2,946","94.2%"
"2009-06-01","Jun 2009","2009/10","South Eastern","Ulster","Type 1","5,290","988","9","6,287","84.1%"
"2009-06-01","Jun 2009","2009/10","Southern","Armagh Community","Type 3","766","0","0","766","100.0%"
"2009-06-01","Jun 2009","2009/10","Southern","Craigavon Area","Type 1","5,969","266","0","6,235","95.7%"
"2009-06-01","Jun 2009","2009/10","Southern","Daisy Hill","Type 1","2,924","186","0","3,110","94.0%"
"2009-06-01","Jun 2009","2009/10","Southern","South Tyrone","Type 3","1,575","0","0","1,575","100.0%"
"2009-06-01","Jun 2009","2009/10","Western","Altnagelvin Area","Type 1","3,865","988","6","4,859","79.5%"
"2009-06-01","Jun 2009","2009/10","Western","South West Acute","Type 1","2,310","186","0","2,496","92.5%"
"2009-06-01","Jun 2009","2009/10","Western","Tyrone County","Type 3","1,254","0","0","1,254","100.0%"
"2009-05-01","May 2009","2009/10","Belfast","Mater","Type 1","2,900","582","15","3,497","82.9%"
"2009-05-01","May 2009","2009/10","Belfast","RVH","Type 1","4,050","1,585","13","5,648","71.7%"
"2009-05-01","May 2009","2009/10","Belfast","RVH-RAES","Type 2","4,050","1,585","13","5,648","71.7%"
"2009-05-01","May 2009","2009/10","Belfast","RBHSC","Type 1","2,357","466","0","2,823","83.5%"
"2009-05-01","May 2009","2009/10","Belfast","Belfast City","Type 1","2,826","1,068","0","3,894","72.6%"
"2009-05-01","May 2009","2009/10","Northern","Antrim Area","Type 1","4,627","1,136","0","5,763","80.3%"
"2009-05-01","May 2009","2009/10","Northern","Causeway","Type 1","3,172","429","1","3,602","88.1%"
"2009-05-01","May 2009","2009/10","Northern","Mid-Ulster","Type 3","1,607","39","0","1,646","97.6%"
"2009-05-01","May 2009","2009/10","Northern","Whiteabbey","Type 3","1,784","29","0","1,813","98.4%"
"2009-05-01","May 2009","2009/10","South Eastern","Ards MIU","Type 3","847","0","0","847","100.0%"
"2009-05-01","May 2009","2009/10","South Eastern","Bangor MIU","Type 3","944","0","0","944","100.0%"
"2009-05-01","May 2009","2009/10","South Eastern","Downe","Type 2","2,026","85","0","2,111","96.0%"
"2009-05-01","May 2009","2009/10","South Eastern","Lagan Valley","Type 2","2,550","232","5","2,787","91.5%"
"2009-05-01","May 2009","2009/10","South Eastern","Ulster","Type 1","4,963","1,154","127","6,244","79.5%"
"2009-05-01","May 2009","2009/10","Southern","Armagh Community","Type 3","740","0","0","740","100.0%"
"2009-05-01","May 2009","2009/10","Southern","Craigavon Area","Type 1","5,671","606","2","6,279","90.3%"
"2009-05-01","May 2009","2009/10","Southern","Daisy Hill","Type 1","2,748","162","0","2,910","94.4%"
"2009-05-01","May 2009","2009/10","Southern","South Tyrone","Type 3","1,419","0","0","1,419","100.0%"
"2009-05-01","May 2009","2009/10","Western","Altnagelvin Area","Type 1","3,615","1,009","4","4,628","78.1%"
"2009-05-01","May 2009","2009/10","Western","South West Acute","Type 1","2,105","225","2","2,332","90.3%"
"2009-05-01","May 2009","2009/10","Western","Tyrone County","Type 3","1,137","8","0","1,145","99.3%"
"2009-04-01","Apr 2009","2009/10","Belfast","Mater","Type 1","2,502","828","35","3,365","74.4%"
"2009-04-01","Apr 2009","2009/10","Belfast","RVH","Type 1","4,542","1,622","47","6,211","73.1%"
"2009-04-01","Apr 2009","2009/10","Belfast","RVH-RAES","Type 2","4,542","1,622","47","6,211","73.1%"
"2009-04-01","Apr 2009","2009/10","Belfast","RBHSC","Type 1","2,178","704","1","2,883","75.5%"
"2009-04-01","Apr 2009","2009/10","Belfast","Belfast City","Type 1","2,660","1,159","5","3,824","69.6%"
"2009-04-01","Apr 2009","2009/10","Northern","Antrim Area","Type 1","4,223","1,111","17","5,351","78.9%"
"2009-04-01","Apr 2009","2009/10","Northern","Causeway","Type 1","3,041","494","1","3,536","86.0%"
"2009-04-01","Apr 2009","2009/10","Northern","Mid-Ulster","Type 3","1,521","30","0","1,551","98.1%"
"2009-04-01","Apr 2009","2009/10","Northern","Whiteabbey","Type 3","1,619","20","0","1,639","98.8%"
"2009-04-01","Apr 2009","2009/10","South Eastern","Ards MIU","Type 3","832","0","0","832","100.0%"
"2009-04-01","Apr 2009","2009/10","South Eastern","Bangor MIU","Type 3","877","0","0","877","100.0%"
"2009-04-01","Apr 2009","2009/10","South Eastern","Downe","Type 2","1,967","137","2","2,106","93.4%"
"2009-04-01","Apr 2009","2009/10","South Eastern","Lagan Valley","Type 2","2,458","301","30","2,789","88.1%"
"2009-04-01","Apr 2009","2009/10","South Eastern","Ulster","Type 1","4,809","1,203","163","6,175","77.9%"
"2009-04-01","Apr 2009","2009/10","Southern","Armagh Community","Type 3","652","0","0","652","100.0%"
"2009-04-01","Apr 2009","2009/10","Southern","Craigavon Area","Type 1","5,582","567","1","6,150","90.8%"
"2009-04-01","Apr 2009","2009/10","Southern","Daisy Hill","Type 1","2,740","275","0","3,015","90.9%"
"2009-04-01","Apr 2009","2009/10","Southern","South Tyrone","Type 3","1,393","0","0","1,393","100.0%"
"2009-04-01","Apr 2009","2009/10","Western","Altnagelvin Area","Type 1","3,608","963","7","4,578","78.8%"
"2009-04-01","Apr 2009","2009/10","Western","South West Acute","Type 1","2,173","143","0","2,316","93.8%"
"2009-04-01","Apr 2009","2009/10","Western","Tyrone County","Type 3","1,115","1","0","1,116","99.9%"
"2009-03-01","Mar 2009","2008/09","Belfast","Mater","Type 1","2,646","898","54","3,598","73.5%"
"2009-03-01","Mar 2009","2008/09","Belfast","RVH","Type 1","4,425","1,580","77","6,082","72.8%"
"2009-03-01","Mar 2009","2008/09","Belfast","RVH-RAES","Type 2","4,425","1,580","77","6,082","72.8%"
"2009-03-01","Mar 2009","2008/09","Belfast","RBHSC","Type 1","2,328","739","2","3,069","75.9%"
"2009-03-01","Mar 2009","2008/09","Belfast","Belfast City","Type 1","2,776","1,114","160","4,050","68.5%"
"2009-03-01","Mar 2009","2008/09","Northern","Antrim Area","Type 1","4,131","1,548","79","5,758","71.7%"
"2009-03-01","Mar 2009","2008/09","Northern","Causeway","Type 1","2,889","616","15","3,520","82.1%"
"2009-03-01","Mar 2009","2008/09","Northern","Mid-Ulster","Type 3","1,502","40","0","1,542","97.4%"
"2009-03-01","Mar 2009","2008/09","Northern","Whiteabbey","Type 3","1,835","17","0","1,852","99.1%"
"2009-03-01","Mar 2009","2008/09","South Eastern","Ards MIU","Type 3","873","0","0","873","100.0%"
"2009-03-01","Mar 2009","2008/09","South Eastern","Bangor MIU","Type 3","965","0","0","965","100.0%"
"2009-03-01","Mar 2009","2008/09","South Eastern","Downe","Type 2","1,943","107","0","2,050","94.8%"
"2009-03-01","Mar 2009","2008/09","South Eastern","Lagan Valley","Type 2","2,597","229","50","2,876","90.3%"
"2009-03-01","Mar 2009","2008/09","South Eastern","Ulster","Type 1","5,300","1,026","176","6,502","81.5%"
"2009-03-01","Mar 2009","2008/09","Southern","Armagh Community","Type 3","745","0","0","745","100.0%"
"2009-03-01","Mar 2009","2008/09","Southern","Craigavon Area","Type 1","5,892","509","0","6,401","92.0%"
"2009-03-01","Mar 2009","2008/09","Southern","Daisy Hill","Type 1","2,948","52","0","3,000","98.3%"
"2009-03-01","Mar 2009","2008/09","Southern","South Tyrone","Type 3","1,347","0","0","1,347","100.0%"
"2009-03-01","Mar 2009","2008/09","Western","Altnagelvin Area","Type 1","3,775","1,010","7","4,792","78.8%"
"2009-03-01","Mar 2009","2008/09","Western","South West Acute","Type 1","2,001","271","3","2,275","88.0%"
